@relation unknow
@attribute Sintoma1 real [0.01, 0.97]
@attribute Sintoma2 integer [0, 1]
@attribute Sintoma3 integer [0, 1]
@attribute Sintoma4 integer [0, 1]
@attribute Sintoma5 integer [0, 1]
@attribute Sintoma6 integer [0, 1]
@attribute Sintoma7 integer [0, 1]
@attribute Sintoma8 integer [0, 1]
@attribute Sintoma9 integer [0, 1]
@attribute Sintoma10 integer [0, 1]
@attribute Sintoma11 integer [0, 1]
@attribute Sintoma12 integer [0, 1]
@attribute Sintoma13 integer [0, 1]
@attribute Sintoma14 integer [0, 1]
@attribute Sintoma15 integer [0, 1]
@attribute Sintoma16 integer [0, 1]
@attribute Sintoma17 real [0.0, 0.53]
@attribute Sintoma18 real [5.0E-4, 0.18]
@attribute Sintoma19 real [0.0020, 0.6]
@attribute Sintoma20 real [0.017, 0.233]
@attribute Sintoma21 real [0.0020, 0.642]
@attribute class {1, 2, 3}
@inputs Sintoma1, Sintoma2, Sintoma3, Sintoma4, Sintoma5, Sintoma6, Sintoma7, Sintoma8, Sintoma9, Sintoma10, Sintoma11, Sintoma12, Sintoma13, Sintoma14, Sintoma15, Sintoma16, Sintoma17, Sintoma18, Sintoma19, Sintoma20, Sintoma21
@outputs class
@data
0.59, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0015, 0.017, 0.097, 0.076, 0.129, 3
0.25, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0030, 0.0208, 0.093, 0.101, 0.092, 3
0.34, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0017, 0.024, 0.094, 0.116, 0.081, 3
0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.0E-4, 0.018, 0.096, 0.094, 0.101, 3
0.23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1.0E-5, 0.029, 0.205, 0.087, 0.235, 3
0.68, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0013, 0.02, 0.131, 0.107, 0.122, 3
0.22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5.6E-4, 0.027, 0.179, 0.125, 0.143, 3
0.46, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0.0014, 0.022, 0.122, 0.103, 0.119, 3
0.21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.00189, 0.0206, 0.132, 0.087, 0.152, 3
0.39, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0043, 0.024, 0.135, 0.151, 0.089, 3
0.73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0039, 0.0208, 0.13, 0.111, 0.116, 3
0.71, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1.0E-5, 0.0206, 0.146, 0.093, 0.156, 3
0.49, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.116, 0.0070, 0.072, 0.095, 0.076, 3
0.55, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00189, 0.0208, 0.11118, 0.099, 0.11207, 3
0.16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0062, 0.0174, 0.108, 0.114, 0.094, 2
0.59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0077, 0.018, 0.111, 0.107, 0.104, 2
0.52, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0201, 0.16, 0.082, 0.195, 3
0.74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0064, 0.0090, 0.102, 0.097, 0.106, 2
0.41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5.5E-4, 0.017, 0.11, 0.107, 0.102, 3
0.36, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00232, 0.03, 0.071, 0.085, 0.084, 3
0.61, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3.0E-5, 0.0201, 0.18, 0.093, 0.194, 3
0.33, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0.0012, 0.022, 0.117, 0.094, 0.126, 3
0.21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.6E-4, 0.011, 0.104, 0.113, 0.092, 3
0.61, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0034, 0.016, 0.118, 0.104, 0.111, 3
0.49, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0016, 0.0201, 0.126, 0.097, 0.129, 3
0.29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.2E-4, 0.0201, 0.119, 0.098, 0.121, 3
0.45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.7E-4, 0.017, 0.091, 0.096, 0.095, 3
0.54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00232, 0.0201, 0.11329, 0.096, 0.11776, 3
0.65, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.8E-4, 0.0201, 0.11, 0.096, 0.115, 3
0.61, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.5E-4, 0.017, 0.088, 0.092, 0.096, 3
0.32, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5E-4, 0.017, 0.097, 0.086, 0.113, 3
0.78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.0E-4, 0.018, 0.1, 0.091, 0.11, 3
0.29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0015, 0.024, 0.133, 0.109, 0.122, 3
0.49, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0011, 0.0201, 0.076, 0.071, 0.107, 3
0.72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0E-5, 0.026, 0.214, 0.099, 0.216, 3
0.3, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2.4E-4, 0.018, 0.188, 0.096, 0.19542, 3
0.73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0017, 0.0070, 0.082, 0.095, 0.086, 3
0.73, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8.3E-4, 0.014, 0.076, 0.074, 0.103, 3
0.38, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0020, 0.023, 0.122, 0.096, 0.12681, 3
0.26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0013, 0.0201, 0.09, 0.09, 0.1, 3
0.28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00208, 0.026, 0.063, 0.074, 0.085, 3
0.46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0029, 0.012, 0.101, 0.107, 0.094, 3
0.72, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0049, 0.0090, 0.099, 0.078, 0.127, 3
0.68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0050, 0.024, 0.1, 0.096, 0.10395, 3
0.64, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0031, 0.0201, 0.098, 0.09, 0.109, 3
0.41, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.00839, 0.017, 0.094, 0.084, 0.112, 2
0.48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0011, 0.019, 0.086, 0.094, 0.092, 3
0.36, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0016, 0.028, 0.131, 0.104, 0.125, 3
0.34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00232, 0.0201, 0.11329, 0.096, 0.11776, 3
0.21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5E-4, 0.0090, 0.068, 0.096, 0.07068, 3
0.55, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0046, 0.0201, 0.109, 0.097, 0.112, 3
0.42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.3E-4, 0.025, 0.111, 0.097, 0.114, 3
0.73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.6E-4, 0.013, 0.111, 0.086, 0.128, 3
0.61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.8E-4, 0.0201, 0.11, 0.101, 0.109, 3
0.71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.018, 0.019, 0.097, 0.093, 0.104, 2
0.7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0015, 0.013, 0.139, 0.098, 0.142, 3
0.8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0053, 0.011, 0.097, 0.087, 0.112, 3
0.68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2E-4, 0.0080, 0.082, 0.063, 0.13, 3
0.75, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0034, 0.0201, 0.091, 0.084, 0.108, 3
0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0020, 0.018, 0.115, 0.112, 0.103, 3
0.33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6E-4, 0.0201, 0.095, 0.082, 0.116, 3
0.45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0035, 0.051, 0.175, 0.091, 0.192, 3
0.45, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0.0017, 0.018, 0.094, 0.086, 0.109, 3
0.67, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.5E-4, 0.02, 0.14, 0.136, 0.103, 3
0.66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0E-5, 0.049, 0.249, 0.086, 0.29, 3
0.74, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0035, 0.0201, 0.062, 0.078, 0.08, 3
0.49, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0018, 0.0201, 0.08, 0.066, 0.121, 3
0.42, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0027, 0.017, 0.167, 0.096, 0.17359, 3
0.82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0016, 0.0083, 0.104, 0.077, 0.135, 3
0.62, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0E-4, 0.025, 0.129, 0.104, 0.124, 3
0.23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.1E-4, 0.0201, 0.197, 0.176, 0.112, 3
0.74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0018, 0.023, 0.114, 0.11, 0.104, 3
0.63, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.8E-4, 0.0201, 0.139, 0.095, 0.146, 3
0.86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0067, 0.016, 0.121, 0.088, 0.138, 2
0.62, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2.0E-5, 0.0201, 0.149, 0.098, 0.152, 3
0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0054, 0.0201, 0.104, 0.068, 0.153, 3
0.67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0011, 0.015, 0.087, 0.089, 0.098, 3
0.66, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0E-5, 0.017, 0.15, 0.087, 0.172, 3
0.36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0012, 0.0201, 0.117, 0.109, 0.107, 3
0.49, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0E-5, 0.024, 0.18, 0.125, 0.144, 3
0.84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.014, 0.067, 0.28, 0.085, 0.329, 3
0.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0019, 0.0201, 0.17, 0.15, 0.113, 3
0.27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0015, 0.0201, 0.09, 0.082, 0.11, 3
0.26, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0010, 0.0201, 0.08, 0.075, 0.107, 3
0.51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7.6E-4, 0.0201, 0.09, 0.067, 0.134, 3
