@relation unknow
@attribute height real [1.0, 804.0]
@attribute lenght real [1.0, 553.0]
@attribute area real [7.0, 143993.0]
@attribute eccen real [0.0070, 537.0]
@attribute p_black real [0.052, 1.0]
@attribute p_and real [0.062, 1.0]
@attribute mean_tr real [1.0, 4955.0]
@attribute blackpix real [1.0, 33017.0]
@attribute blackand real [7.0, 46133.0]
@attribute wb_trans real [1.0, 3212.0]
@attribute class {1, 2, 4, 5, 3}
@inputs height, lenght, area, eccen, p_black, p_and, mean_tr, blackpix, blackand, wb_trans
@outputs class
@data
6.0, 12.0, 72.0, 2.0, 0.375, 0.958, 1.93, 27.0, 69.0, 14.0, 1
5.0, 20.0, 100.0, 4.0, 0.54, 0.95, 2.35, 54.0, 95.0, 23.0, 1
9.0, 4.0, 36.0, 0.444, 0.444, 1.0, 8.0, 16.0, 36.0, 2.0, 1
11.0, 175.0, 1925.0, 15.909, 0.21, 0.469, 1.98, 405.0, 902.0, 205.0, 1
7.0, 18.0, 126.0, 2.571, 0.468, 1.0, 2.81, 59.0, 126.0, 21.0, 1
8.0, 5.0, 40.0, 0.625, 0.525, 1.0, 3.0, 21.0, 40.0, 7.0, 1
8.0, 24.0, 192.0, 3.0, 0.385, 0.969, 1.8, 74.0, 186.0, 41.0, 1
8.0, 43.0, 344.0, 5.375, 0.326, 0.75, 1.81, 112.0, 258.0, 62.0, 1
86.0, 67.0, 5762.0, 0.779, 0.164, 0.935, 2.37, 947.0, 5386.0, 399.0, 5
27.0, 106.0, 2862.0, 3.926, 0.261, 0.478, 5.45, 747.0, 1368.0, 137.0, 1
7.0, 13.0, 91.0, 1.857, 0.286, 0.934, 1.63, 26.0, 85.0, 16.0, 1
7.0, 100.0, 700.0, 14.286, 0.283, 0.987, 1.68, 198.0, 691.0, 118.0, 1
7.0, 63.0, 441.0, 9.0, 0.288, 0.991, 1.61, 127.0, 437.0, 79.0, 1
8.0, 233.0, 1864.0, 29.125, 0.151, 0.665, 1.36, 282.0, 1239.0, 207.0, 1
25.0, 294.0, 7350.0, 11.76, 0.471, 0.907, 7.72, 3459.0, 6663.0, 448.0, 1
8.0, 124.0, 992.0, 15.5, 0.427, 0.847, 2.6, 424.0, 840.0, 163.0, 1
9.0, 535.0, 4815.0, 59.444, 0.192, 0.658, 1.42, 926.0, 3167.0, 654.0, 1
7.0, 14.0, 98.0, 2.0, 0.327, 0.939, 1.88, 32.0, 92.0, 17.0, 1
24.0, 280.0, 6720.0, 11.667, 0.452, 0.899, 7.62, 3040.0, 6042.0, 399.0, 1
6.0, 31.0, 186.0, 5.167, 0.301, 0.844, 1.65, 56.0, 157.0, 34.0, 1
9.0, 264.0, 2376.0, 29.333, 0.197, 0.656, 1.34, 468.0, 1558.0, 349.0, 1
2.0, 536.0, 1072.0, 268.0, 0.586, 0.686, 21.66, 628.0, 735.0, 29.0, 2
10.0, 17.0, 170.0, 1.7, 0.318, 0.529, 3.86, 54.0, 90.0, 14.0, 1
83.0, 314.0, 26062.0, 3.783, 0.298, 0.671, 8.75, 7772.0, 17482.0, 888.0, 5
1.0, 18.0, 18.0, 18.0, 0.5, 1.0, 3.0, 9.0, 18.0, 3.0, 2
10.0, 259.0, 2590.0, 25.9, 0.351, 0.779, 2.51, 908.0, 2018.0, 362.0, 1
10.0, 19.0, 190.0, 1.9, 0.605, 0.816, 8.85, 115.0, 155.0, 13.0, 1
13.0, 322.0, 4186.0, 24.769, 0.375, 0.714, 4.62, 1571.0, 2990.0, 340.0, 1
11.0, 1.0, 11.0, 0.091, 1.0, 1.0, 11.0, 11.0, 11.0, 1.0, 4
13.0, 201.0, 2613.0, 15.462, 0.4, 0.722, 4.45, 1046.0, 1887.0, 235.0, 1
178.0, 140.0, 24920.0, 0.787, 0.574, 0.649, 21.52, 14292.0, 16177.0, 664.0, 3
10.0, 151.0, 1510.0, 15.1, 0.381, 0.785, 3.48, 575.0, 1186.0, 165.0, 1
13.0, 433.0, 5629.0, 33.308, 0.375, 0.605, 4.82, 2109.0, 3404.0, 438.0, 1
14.0, 284.0, 3976.0, 20.286, 0.365, 0.54, 5.1, 1453.0, 2147.0, 285.0, 1
7.0, 153.0, 1071.0, 21.857, 0.467, 0.97, 2.75, 500.0, 1039.0, 182.0, 1
7.0, 80.0, 560.0, 11.429, 0.5, 0.848, 3.54, 280.0, 475.0, 79.0, 1
11.0, 22.0, 242.0, 2.0, 0.603, 0.81, 8.59, 146.0, 196.0, 17.0, 1
8.0, 157.0, 1256.0, 19.625, 0.446, 0.987, 2.55, 560.0, 1240.0, 220.0, 1
7.0, 67.0, 469.0, 9.571, 0.258, 0.548, 1.7, 121.0, 257.0, 71.0, 1
13.0, 284.0, 3692.0, 21.846, 0.205, 0.553, 1.87, 758.0, 2040.0, 405.0, 1
5.0, 97.0, 485.0, 19.4, 0.334, 0.831, 1.98, 162.0, 403.0, 82.0, 1
7.0, 31.0, 217.0, 4.429, 0.382, 0.811, 1.84, 83.0, 176.0, 45.0, 1
5.0, 15.0, 75.0, 3.0, 0.093, 0.347, 1.4, 7.0, 26.0, 5.0, 1
17.0, 341.0, 5797.0, 20.059, 0.935, 0.998, 36.38, 5420.0, 5784.0, 149.0, 2
6.0, 13.0, 78.0, 2.167, 0.538, 0.923, 2.63, 42.0, 72.0, 16.0, 1
11.0, 168.0, 1848.0, 15.273, 0.234, 0.723, 1.55, 432.0, 1337.0, 279.0, 1
