@relation unknow
@attribute mcg real [0.11, 1.0]
@attribute gvh real [0.13, 1.0]
@attribute alm real [0.21, 1.0]
@attribute mit real [0.0, 1.0]
@attribute erl real [0.5, 1.0]
@attribute pox real [0.0, 0.83]
@attribute vac real [0.0, 0.73]
@attribute nuc real [0.0, 1.0]
@attribute class {MIT, NUC, CYT, ME1, ME2, ME3, EXC, VAC, POX, ERL}
@inputs mcg, gvh, alm, mit, erl, pox, vac, nuc
@outputs class
@data
0.83, 0.58, 0.33, 0.04, 0.5, 0.0, 0.53, 0.22, ME2
0.52, 0.54, 0.5, 0.21, 0.5, 0.0, 0.48, 0.3, CYT
0.57, 0.61, 0.45, 0.26, 0.5, 0.0, 0.5, 0.22, CYT
0.54, 0.55, 0.42, 0.22, 0.5, 0.0, 0.48, 0.22, ME3
0.5, 0.5, 0.48, 0.17, 0.5, 0.0, 0.47, 0.26, CYT
0.6, 0.6, 0.49, 0.3, 0.5, 0.0, 0.53, 0.22, NUC
0.45, 0.42, 0.52, 0.2, 0.5, 0.0, 0.5, 0.25, CYT
0.51, 0.35, 0.46, 0.15, 0.5, 0.0, 0.51, 0.42, CYT
0.42, 0.39, 0.47, 0.13, 0.5, 0.0, 0.5, 0.27, CYT
0.31, 0.31, 0.54, 0.18, 0.5, 0.0, 0.52, 0.29, NUC
0.64, 0.53, 0.45, 0.13, 0.5, 0.0, 0.53, 0.22, CYT
0.52, 0.51, 0.51, 0.12, 0.5, 0.0, 0.51, 0.4, CYT
0.49, 0.43, 0.48, 0.15, 0.5, 0.0, 0.55, 0.25, CYT
0.58, 0.48, 0.56, 0.1, 0.5, 0.0, 0.46, 0.25, NUC
0.28, 0.51, 0.55, 0.11, 0.5, 0.0, 0.46, 0.22, NUC
0.48, 0.34, 0.47, 0.14, 0.5, 0.0, 0.47, 0.26, CYT
0.39, 0.39, 0.55, 0.52, 0.5, 0.0, 0.37, 0.16, NUC
0.48, 0.57, 0.5, 0.09, 0.5, 0.0, 0.52, 0.42, NUC
0.61, 0.57, 0.45, 0.21, 0.5, 0.0, 0.5, 0.42, NUC
0.85, 0.85, 0.3, 0.31, 0.5, 0.0, 0.55, 0.42, ME1
0.55, 0.53, 0.56, 0.29, 0.5, 0.0, 0.48, 0.22, MIT
0.34, 0.34, 0.61, 0.18, 0.5, 0.0, 0.52, 0.32, NUC
0.51, 0.68, 0.49, 0.59, 0.5, 0.0, 0.54, 0.27, MIT
0.41, 0.43, 0.5, 0.28, 0.5, 0.0, 0.5, 0.22, CYT
0.42, 0.44, 0.33, 0.17, 0.5, 0.0, 0.54, 0.27, ME3
0.52, 0.5, 0.53, 0.1, 0.5, 0.0, 0.48, 0.22, POX
0.53, 0.56, 0.49, 0.46, 0.5, 0.0, 0.52, 0.22, MIT
0.5, 0.46, 0.52, 0.16, 0.5, 0.0, 0.52, 0.26, CYT
0.47, 0.63, 0.66, 0.45, 0.5, 0.0, 0.37, 0.11, MIT
0.51, 0.34, 0.43, 0.18, 0.5, 0.0, 0.48, 0.25, CYT
0.56, 0.45, 0.59, 0.14, 0.5, 0.0, 0.51, 0.26, NUC
0.4, 0.45, 0.42, 0.17, 0.5, 0.0, 0.54, 0.26, ME3
0.46, 0.41, 0.5, 0.44, 0.5, 0.0, 0.53, 0.22, MIT
0.4, 0.51, 0.42, 0.13, 0.5, 0.0, 0.45, 0.25, ME3
0.42, 0.25, 0.6, 0.14, 0.5, 0.0, 0.45, 0.22, CYT
0.34, 0.31, 0.6, 0.37, 0.5, 0.0, 0.5, 0.3, NUC
0.7, 0.73, 0.38, 0.36, 0.5, 0.0, 0.54, 0.22, ME1
0.87, 0.83, 0.57, 0.36, 0.5, 0.0, 0.36, 0.22, EXC
0.77, 0.6, 0.42, 0.33, 0.5, 0.0, 0.57, 0.22, ME2
0.94, 0.6, 0.33, 0.49, 0.5, 0.0, 0.54, 0.22, ME2
0.42, 0.51, 0.39, 0.22, 0.5, 0.0, 0.49, 0.26, ME3
0.44, 0.41, 0.44, 0.13, 0.5, 0.0, 0.49, 0.42, NUC
0.52, 0.62, 0.54, 0.19, 0.5, 0.0, 0.5, 0.22, MIT
0.5, 0.45, 0.48, 0.17, 0.5, 0.0, 0.5, 0.26, CYT
0.52, 0.49, 0.57, 0.57, 0.5, 0.0, 0.51, 0.22, NUC
0.46, 0.32, 0.58, 0.17, 0.5, 0.0, 0.61, 0.25, NUC
0.39, 0.37, 0.33, 0.23, 0.5, 0.0, 0.53, 0.26, ME3
0.39, 0.37, 0.56, 0.15, 0.5, 0.0, 0.5, 0.27, CYT
0.39, 0.37, 0.33, 0.23, 0.5, 0.0, 0.52, 0.26, ME3
0.5, 0.62, 0.54, 0.66, 0.5, 0.0, 0.49, 0.22, MIT
0.53, 0.51, 0.51, 0.11, 0.5, 0.0, 0.49, 0.41, NUC
0.62, 0.6, 0.47, 0.16, 0.5, 0.0, 0.53, 0.22, CYT
0.7, 0.53, 0.42, 0.22, 0.5, 0.0, 0.51, 0.28, NUC
0.34, 0.54, 0.54, 0.13, 0.5, 0.0, 0.52, 0.22, CYT
0.46, 0.42, 0.6, 0.21, 0.5, 0.0, 0.4, 0.22, EXC
0.8, 0.81, 0.55, 0.35, 0.5, 0.0, 0.42, 0.22, EXC
0.5, 0.49, 0.59, 0.47, 0.5, 0.0, 0.49, 0.36, MIT
0.48, 0.47, 0.54, 0.55, 0.5, 0.0, 0.51, 0.65, MIT
0.66, 0.54, 0.49, 0.16, 0.5, 0.0, 0.54, 0.36, NUC
0.52, 0.5, 0.59, 0.31, 0.5, 0.0, 0.5, 0.22, MIT
0.57, 0.61, 0.55, 0.27, 0.5, 0.0, 0.44, 0.21, MIT
0.6, 0.46, 0.59, 0.16, 0.5, 0.0, 0.49, 0.22, MIT
0.65, 0.53, 0.55, 0.52, 0.5, 0.0, 0.47, 0.27, MIT
0.49, 0.44, 0.45, 0.55, 0.5, 0.0, 0.48, 0.22, MIT
0.49, 0.46, 0.42, 0.46, 0.5, 0.0, 0.55, 0.22, NUC
0.63, 0.6, 0.5, 0.27, 0.5, 0.0, 0.55, 0.22, MIT
0.58, 0.57, 0.54, 0.69, 0.5, 0.0, 0.54, 0.22, MIT
0.61, 0.59, 0.47, 0.49, 0.5, 0.0, 0.54, 0.22, MIT
0.63, 0.47, 0.56, 0.12, 0.5, 0.0, 0.5, 0.22, MIT
0.41, 0.47, 0.58, 0.62, 0.5, 0.0, 0.5, 0.22, MIT
0.44, 0.53, 0.53, 0.37, 0.5, 0.0, 0.51, 0.22, MIT
0.39, 0.35, 0.49, 0.17, 0.5, 0.0, 0.49, 0.22, NUC
0.58, 0.56, 0.52, 0.25, 0.5, 0.0, 0.57, 0.35, NUC
0.36, 0.39, 0.55, 0.26, 0.5, 0.0, 0.49, 0.22, NUC
0.39, 0.34, 0.68, 0.3, 0.5, 0.0, 0.5, 0.29, NUC
0.35, 0.5, 0.44, 0.27, 0.5, 0.0, 0.51, 0.22, CYT
0.36, 0.3, 0.5, 0.19, 0.5, 0.0, 0.55, 0.3, NUC
0.45, 0.21, 0.49, 0.24, 0.5, 0.0, 0.46, 0.31, NUC
0.44, 0.34, 0.61, 0.13, 0.5, 0.0, 0.49, 0.26, NUC
0.29, 0.34, 0.55, 0.24, 0.5, 0.0, 0.51, 0.22, CYT
0.52, 0.64, 0.34, 0.16, 0.5, 0.0, 0.57, 0.22, MIT
0.28, 0.48, 0.56, 0.16, 0.5, 0.0, 0.48, 0.26, CYT
0.69, 0.39, 0.52, 0.12, 0.5, 0.0, 0.38, 0.35, CYT
0.47, 0.43, 0.59, 0.27, 0.5, 0.0, 0.55, 0.22, POX
0.6, 0.54, 0.54, 0.53, 0.5, 0.0, 0.52, 0.27, MIT
0.61, 0.46, 0.44, 0.47, 0.5, 0.0, 0.5, 0.37, NUC
0.8, 0.82, 0.57, 0.26, 0.5, 0.0, 0.57, 0.27, VAC
0.46, 0.49, 0.45, 0.28, 0.5, 0.0, 0.55, 0.22, VAC
0.5, 0.57, 0.62, 0.25, 0.5, 0.0, 0.51, 0.22, MIT
0.46, 0.46, 0.53, 0.23, 0.5, 0.0, 0.51, 0.22, CYT
0.77, 0.72, 0.48, 0.26, 0.5, 0.0, 0.51, 0.22, EXC
0.31, 0.3, 0.34, 0.19, 0.5, 0.0, 0.55, 0.3, ME3
0.59, 0.61, 0.51, 0.62, 0.5, 0.0, 0.51, 0.38, MIT
0.47, 0.54, 0.53, 0.77, 0.5, 0.0, 0.52, 0.36, MIT
0.95, 0.71, 0.27, 0.39, 0.5, 0.0, 0.31, 0.22, ME2
0.97, 0.71, 0.29, 0.42, 0.5, 0.0, 0.35, 0.22, ME2
0.39, 0.49, 0.3, 0.19, 0.5, 0.0, 0.52, 0.31, ME3
0.36, 0.39, 0.54, 0.16, 0.5, 0.0, 0.5, 0.28, NUC
0.25, 0.39, 0.5, 0.23, 0.5, 0.0, 0.5, 0.28, NUC
0.5, 0.45, 0.53, 0.21, 0.5, 0.0, 0.28, 0.22, NUC
0.33, 0.35, 0.56, 0.19, 0.5, 0.0, 0.5, 0.22, NUC
0.56, 0.59, 0.54, 0.18, 0.5, 0.0, 0.48, 0.46, NUC
0.48, 0.41, 0.54, 0.39, 0.5, 0.0, 0.51, 0.22, NUC
0.3, 0.3, 0.46, 0.32, 0.5, 0.0, 0.45, 0.22, NUC
0.4, 0.28, 0.48, 0.06, 0.5, 0.0, 0.49, 0.42, NUC
0.51, 0.51, 0.56, 0.28, 0.5, 0.0, 0.54, 0.27, CYT
0.59, 0.46, 0.48, 0.46, 0.5, 0.0, 0.49, 0.22, CYT
0.51, 0.46, 0.4, 0.65, 0.5, 0.0, 0.49, 0.22, MIT
0.36, 0.33, 0.38, 0.15, 0.5, 0.0, 0.55, 0.36, ME3
0.33, 0.28, 0.5, 0.4, 0.5, 0.0, 0.46, 0.61, NUC
0.51, 0.55, 0.56, 0.18, 0.5, 0.0, 0.5, 0.38, NUC
0.52, 0.5, 0.51, 0.2, 0.5, 0.0, 0.51, 0.22, NUC
0.33, 0.28, 0.52, 0.15, 0.5, 0.0, 0.51, 0.86, NUC
0.57, 0.55, 0.52, 0.16, 0.5, 0.0, 0.49, 0.39, NUC
0.55, 0.45, 0.58, 0.25, 0.5, 0.0, 0.49, 0.22, NUC
0.64, 0.44, 0.51, 0.35, 0.5, 0.0, 0.53, 0.22, CYT
0.45, 0.43, 0.5, 0.25, 0.5, 0.0, 0.47, 0.22, MIT
0.45, 0.49, 0.57, 0.25, 0.5, 0.0, 0.48, 0.22, NUC
0.5, 0.36, 0.64, 0.37, 0.5, 0.0, 0.37, 0.33, NUC
0.39, 0.39, 0.59, 0.25, 0.5, 0.0, 0.45, 0.22, CYT
0.43, 0.33, 0.54, 0.37, 0.5, 0.0, 0.38, 0.16, CYT
0.57, 0.37, 0.43, 0.27, 0.5, 0.0, 0.53, 0.28, NUC
0.48, 0.45, 0.63, 0.19, 0.5, 0.0, 0.58, 0.22, NUC
0.4, 0.3, 0.57, 0.13, 0.5, 0.0, 0.46, 0.22, NUC
0.52, 0.46, 0.56, 0.25, 0.5, 0.0, 0.52, 0.22, NUC
0.34, 0.47, 0.48, 0.32, 0.5, 0.0, 0.42, 0.22, NUC
0.31, 0.6, 0.65, 0.18, 0.5, 0.0, 0.46, 0.22, NUC
0.37, 0.45, 0.53, 0.14, 0.5, 0.0, 0.49, 0.22, NUC
0.57, 0.43, 0.52, 0.3, 0.5, 0.0, 0.37, 0.11, CYT
0.36, 0.56, 0.52, 0.18, 0.5, 0.0, 0.45, 0.16, CYT
0.43, 0.33, 0.67, 0.12, 0.5, 0.0, 0.45, 0.23, CYT
0.43, 0.33, 0.67, 0.12, 0.5, 0.0, 0.43, 0.23, CYT
0.56, 0.35, 0.47, 0.41, 0.5, 0.0, 0.5, 0.22, CYT
0.54, 0.44, 0.55, 0.48, 0.5, 0.0, 0.47, 0.22, CYT
0.35, 0.39, 0.56, 0.2, 0.5, 0.0, 0.49, 0.41, CYT
0.73, 0.6, 0.47, 0.2, 0.5, 0.0, 0.72, 0.22, CYT
0.46, 0.39, 0.54, 0.22, 0.5, 0.0, 0.48, 0.25, CYT
0.51, 0.52, 0.58, 0.17, 0.5, 0.0, 0.47, 0.28, CYT
0.53, 0.57, 0.6, 0.36, 0.5, 0.0, 0.5, 0.22, CYT
0.37, 0.3, 0.62, 0.43, 0.5, 0.0, 0.44, 0.39, CYT
0.42, 0.38, 0.52, 0.29, 0.5, 0.0, 0.42, 0.22, NUC
0.57, 0.5, 0.4, 0.08, 0.5, 0.0, 0.47, 0.22, ME3
0.77, 0.86, 0.44, 0.27, 0.5, 0.0, 0.48, 0.22, ME1
0.59, 0.54, 0.53, 0.14, 0.5, 0.0, 0.48, 0.22, CYT
0.39, 1.0, 0.38, 0.41, 0.5, 0.0, 0.5, 0.27, MIT
0.46, 0.49, 0.55, 0.18, 0.5, 0.0, 0.56, 0.22, NUC
0.47, 0.58, 0.47, 0.52, 0.5, 0.0, 0.54, 0.22, MIT
0.38, 0.4, 0.53, 0.12, 0.5, 0.0, 0.55, 0.22, CYT
0.58, 0.56, 0.46, 0.14, 0.5, 0.0, 0.51, 0.22, CYT
0.44, 0.51, 0.53, 0.3, 0.5, 0.0, 0.53, 0.22, CYT
0.46, 0.38, 0.51, 0.2, 0.5, 0.0, 0.51, 0.22, CYT
0.41, 0.4, 0.56, 0.17, 0.5, 0.0, 0.56, 0.22, CYT
0.39, 0.71, 0.38, 0.14, 0.5, 0.0, 0.5, 0.22, ME2
0.48, 0.51, 0.5, 0.24, 0.5, 0.0, 0.54, 0.38, CYT
0.42, 0.43, 0.67, 0.7, 0.5, 0.0, 0.42, 0.25, CYT
0.38, 0.42, 0.31, 0.35, 0.5, 0.0, 0.52, 0.22, ME3
0.46, 0.56, 0.56, 0.25, 0.5, 0.0, 0.43, 0.22, NUC
0.46, 0.48, 0.38, 0.22, 0.5, 0.0, 0.39, 0.45, ME3
0.6, 0.64, 0.56, 0.36, 0.5, 0.0, 0.46, 0.27, CYT
0.43, 0.47, 0.47, 0.18, 0.5, 0.0, 0.47, 0.22, CYT
0.66, 0.43, 0.57, 0.6, 0.5, 0.0, 0.19, 0.33, NUC
0.33, 0.46, 0.6, 0.18, 0.5, 0.0, 0.51, 0.26, NUC
0.51, 0.5, 0.54, 0.11, 0.5, 0.0, 0.6, 0.22, NUC
0.54, 0.6, 0.57, 0.17, 0.5, 0.0, 0.44, 0.22, NUC
0.45, 0.57, 0.38, 0.28, 0.5, 0.0, 0.53, 0.31, ME3
0.54, 0.47, 0.58, 0.4, 0.5, 0.0, 0.46, 0.27, MIT
0.36, 0.32, 0.55, 0.27, 0.5, 0.0, 0.47, 0.43, NUC
0.32, 0.68, 0.51, 0.16, 0.5, 0.83, 0.55, 0.22, POX
0.61, 0.5, 0.61, 0.21, 0.5, 0.0, 0.55, 0.54, CYT
0.53, 0.48, 0.51, 0.18, 0.5, 0.0, 0.51, 0.27, CYT
0.6, 0.46, 0.51, 0.1, 0.5, 0.0, 0.48, 0.31, CYT
0.6, 0.46, 0.51, 0.1, 0.5, 0.0, 0.48, 0.31, CYT
0.7, 0.58, 0.53, 0.39, 0.5, 0.0, 0.59, 0.22, EXC
0.46, 0.41, 0.43, 0.18, 0.5, 0.0, 0.54, 0.22, ME3
0.55, 0.41, 0.67, 0.61, 0.5, 0.0, 0.49, 0.14, MIT
0.48, 0.54, 0.56, 0.29, 0.5, 0.0, 0.51, 0.43, NUC
0.58, 0.64, 0.42, 0.3, 0.5, 0.0, 0.54, 0.22, NUC
0.41, 0.35, 0.6, 0.22, 0.5, 0.0, 0.56, 0.79, CYT
0.55, 0.38, 0.52, 0.16, 0.5, 0.0, 0.49, 0.64, NUC
0.63, 0.64, 0.49, 0.2, 0.5, 0.0, 0.52, 0.25, CYT
0.48, 0.44, 0.46, 0.37, 0.5, 0.0, 0.46, 0.36, CYT
0.61, 0.52, 0.5, 0.44, 0.5, 0.0, 0.53, 0.22, CYT
0.63, 0.43, 0.48, 0.11, 0.5, 0.0, 0.51, 0.22, CYT
0.63, 0.58, 0.57, 0.1, 0.5, 0.0, 0.52, 0.33, NUC
0.54, 0.67, 0.56, 0.15, 0.5, 0.0, 0.57, 0.33, NUC
0.33, 0.17, 0.52, 0.13, 0.5, 0.0, 0.51, 0.75, NUC
0.54, 0.55, 0.55, 0.4, 0.5, 0.0, 0.53, 0.22, CYT
0.31, 0.31, 0.57, 0.15, 0.5, 0.0, 0.5, 0.22, CYT
0.38, 0.42, 0.5, 0.19, 0.5, 0.0, 0.44, 0.22, CYT
0.28, 0.27, 0.5, 0.14, 0.5, 0.0, 0.5, 0.28, CYT
0.41, 0.46, 0.57, 0.25, 0.5, 0.0, 0.57, 0.38, CYT
0.8, 0.83, 0.43, 0.24, 0.5, 0.0, 0.54, 0.22, ME1
0.49, 0.46, 0.54, 0.18, 0.5, 0.0, 0.35, 0.22, CYT
0.42, 0.45, 0.75, 0.21, 0.5, 0.0, 0.48, 0.22, CYT
0.39, 0.45, 0.75, 0.17, 0.5, 0.0, 0.51, 0.22, CYT
0.4, 0.44, 0.5, 0.13, 0.5, 0.0, 0.52, 0.39, CYT
0.5, 0.5, 0.48, 0.34, 0.5, 0.0, 0.52, 0.27, NUC
0.79, 0.62, 0.35, 0.35, 0.5, 0.0, 0.6, 0.28, ME2
0.52, 0.5, 0.6, 0.2, 0.5, 0.0, 0.52, 0.22, CYT
0.61, 0.73, 0.5, 0.58, 0.5, 0.0, 0.5, 0.22, MIT
0.59, 0.7, 0.46, 0.19, 0.5, 0.0, 0.54, 0.44, CYT
0.19, 0.41, 0.55, 0.13, 0.5, 0.0, 0.52, 0.25, CYT
0.42, 0.46, 0.44, 0.17, 0.5, 0.0, 0.51, 0.42, CYT
0.48, 0.39, 0.56, 0.23, 0.5, 0.0, 0.6, 0.22, CYT
0.54, 0.35, 0.55, 0.19, 0.5, 0.0, 0.3, 0.22, CYT
0.55, 0.49, 0.6, 0.18, 0.5, 0.0, 0.51, 0.22, NUC
0.55, 0.44, 0.5, 0.09, 0.5, 0.0, 0.55, 0.22, VAC
0.64, 0.61, 0.56, 0.15, 0.5, 0.0, 0.54, 0.22, VAC
0.65, 0.58, 0.53, 0.21, 0.5, 0.0, 0.51, 0.22, VAC
0.5, 0.4, 0.57, 0.17, 0.5, 0.0, 0.59, 0.22, CYT
0.64, 0.56, 0.52, 0.17, 0.5, 0.0, 0.54, 0.47, NUC
0.77, 0.78, 0.27, 0.37, 0.5, 0.0, 0.49, 0.22, ME1
0.71, 0.79, 0.41, 0.38, 0.5, 0.0, 0.54, 0.22, ME1
0.45, 0.39, 0.46, 0.29, 0.5, 0.0, 0.42, 0.22, MIT
0.32, 0.3, 0.57, 0.38, 0.5, 0.0, 0.5, 0.25, NUC
0.25, 0.41, 0.47, 0.14, 0.5, 0.0, 0.56, 0.68, NUC
0.43, 0.41, 0.37, 0.18, 0.5, 0.0, 0.54, 0.31, ME3
0.8, 0.82, 0.4, 0.31, 0.5, 0.0, 0.57, 0.25, ME1
0.56, 0.71, 0.47, 0.21, 0.5, 0.0, 0.52, 0.22, MIT
0.65, 0.62, 0.26, 0.33, 0.5, 0.0, 0.55, 0.22, ME3
0.58, 0.63, 0.52, 0.7, 0.5, 0.0, 0.46, 0.22, MIT
0.67, 0.61, 0.39, 0.24, 0.5, 0.0, 0.51, 0.22, ME3
0.54, 0.54, 0.56, 0.18, 0.5, 0.0, 0.46, 0.29, NUC
0.28, 0.48, 0.36, 0.16, 0.5, 0.0, 0.53, 0.22, ME3
0.8, 0.79, 0.43, 0.25, 0.5, 0.0, 0.52, 0.22, EXC
0.47, 0.4, 0.63, 0.19, 0.5, 0.0, 0.52, 0.32, NUC
0.5, 0.63, 0.45, 0.13, 0.5, 0.0, 0.45, 0.32, ME3
0.2, 0.6, 0.5, 0.29, 0.5, 0.0, 0.51, 0.22, ME3
0.51, 0.46, 0.41, 0.36, 0.5, 0.0, 0.49, 0.22, ME3
0.49, 0.56, 0.37, 0.2, 0.5, 0.0, 0.53, 0.22, ME3
0.72, 0.73, 0.41, 0.28, 0.5, 0.0, 0.44, 0.22, ME1
0.49, 0.55, 0.35, 0.23, 0.5, 0.0, 0.57, 0.22, ME3
0.6, 0.68, 0.3, 0.27, 0.5, 0.0, 0.55, 0.22, ME3
0.39, 0.58, 0.47, 0.18, 0.5, 0.0, 0.48, 0.22, MIT
0.38, 0.47, 0.47, 0.18, 0.5, 0.0, 0.44, 0.26, MIT
0.59, 0.67, 0.54, 0.19, 0.5, 0.0, 0.48, 0.6, NUC
0.61, 0.48, 0.54, 0.25, 0.5, 0.0, 0.5, 0.22, CYT
