@relation unknow
@attribute mcg real [0.11, 1.0]
@attribute gvh real [0.13, 1.0]
@attribute alm real [0.21, 1.0]
@attribute mit real [0.0, 1.0]
@attribute erl real [0.5, 1.0]
@attribute pox real [0.0, 0.83]
@attribute vac real [0.0, 0.73]
@attribute nuc real [0.0, 1.0]
@attribute class {MIT, NUC, CYT, ME1, ME2, ME3, EXC, VAC, POX, ERL}
@inputs mcg, gvh, alm, mit, erl, pox, vac, nuc
@outputs class
@data
0.68, 0.39, 0.5, 0.15, 0.5, 0.0, 0.48, 0.37, NUC
0.45, 0.45, 0.52, 0.17, 0.5, 0.0, 0.54, 0.22, CYT
0.48, 0.56, 0.49, 0.32, 0.5, 0.0, 0.5, 0.22, CYT
0.48, 0.48, 0.56, 0.18, 0.5, 0.0, 0.58, 0.22, CYT
0.45, 0.53, 0.51, 0.42, 0.5, 0.0, 0.52, 0.22, MIT
0.61, 0.55, 0.51, 0.26, 0.5, 0.0, 0.52, 0.22, CYT
0.57, 0.6, 0.54, 0.17, 0.5, 0.0, 0.52, 0.22, MIT
0.38, 0.31, 0.59, 0.19, 0.5, 0.0, 0.46, 0.22, MIT
0.39, 0.16, 0.59, 0.08, 0.5, 0.0, 0.51, 0.27, NUC
0.39, 0.44, 0.54, 0.24, 0.5, 0.0, 0.51, 0.49, NUC
0.43, 0.41, 0.51, 0.34, 0.5, 0.0, 0.49, 0.28, NUC
0.61, 0.46, 0.54, 0.11, 0.5, 0.0, 0.47, 0.22, CYT
0.66, 0.55, 0.54, 0.18, 0.5, 0.0, 0.43, 0.22, CYT
0.41, 0.41, 0.43, 0.61, 0.5, 0.0, 0.53, 0.22, MIT
0.35, 0.42, 0.56, 0.28, 0.5, 0.0, 0.47, 0.22, NUC
0.47, 0.47, 0.54, 0.19, 0.5, 0.0, 0.51, 0.33, NUC
0.6, 0.48, 0.46, 0.32, 0.5, 0.0, 0.4, 0.33, CYT
0.47, 0.53, 0.48, 0.51, 0.5, 0.0, 0.54, 0.22, MIT
0.45, 0.5, 0.57, 0.29, 0.5, 0.0, 0.44, 0.11, CYT
0.43, 0.33, 0.54, 0.37, 0.5, 0.0, 0.38, 0.16, CYT
0.5, 0.56, 0.63, 0.25, 0.5, 0.0, 0.42, 0.22, NUC
0.46, 0.53, 0.47, 0.37, 0.5, 0.0, 0.51, 0.36, NUC
0.38, 0.38, 0.54, 0.24, 0.5, 0.0, 0.54, 0.22, NUC
0.37, 0.3, 0.51, 0.15, 0.5, 0.0, 0.58, 0.26, NUC
0.61, 0.53, 0.59, 0.17, 0.5, 0.0, 0.44, 0.28, CYT
0.72, 0.37, 0.63, 0.38, 0.5, 0.0, 0.4, 0.14, CYT
0.63, 0.64, 0.45, 0.26, 0.5, 0.0, 0.43, 0.22, CYT
0.34, 0.34, 0.65, 0.4, 0.5, 0.0, 0.32, 0.16, CYT
0.35, 0.21, 1.0, 0.8, 0.5, 0.0, 0.13, 0.01, CYT
0.35, 0.21, 1.0, 0.8, 0.5, 0.0, 0.13, 0.01, CYT
0.66, 0.6, 0.52, 0.19, 0.5, 0.0, 0.69, 0.22, CYT
0.69, 0.54, 0.55, 0.23, 0.5, 0.0, 0.73, 0.22, CYT
0.56, 0.61, 0.52, 0.19, 0.5, 0.0, 0.52, 0.32, NUC
0.39, 0.65, 0.57, 0.19, 0.5, 0.0, 0.44, 0.25, CYT
0.39, 0.65, 0.57, 0.19, 0.5, 0.0, 0.43, 0.25, CYT
0.57, 0.48, 0.54, 0.22, 0.5, 0.0, 0.5, 0.11, CYT
0.41, 0.49, 0.65, 0.28, 0.5, 0.0, 0.59, 0.57, CYT
0.56, 0.65, 0.49, 0.56, 0.5, 0.0, 0.49, 0.22, MIT
0.54, 0.64, 0.4, 0.56, 0.5, 0.0, 0.51, 0.22, MIT
0.85, 0.66, 0.49, 0.18, 0.5, 0.0, 0.51, 0.22, ME1
0.55, 0.52, 0.44, 0.2, 0.5, 0.0, 0.56, 0.22, ME2
0.54, 0.51, 0.56, 0.15, 0.5, 0.0, 0.54, 0.31, CYT
0.54, 0.44, 0.35, 0.19, 0.5, 0.0, 0.51, 0.27, ME3
0.59, 0.55, 0.57, 0.18, 0.5, 0.0, 0.51, 0.22, CYT
0.42, 0.28, 0.33, 0.23, 0.5, 0.0, 0.39, 0.26, ME3
0.3, 0.33, 0.55, 0.12, 0.5, 0.0, 0.53, 0.38, CYT
0.49, 0.49, 0.52, 0.18, 0.5, 0.0, 0.51, 0.25, NUC
0.54, 0.59, 0.57, 0.34, 0.5, 0.0, 0.49, 0.22, NUC
0.85, 0.69, 0.34, 0.31, 0.5, 0.0, 0.57, 0.3, ME1
0.33, 0.42, 0.55, 0.23, 0.5, 0.0, 0.52, 0.43, NUC
0.47, 0.55, 0.57, 0.17, 0.5, 0.0, 0.52, 0.66, NUC
0.64, 0.31, 0.53, 0.15, 0.5, 0.0, 0.53, 0.31, CYT
0.4, 0.43, 0.36, 0.33, 0.5, 0.0, 0.51, 0.22, ME3
0.47, 0.56, 0.51, 0.2, 0.5, 0.0, 0.52, 0.59, NUC
0.23, 0.37, 0.32, 0.13, 0.5, 0.0, 0.53, 0.22, MIT
0.39, 0.45, 0.51, 0.29, 0.5, 0.0, 0.54, 0.22, CYT
0.37, 0.4, 0.38, 0.18, 0.5, 0.0, 0.51, 0.22, ME3
0.55, 0.57, 0.51, 0.07, 0.5, 0.0, 0.55, 0.22, CYT
0.66, 0.65, 0.54, 0.4, 0.5, 0.0, 0.51, 0.22, EXC
0.44, 0.59, 0.54, 0.18, 0.5, 0.0, 0.49, 0.22, NUC
0.73, 0.52, 0.59, 0.25, 0.5, 0.0, 0.51, 0.22, NUC
0.5, 0.43, 0.5, 0.17, 0.5, 0.0, 0.46, 0.47, NUC
0.53, 0.25, 0.59, 0.27, 0.5, 0.0, 0.45, 0.26, NUC
0.45, 0.45, 0.51, 0.3, 0.5, 0.0, 0.48, 0.44, CYT
0.19, 0.66, 0.6, 0.14, 0.5, 0.0, 0.2, 0.25, NUC
0.49, 0.31, 0.43, 0.24, 0.5, 0.0, 0.54, 0.22, ME3
0.32, 0.36, 0.28, 0.38, 0.5, 0.0, 0.5, 0.4, ME3
0.4, 0.65, 0.38, 0.17, 0.5, 0.0, 0.57, 0.22, ME3
0.3, 0.45, 0.55, 0.19, 0.5, 0.0, 0.53, 0.4, CYT
0.46, 0.61, 0.38, 0.35, 0.5, 0.0, 0.49, 0.22, ME3
0.36, 0.5, 0.39, 0.23, 0.5, 0.0, 0.5, 0.22, ME3
0.58, 0.43, 0.32, 0.11, 0.5, 0.0, 0.49, 0.22, VAC
0.25, 0.48, 0.45, 0.32, 0.5, 0.0, 0.4, 0.22, CYT
0.48, 0.17, 0.37, 0.33, 0.5, 0.0, 0.44, 0.36, NUC
0.41, 0.56, 0.53, 0.16, 0.5, 0.0, 0.55, 0.26, NUC
0.59, 0.48, 0.49, 0.42, 0.5, 0.0, 0.52, 0.22, CYT
0.55, 0.79, 0.45, 0.25, 0.5, 0.0, 0.51, 0.22, NUC
0.38, 0.42, 0.5, 0.19, 0.5, 0.0, 0.44, 0.22, CYT
0.44, 0.55, 0.51, 0.16, 0.5, 0.0, 0.6, 0.22, CYT
0.77, 0.7, 0.44, 0.29, 0.5, 0.0, 0.56, 0.22, ME1
0.45, 0.36, 0.5, 0.19, 0.5, 0.0, 0.53, 0.7, NUC
0.53, 0.51, 0.54, 0.21, 0.5, 0.0, 0.45, 0.22, NUC
0.42, 0.37, 0.54, 0.17, 0.5, 0.0, 0.51, 0.22, CYT
0.54, 0.43, 0.48, 0.27, 0.5, 0.0, 0.44, 0.41, CYT
0.49, 0.38, 0.49, 0.15, 0.5, 0.0, 0.53, 0.25, NUC
0.53, 0.42, 0.53, 0.19, 0.5, 0.0, 0.47, 0.22, CYT
0.66, 0.54, 0.53, 0.17, 0.5, 0.0, 0.54, 0.22, CYT
0.56, 0.46, 0.51, 0.25, 0.5, 0.0, 0.54, 0.22, CYT
0.43, 0.48, 0.36, 0.26, 0.5, 0.0, 0.52, 0.22, ME3
0.34, 0.42, 0.48, 0.19, 0.5, 0.0, 0.46, 0.31, NUC
0.56, 0.49, 0.47, 0.13, 0.5, 0.0, 0.52, 0.22, NUC
0.5, 0.47, 0.45, 0.14, 0.5, 0.0, 0.53, 0.32, ME3
0.36, 0.51, 0.51, 0.17, 0.5, 0.0, 0.52, 0.22, VAC
0.4, 0.36, 0.32, 0.16, 0.5, 0.0, 0.51, 0.27, VAC
0.47, 0.41, 0.46, 0.18, 0.5, 0.0, 0.53, 0.22, ME3
0.26, 0.3, 0.37, 0.15, 0.5, 0.0, 0.53, 0.25, ME3
0.46, 0.61, 0.55, 0.29, 0.5, 0.0, 0.49, 0.22, MIT
0.47, 0.41, 0.53, 0.27, 0.5, 0.0, 0.47, 0.25, MIT
0.52, 0.65, 0.36, 0.26, 0.5, 0.0, 0.44, 0.22, ME3
0.83, 0.94, 0.32, 0.21, 0.5, 0.0, 0.51, 0.22, ME1
0.38, 0.67, 0.33, 0.17, 0.5, 0.0, 0.51, 0.22, ME3
0.29, 0.26, 0.43, 0.17, 0.5, 0.0, 0.55, 0.3, ME3
0.4, 0.43, 0.49, 0.17, 0.5, 0.0, 0.51, 0.36, NUC
0.82, 0.63, 0.47, 0.18, 0.5, 0.0, 0.5, 0.22, POX
0.34, 0.24, 0.51, 0.15, 0.5, 0.0, 0.54, 0.4, NUC
0.35, 0.29, 0.46, 0.14, 0.5, 0.0, 0.54, 0.66, NUC
0.47, 0.38, 0.58, 0.19, 0.5, 0.0, 0.57, 0.22, CYT
0.41, 0.45, 0.46, 0.23, 0.5, 0.0, 0.5, 0.7, CYT
0.41, 0.47, 0.5, 0.14, 0.5, 0.0, 0.53, 0.37, NUC
0.25, 0.4, 0.52, 0.15, 0.5, 0.0, 0.56, 0.28, NUC
0.51, 0.45, 0.62, 0.25, 0.5, 0.0, 0.59, 0.22, MIT
0.67, 0.57, 0.36, 0.19, 0.5, 0.0, 0.56, 0.22, ME2
