@relation unknow
@attribute a1 integer [27, 126]
@attribute a2 integer [-4821, 5075]
@attribute a3 integer [21, 149]
@attribute a4 integer [-3939, 3830]
@attribute a5 integer [-188, 436]
@attribute a6 integer [-13839, 13148]
@attribute a7 integer [-48, 105]
@attribute a8 integer [-353, 270]
@attribute a9 integer [-356, 266]
@attribute class {1, 2, 3, 4, 5, 6, 7}
@inputs a1, a2, a3, a4, a5, a6, a7, a8, a9
@outputs class
@data
37, 3, 98, 0, 34, 6, 61, 64, 4, 1
39, 0, 85, 2, 38, 0, 46, 46, 0, 1
44, 4, 76, 0, 42, -14, 32, 34, 2, 1
68, 67, 82, 0, -42, -6, 13, 126, 112, 2
40, 1, 102, 0, 38, 0, 62, 63, 2, 1
51, 0, 81, 0, 52, 4, 29, 29, 0, 1
102, 0, 103, 0, 70, -25, 1, 33, 32, 5
45, -5, 81, 0, 44, -3, 36, 37, 2, 1
37, 0, 74, 0, 34, 10, 37, 41, 4, 1
45, 0, 84, 1, 46, 22, 39, 38, 0, 1
68, 0, 111, -4, 68, 0, 43, 44, 0, 1
47, 4, 82, -1, 46, 0, 34, 35, 0, 1
55, 0, 93, 0, 8, 6, 37, 85, 48, 4
56, 1, 98, 0, 44, -4, 42, 54, 12, 4
42, -1, 87, -5, 42, -7, 45, 46, 0, 1
56, 0, 77, 0, 16, -6, 22, 62, 40, 4
47, 5, 82, -2, 46, 0, 34, 35, 0, 1
54, -2, 76, -17, -2, 9, 22, 79, 56, 4
55, 0, 77, 0, 8, 9, 22, 70, 48, 4
45, 0, 109, 0, 44, 0, 64, 66, 2, 1
38, -5, 100, 0, 38, 0, 62, 62, 0, 1
53, 16, 96, 5, 50, 0, 43, 47, 4, 4
39, 2, 77, 0, 38, 0, 37, 38, 0, 1
55, 0, 77, 0, 28, -5, 21, 48, 28, 4
53, 0, 88, 0, 54, 0, 35, 34, 0, 1
56, 5, 95, 0, 38, 0, 39, 57, 18, 4
44, -21, 88, 0, 44, 0, 44, 44, 0, 1
56, 3, 76, 0, -18, -10, 20, 94, 74, 4
50, -5, 84, 0, 50, 0, 33, 35, 2, 1
45, 0, 82, 6, 44, 0, 37, 38, 0, 1
37, 0, 83, 0, 28, 12, 46, 54, 8, 1
50, -3, 77, 0, 50, 0, 28, 28, 0, 1
48, 0, 77, 0, 46, -7, 28, 30, 2, 1
37, 0, 105, 0, 30, -1, 68, 74, 6, 1
37, -1, 78, -2, 16, 0, 41, 63, 22, 1
56, 0, 95, 0, 54, 2, 40, 41, 2, 1
39, 3, 80, 5, 38, 0, 41, 41, 0, 1
55, -3, 98, 0, 46, 21, 42, 51, 8, 4
37, 0, 79, 0, 10, 20, 42, 68, 26, 1
55, 0, 79, 0, 20, -25, 24, 59, 34, 4
37, 0, 77, -7, 34, 0, 40, 43, 2, 1
101, 0, 102, 0, 72, 38, 1, 30, 28, 5
56, 0, 97, 0, 44, -6, 41, 53, 12, 4
44, 0, 81, 0, 44, 5, 37, 37, 0, 1
47, 0, 83, 0, 46, 0, 35, 36, 0, 1
38, 0, 90, 0, 8, 3, 52, 82, 30, 1
37, 1, 82, -3, 34, 0, 45, 48, 4, 1
55, 0, 83, 0, 56, 31, 27, 26, 0, 1
37, -1, 80, 5, 24, 0, 43, 57, 14, 1
37, -2, 107, 0, 36, -23, 69, 71, 2, 1
52, 4, 88, 0, 52, -4, 35, 36, 0, 1
44, 0, 80, 4, 44, 3, 36, 36, 0, 1
82, -1, 86, 0, -2, 25, 3, 88, 84, 5
56, 0, 77, 0, 20, -22, 22, 57, 36, 4
45, -2, 87, 0, 44, -3, 42, 43, 2, 1
54, -2, 86, 0, 54, 0, 33, 32, 0, 1
55, 0, 79, 1, 12, 0, 23, 66, 42, 4
50, 0, 78, -3, 50, 0, 28, 29, 2, 1
42, -15, 76, 0, 42, 0, 34, 35, 2, 1
42, 2, 77, 3, 42, 0, 35, 36, 2, 1
51, 0, 109, 0, 52, 19, 58, 58, 0, 1
44, -1, 82, 0, 44, 11, 38, 38, 0, 1
37, 4, 79, 0, 18, -6, 41, 61, 20, 1
55, 0, 84, 5, 54, 0, 29, 30, 0, 1
45, 1, 88, 0, 44, 201, 42, 44, 2, 1
37, 0, 79, 0, 36, 3, 41, 43, 2, 1
37, -26, 106, 0, 30, 0, 69, 75, 6, 1
55, 0, 93, 2, 0, 0, 38, 93, 56, 4
45, 0, 83, 6, 46, 17, 37, 36, 0, 1
47, 0, 81, 3, 46, 0, 34, 34, 0, 1
47, 5, 106, 0, 46, 0, 60, 60, 0, 1
38, -4, 76, -2, 38, 0, 37, 37, 0, 1
47, -1, 86, 0, 46, 0, 40, 40, 0, 1
37, 0, 78, 0, 10, -10, 41, 68, 26, 1
41, 0, 89, 0, 42, 11, 48, 48, 0, 1
39, -9, 78, 0, -2, -28, 39, 81, 42, 1
55, -3, 76, 0, -18, 0, 21, 94, 74, 4
37, 0, 106, 1, 20, -5, 69, 85, 16, 1
44, 0, 86, 0, 44, 27, 42, 42, 0, 1
37, 0, 77, 5, 36, 2, 40, 41, 0, 1
78, 1, 82, 4, -42, 0, 4, 126, 122, 5
38, 0, 109, 0, 36, -24, 72, 73, 2, 1
46, 0, 78, 0, 44, -18, 32, 34, 2, 1
40, -5, 81, 2, 38, 0, 41, 42, 2, 1
55, 0, 77, 0, -24, 2, 21, 103, 82, 4
47, 3, 90, 0, 46, 0, 42, 43, 0, 1
53, 1, 79, 0, 54, 14, 26, 24, 0, 1
102, 0, 103, 3, 72, 25, 1, 31, 30, 5
56, 0, 78, -6, 6, 0, 22, 73, 50, 4
37, 0, 76, -5, 24, 0, 40, 53, 14, 1
37, 0, 107, 0, 30, 25, 69, 76, 6, 1
49, 0, 77, 0, 50, 14, 29, 28, 0, 1
56, 0, 96, 3, 50, 8, 40, 47, 6, 4
37, 0, 90, 0, 28, -20, 53, 62, 8, 1
37, 0, 104, 0, 26, -17, 67, 78, 12, 1
55, 0, 97, 6, 50, 14, 41, 48, 6, 4
48, 4, 94, 0, 46, 0, 46, 48, 2, 1
37, 0, 77, 0, 24, 16, 40, 54, 14, 1
56, 0, 81, 0, -6, 11, 25, 88, 64, 4
52, 0, 83, 0, 52, -10, 30, 31, 0, 1
45, 1, 87, 0, 44, 0, 42, 43, 2, 1
37, 0, 76, 2565, 20, 0, 40, 55, 16, 1
39, 0, 79, 7, 38, 0, 41, 41, 0, 1
43, 0, 95, 0, 44, 22, 52, 51, 0, 1
49, 3, 78, 0, 50, 7, 29, 29, 0, 1
37, 0, 76, 0, 30, -9, 40, 45, 6, 1
45, 0, 83, 7, 44, -1, 38, 39, 2, 1
44, 0, 81, -2, 44, 3, 37, 37, 0, 1
51, -3, 84, 0, 52, 0, 33, 32, 0, 1
48, 2, 83, -1, 46, 0, 34, 36, 2, 1
44, 1, 85, 0, 44, 14, 41, 41, 0, 1
37, 0, 77, 0, -20, 2, 41, 98, 58, 1
58, 0, 80, -6, 56, 0, 22, 23, 0, 1
37, 0, 105, 0, 24, 8, 68, 82, 14, 1
107, 0, 108, 1, 72, 8, 1, 36, 34, 5
37, 0, 79, 0, 6, -1, 43, 74, 32, 1
50, 0, 78, -1, 50, 0, 28, 29, 0, 1
45, 0, 84, 0, 44, 0, 40, 41, 0, 1
47, -3, 84, 0, 46, 0, 37, 37, 0, 1
37, 0, 90, 0, 24, 12, 52, 66, 14, 1
39, 5, 106, 0, 38, 0, 68, 67, 0, 1
55, 0, 78, -1, 6, -4, 23, 73, 50, 4
37, 0, 77, 0, 24, 3, 40, 54, 14, 1
52, -4, 82, 0, 52, -2, 29, 30, 0, 1
55, 0, 81, 0, -22, -4, 26, 105, 78, 4
42, -2, 87, 0, 42, 0, 45, 46, 0, 1
44, 0, 80, 0, 42, -19, 36, 39, 2, 1
37, -2, 106, 0, 30, -190, 69, 75, 6, 1
55, -4, 77, 0, 0, 0, 22, 77, 56, 4
44, 0, 86, 1, 42, -23, 43, 45, 2, 1
76, -3, 81, 0, -40, 18, 5, 122, 116, 5
37, 0, 81, -6, -4, 0, 44, 86, 42, 1
37, 0, 104, -4, 20, 0, 67, 83, 16, 1
46, 0, 88, 1, 46, 10, 42, 41, 0, 1
55, 0, 77, 0, 42, 0, 22, 36, 14, 4
45, 0, 83, -1, 44, -1, 38, 39, 0, 1
48, -1, 81, 0, 46, -11, 33, 35, 2, 1
37, -3, 106, -6, 30, -8, 69, 75, 6, 1
37, 0, 79, 0, 24, -6, 42, 55, 14, 1
102, 0, 103, 2, 70, -6, 1, 33, 32, 5
37, 0, 77, 0, 34, 19, 40, 44, 4, 1
42, 2, 78, -1, 42, 0, 36, 37, 2, 1
38, 1, 102, -5, 34, 0, 65, 69, 4, 1
37, 0, 93, 0, 10, -6, 56, 83, 28, 1
40, -2, 106, 0, 38, 0, 66, 67, 2, 1
49, 0, 83, 0, 50, 1, 34, 33, 0, 1
37, 0, 91, -2, 6, 0, 54, 86, 32, 1
105, 0, 106, 8, 70, 0, 2, 36, 34, 5
48, 1, 83, -1, 46, 0, 34, 36, 2, 1
44, 0, 87, 0, 44, 1, 43, 43, 0, 1
56, 2, 98, 0, 42, 21, 42, 57, 14, 4
56, 0, 76, 0, -2, 6, 20, 79, 58, 4
51, 0, 84, 0, 52, 24, 34, 33, 0, 1
37, 0, 77, 0, 2, 3, 40, 74, 34, 1
41, -5, 78, 0, 42, 3, 37, 37, 0, 1
51, -4, 88, 0, 52, 0, 36, 36, 0, 1
37, 0, 105, 0, 24, 7, 68, 82, 14, 1
42, -1, 83, 0, 42, 0, 42, 42, 0, 1
79, 0, 83, 0, -40, 0, 4, 124, 120, 5
51, 2, 83, -1, 50, -1, 32, 33, 2, 1
37, 0, 93, 0, 16, 21, 55, 77, 22, 1
41, 0, 78, 0, 42, 17, 37, 37, 0, 1
41, 0, 76, -5, 38, 0, 35, 37, 2, 1
38, 1, 109, -3, 38, 0, 71, 71, 0, 1
102, 0, 103, 3, 70, -1, 1, 33, 32, 5
55, 0, 78, 0, 42, -1, 23, 37, 14, 4
37, 0, 80, -5, 36, 0, 43, 44, 0, 1
85, 0, 88, 0, 2, 17, 3, 86, 82, 5
41, 0, 81, 5, 38, 0, 40, 42, 2, 1
55, 0, 92, 3, 46, 0, 37, 46, 8, 4
53, 2, 79, 0, 54, 3, 25, 24, 0, 1
37, 0, 81, 0, 34, 17, 45, 48, 2, 1
47, 1, 77, -7, 46, 0, 30, 31, 0, 1
38, 0, 81, 0, 36, -24, 43, 44, 2, 1
49, 3, 82, 0, 50, 25, 33, 33, 0, 1
53, -1, 87, 0, 52, -21, 34, 35, 2, 1
53, 3, 81, 0, 54, 24, 28, 26, 0, 1
41, -5, 77, 8, 38, -20, 36, 38, 2, 1
37, 0, 77, 0, 38, 31, 39, 38, 0, 1
51, 1, 81, 0, 50, -4, 30, 32, 2, 1
49, 0, 87, 0, 50, 0, 38, 38, 0, 1
55, 0, 96, 0, 46, 20, 41, 50, 8, 4
76, 0, 80, -5, -40, 0, 4, 121, 118, 5
52, -3, 81, 0, 52, -2, 29, 30, 0, 1
43, 0, 81, 4, 44, 28, 37, 37, 0, 1
37, 0, 77, 0, 24, -14, 40, 54, 14, 1
37, 0, 79, 0, 6, 16, 42, 74, 32, 1
43, 0, 79, 0, 44, 24, 35, 35, 0, 1
56, 2, 91, 0, 56, 16, 35, 34, 0, 1
85, 0, 88, -587, 0, 0, 3, 88, 84, 5
106, 0, 107, -1, 72, 3, 1, 35, 34, 5
55, 0, 96, 6, 38, 0, 41, 57, 16, 4
53, 3, 81, 0, 52, -4, 28, 30, 2, 1
37, 0, 76, 0, 28, 16, 39, 47, 8, 1
37, 0, 77, 0, 26, -13, 40, 51, 10, 1
56, 0, 79, -5, 8, 0, 23, 71, 48, 4
37, 0, 79, 0, 2, 20, 42, 76, 34, 1
45, 0, 86, -4, 46, 19, 41, 40, 0, 1
55, 0, 78, 0, 8, 18, 23, 70, 48, 4
49, -5, 86, 0, 50, 6, 38, 37, 0, 1
43, 0, 81, 2, 42, -5, 38, 40, 2, 1
40, -2, 86, 0, 38, 0, 46, 47, 2, 1
56, 5, 99, 0, 50, 0, 43, 50, 6, 4
37, 0, 79, 0, 10, -10, 42, 68, 26, 1
55, 0, 79, 0, 20, -4, 23, 58, 34, 4
37, -2, 77, 3, 38, 11, 40, 39, 0, 1
45, 0, 78, -4, 46, 20, 33, 32, 0, 1
37, 0, 77, 0, 0, -5, 40, 77, 36, 1
37, 0, 79, 0, 30, 11, 43, 48, 6, 1
56, 3, 86, 0, 56, 14, 31, 30, 0, 1
41, 0, 76, 0, 38, -20, 35, 37, 2, 1
37, 0, 109, 1, 26, 0, 71, 83, 12, 1
42, 0, 81, 0, 42, 315, 39, 40, 0, 1
44, 0, 75, -7, 44, 2, 31, 31, 0, 1
37, 0, 77, 3, 36, 3, 41, 41, 0, 1
37, 0, 106, 0, 26, -30, 69, 80, 12, 1
42, 4, 108, 0, 42, 0, 66, 67, 2, 1
37, 0, 103, 0, 18, -7, 66, 85, 20, 1
50, 5, 85, 0, 50, 0, 35, 36, 0, 1
42, -2, 97, 1, 42, 0, 56, 56, 0, 1
37, 0, 77, -7, 26, -1, 40, 51, 10, 1
40, -2, 80, 2, 38, 0, 40, 41, 2, 1
56, 0, 76, 0, -4, -2, 20, 81, 62, 4
37, 0, 76, 3, 36, 0, 40, 40, 0, 1
38, 0, 79, 0, 38, 8, 41, 40, 0, 1
37, 0, 76, 0, 26, -2, 40, 50, 10, 1
41, 0, 79, -4, 42, 7, 38, 37, 0, 1
80, 1, 84, 0, -28, -6, 4, 112, 108, 5
37, 0, 76, 1, 34, 2, 40, 43, 2, 1
85, 0, 88, 0, 2, 21, 3, 86, 82, 5
55, 0, 76, -7, -10, 0, 21, 86, 66, 4
51, 0, 82, 3, 52, 16, 31, 30, 0, 1
37, 0, 82, 0, 18, 7, 45, 64, 18, 1
82, 0, 85, 0, -10, -17, 3, 95, 92, 5
84, -1, 88, -3, -2, -13, 3, 90, 88, 5
55, -2, 98, 0, 46, 0, 42, 51, 8, 4
37, 0, 79, 1, -2, 0, 42, 82, 40, 1
44, 0, 75, -6, 42, -21, 31, 34, 2, 1
37, 0, 79, -2, 8, 0, 43, 72, 28, 1
37, 0, 79, -2, 8, 19, 43, 72, 28, 1
56, -1, 78, -5, 26, -9, 22, 52, 30, 4
44, 0, 86, 2, 42, -18, 43, 45, 2, 1
37, 0, 96, 0, 16, -17, 59, 81, 22, 1
38, 0, 105, -3, 38, 0, 67, 66, 0, 1
57, -3, 86, -1, 56, 0, 29, 29, 0, 1
37, 1, 106, -5, 28, 0, 68, 77, 8, 1
36, -3, 77, 0, 36, 0, 41, 41, 0, 1
53, 1, 81, 0, 52, -28, 28, 30, 2, 1
43, 2, 76, 0, 42, -1, 33, 35, 2, 1
37, 0, 77, 0, 28, 25, 41, 49, 8, 1
55, 0, 96, 1, 44, 2, 41, 52, 12, 4
44, 2, 86, 0, 44, 2, 42, 42, 0, 1
37, 0, 79, 0, 0, 2, 42, 79, 36, 1
82, 0, 87, 2, -40, 7, 5, 128, 124, 5
37, 0, 83, 3, -2, 0, 46, 85, 40, 1
42, 0, 102, 0, 42, 0, 60, 60, 0, 1
56, 0, 77, 0, -2, 28, 21, 79, 58, 4
55, -2, 77, 0, 16, 0, 22, 62, 40, 4
55, 0, 77, 0, 38, 18, 22, 39, 16, 4
37, 0, 77, -4, 28, -20, 40, 48, 8, 1
45, 2, 76, 1, 44, 0, 31, 32, 2, 1
37, -3, 76, 0, 38, 6, 38, 37, 0, 1
37, 0, 86, 0, 36, -3, 48, 50, 2, 1
55, 0, 96, 0, 50, -4, 41, 47, 6, 4
41, 3, 78, 0, 38, -10, 37, 39, 2, 1
48, -3, 100, 0, 46, -1, 52, 54, 2, 1
44, 2, 83, 0, 44, 0, 39, 39, 0, 1
52, 0, 86, -4, 52, 0, 33, 34, 0, 1
37, 0, 79, 0, 34, 6, 43, 46, 2, 1
44, 0, 83, 0, 44, 17, 39, 39, 0, 1
37, -3, 81, 0, 36, -2, 44, 44, 0, 1
46, 0, 89, -1, 46, 4, 43, 42, 0, 1
56, 0, 77, 0, 20, 6, 22, 57, 36, 4
53, 0, 83, 0, 52, -21, 30, 32, 2, 1
37, 0, 77, -2, 34, -898, 41, 44, 2, 1
37, 0, 94, 0, 8, -9, 57, 86, 30, 1
43, 0, 77, 0, 42, -14, 34, 35, 2, 1
46, 0, 86, 3, 46, 1, 40, 39, 0, 1
45, 0, 88, -1, 44, -1, 44, 44, 0, 1
44, 3, 81, 0, 44, 15, 37, 37, 0, 1
43, -2, 89, 0, 42, 0, 46, 48, 2, 1
51, 0, 83, 0, 50, -3, 32, 34, 2, 1
51, 0, 86, -7, 52, 0, 35, 35, 0, 1
63, 0, 111, 8, 62, 0, 48, 49, 2, 1
56, -1, 81, 0, 54, -16, 25, 26, 2, 1
42, 4, 77, 0, 42, 0, 35, 36, 2, 1
56, 3, 80, 0, -4, 9, 24, 85, 62, 4
46, 0, 93, 0, 44, -24, 48, 50, 2, 1
37, 0, 82, 0, 34, -20, 45, 48, 4, 1
50, 1, 78, -3, 50, 0, 28, 29, 2, 1
56, 0, 86, 0, 56, 19, 31, 30, 0, 1
55, 0, 95, 0, 52, -12, 40, 44, 4, 4
37, 0, 77, 0, 8, -30, 41, 70, 28, 1
43, 0, 83, 0, 42, -1, 40, 42, 2, 1
51, 0, 86, 0, 50, -17, 35, 37, 2, 1
51, 0, 81, 3, 50, -16, 30, 32, 2, 1
46, 1, 82, 0, 46, 15, 36, 35, 0, 1
37, 0, 93, 0, 30, 3, 56, 62, 6, 1
39, 1, 85, -7, 38, 0, 46, 46, 0, 1
51, -1, 79, 0, 50, -7, 28, 30, 2, 1
55, 0, 77, 0, -24, -8, 21, 103, 82, 4
37, 0, 81, 0, 24, -30, 45, 58, 14, 1
41, 0, 79, 8, 38, -18, 38, 40, 2, 1
55, -1, 77, -5, 24, -10, 22, 54, 32, 4
42, -5, 77, 0, 42, 0, 35, 36, 2, 1
56, 0, 85, 0, 56, 4, 29, 28, 0, 1
37, -1, 76, 0, 38, 23, 38, 37, 0, 1
42, 5, 79, 6, 42, 0, 36, 37, 2, 1
55, 0, 77, 0, 0, 3, 22, 77, 56, 4
37, 0, 75, 0, 36, 2, 37, 39, 2, 1
56, 0, 95, 0, 52, 3, 40, 44, 4, 4
38, 2, 77, 0, 38, 8, 40, 39, 0, 1
49, 0, 83, 0, 50, 6, 34, 33, 0, 1
49, 0, 85, 0, 46, -30, 36, 39, 2, 1
37, -1, 106, -4, 36, -6, 69, 69, 0, 1
37, 0, 76, 0, 34, -11, 40, 43, 2, 1
39, 0, 94, 4, 38, 0, 55, 55, 0, 1
45, 0, 77, 0, 46, 18, 31, 30, 0, 1
37, 4, 104, 0, 24, 0, 66, 80, 14, 1
44, 0, 83, -2, 44, 2, 39, 39, 0, 1
45, 0, 83, 0, 44, -3, 37, 39, 2, 1
41, 0, 79, -5, 42, 27, 38, 37, 0, 1
55, -1, 98, -2, 46, -3, 42, 51, 8, 4
53, 0, 86, 0, 54, -1, 32, 32, 0, 1
46, 2, 77, 0, 46, 14, 32, 31, 0, 1
37, 0, 95, 0, 24, 0, 58, 72, 14, 1
40, 0, 77, 2, 38, 0, 37, 38, 2, 1
55, 0, 93, 0, 6, 0, 38, 88, 50, 4
55, 0, 81, 0, -4, 3, 25, 86, 60, 4
55, 0, 71, -10, 0, 0, 16, 71, 56, 4
53, 0, 85, 0, 52, -12, 32, 33, 2, 1
56, 0, 92, 0, 56, 5, 35, 35, 0, 1
56, 0, 86, 0, 54, -19, 30, 32, 2, 1
53, 2, 79, 0, 54, 4, 25, 24, 0, 1
41, -2, 86, 0, 38, -22, 46, 48, 2, 1
42, -4, 108, 0, 42, 0, 65, 66, 2, 1
55, 0, 96, 0, 54, 6, 41, 42, 2, 1
49, 1, 79, 1, 46, -9, 30, 32, 2, 1
66, 0, 109, 0, 64, -19, 43, 45, 2, 1
55, 0, 97, 0, 52, 11, 41, 45, 4, 4
45, 3, 88, 0, 44, 0, 43, 44, 0, 1
55, 2, 86, 0, 54, 0, 32, 32, 0, 1
42, 0, 79, 0, 42, 3, 37, 37, 0, 1
41, 0, 86, -7, 42, 26, 45, 44, 0, 1
37, 0, 96, 0, 20, 0, 59, 75, 16, 1
37, 0, 79, 0, 6, -30, 42, 74, 32, 1
44, -1, 82, 0, 44, 2, 38, 38, 0, 1
39, 0, 78, 6, 38, 0, 39, 39, 0, 1
55, 0, 96, 8, 42, 0, 41, 55, 14, 4
37, -4, 90, 0, 20, 0, 53, 69, 16, 1
46, 2, 81, 0, 46, 3, 35, 34, 0, 1
37, 0, 84, 0, 18, -5, 47, 66, 18, 1
51, 0, 81, -1, 52, 5, 30, 30, 0, 1
44, 0, 76, 0, 44, 6, 32, 32, 0, 1
40, -1, 100, 0, 38, 0, 61, 62, 2, 1
37, 0, 75, -3, 24, 0, 38, 52, 14, 1
53, -2, 83, 0, 52, -24, 30, 32, 2, 1
44, 0, 84, -1, 44, 0, 40, 40, 0, 1
84, 0, 88, 0, -2, -12, 3, 90, 88, 5
46, -5, 107, 0, 46, 0, 61, 60, 0, 1
49, 4, 85, 0, 50, 5, 36, 36, 0, 1
39, -5, 81, 0, 38, 0, 43, 43, 0, 1
49, 0, 89, 0, 50, 18, 40, 40, 0, 1
41, 0, 77, 0, 38, -15, 37, 39, 2, 1
56, 0, 97, 0, 42, 0, 40, 55, 14, 4
58, 0, 87, 5, 56, 0, 30, 30, 0, 1
37, -4, 75, 0, 34, 0, 38, 41, 4, 1
55, 0, 77, 0, -24, 13, 21, 103, 82, 4
37, 0, 76, -6, 36, 4, 40, 40, 0, 1
43, 0, 84, 0, 42, -13, 41, 43, 2, 1
37, 0, 94, 0, 10, 24, 57, 84, 26, 1
41, 0, 86, 0, 38, -21, 46, 48, 2, 1
42, 0, 79, -4, 42, 0, 37, 38, 0, 1
53, 1, 86, -1, 54, 2, 32, 32, 0, 1
37, 0, 75, 0, 24, -3, 38, 52, 14, 1
43, -2, 86, -5, 44, 21, 42, 42, 0, 1
46, 0, 87, 0, 44, -13, 41, 43, 2, 1
45, 2, 77, 0, 44, 0, 31, 33, 2, 1
44, -3, 82, 0, 44, 0, 38, 38, 0, 1
37, 0, 79, 0, 36, 24, 41, 43, 2, 1
51, 4, 78, 0, 50, -18, 27, 29, 2, 1
38, -3, 81, 0, 38, 0, 43, 43, 0, 1
52, -2, 81, 0, 52, -3, 29, 30, 0, 1
56, 0, 97, 3, 50, -4, 41, 48, 6, 4
37, 1, 90, -2, 6, 0, 53, 85, 32, 1
41, -1, 78, -5, 38, -11, 37, 39, 2, 1
41, -1, 78, 0, 38, -23, 37, 39, 2, 1
41, 0, 81, -2, 42, -4, 40, 40, 0, 1
37, 0, 80, 3, 26, 1, 43, 54, 12, 1
41, 0, 84, 2, 38, -9, 43, 45, 2, 1
52, -5, 87, 2, 52, -4, 35, 35, 0, 1
