@relation unknow
@attribute a1 integer [27, 126]
@attribute a2 integer [-4821, 5075]
@attribute a3 integer [21, 149]
@attribute a4 integer [-3939, 3830]
@attribute a5 integer [-188, 436]
@attribute a6 integer [-13839, 13148]
@attribute a7 integer [-48, 105]
@attribute a8 integer [-353, 270]
@attribute a9 integer [-356, 266]
@attribute class {1, 2, 3, 4, 5, 6, 7}
@inputs a1, a2, a3, a4, a5, a6, a7, a8, a9
@outputs class
@data
84, -3, 88, 0, 6, 0, 5, 83, 78, 5
55, 0, 82, 0, -40, -5, 26, 123, 96, 4
37, 0, 95, 0, 28, 29, 58, 67, 8, 1
37, 0, 76, -5, 36, -15, 39, 40, 2, 1
37, 0, 77, 0, 6, -10, 40, 72, 32, 1
46, 0, 83, -1, 44, -25, 37, 39, 2, 1
43, -1, 77, 0, 42, 0, 34, 35, 2, 1
37, 0, 105, -4, 16, -21, 68, 89, 22, 1
47, 5, 82, 0, 46, 0, 35, 35, 0, 1
49, 0, 82, 0, 46, -8, 33, 35, 2, 1
37, 0, 76, 0, 26, 0, 39, 50, 10, 1
102, -4, 104, 0, 70, 0, 1, 34, 32, 5
56, 0, 78, 0, 12, 2, 22, 65, 42, 4
55, 0, 77, 0, 16, 31, 22, 62, 40, 4
56, -2, 99, 0, 50, 0, 43, 49, 6, 4
42, 2, 76, 0, 42, 0, 34, 35, 2, 1
55, 0, 88, -2, 54, 0, 34, 34, 0, 1
41, 0, 83, 0, 38, -21, 42, 44, 2, 1
55, 0, 77, 0, 2, -2, 22, 75, 52, 4
43, 0, 81, -4, 44, 30, 37, 37, 0, 1
105, -5, 106, -7, 70, 0, 1, 36, 34, 5
46, 1, 81, 0, 44, -23, 35, 37, 2, 1
37, 0, 106, 0, 34, -7, 69, 72, 4, 1
42, 4, 78, -3, 42, 0, 36, 37, 2, 1
55, -3, 95, 0, 46, 0, 40, 49, 8, 4
50, -1, 102, 0, 50, 0, 52, 53, 0, 1
55, 0, 97, 6, 50, 0, 41, 48, 6, 4
46, 0, 109, 0, 46, 0, 63, 63, 0, 1
37, 0, 77, 5, 20, -2, 40, 56, 16, 1
49, 0, 77, 0, 46, -21, 28, 30, 2, 1
46, 0, 81, -5, 46, 0, 35, 34, 0, 1
37, 0, 78, 0, -4, 18, 41, 83, 42, 1
49, -4, 100, -2, 50, 2, 52, 51, 0, 1
49, 0, 79, 0, 50, 30, 30, 30, 0, 1
37, 5, 75, 0, 18, 0, 38, 57, 18, 1
37, 0, 80, 0, 20, -3, 43, 59, 16, 1
53, 0, 103, 0, 52, -17, 50, 51, 2, 1
56, 0, 95, 0, 44, 6, 40, 51, 12, 4
49, 0, 77, 0, 50, 26, 28, 28, 0, 1
46, 4, 77, 0, 44, -8, 32, 34, 2, 1
37, 0, 78, 0, 6, 12, 41, 73, 32, 1
50, 3, 84, 0, 50, 0, 34, 35, 2, 1
56, 0, 79, 4, 0, 3, 23, 79, 56, 4
50, 3, 78, -3, 50, 0, 28, 29, 2, 1
37, -2, 77, 8, -2, 0, 39, 79, 40, 1
42, -1, 86, 0, 42, 0, 45, 45, 0, 1
37, 0, 82, 1, 18, -17, 45, 64, 18, 1
56, 0, 96, -1, 38, 0, 40, 57, 18, 4
49, -5, 83, 0, 50, 0, 33, 33, 0, 1
37, 0, 76, -1, 36, 0, 39, 39, 0, 1
85, 1, 88, 0, 0, -1, 3, 88, 86, 5
56, 2, 99, 0, 50, 0, 42, 49, 8, 4
51, 4, 86, 0, 52, 16, 35, 34, 0, 1
41, 0, 87, 8, 42, 30, 46, 46, 0, 1
44, 1, 81, 0, 44, 4, 37, 37, 0, 1
37, 0, 93, 0, 12, 3, 56, 81, 24, 1
85, 0, 88, 0, 0, -9, 3, 88, 86, 5
37, 0, 79, 0, 10, -23, 42, 68, 26, 1
55, -1, 89, -4, 54, 0, 34, 35, 0, 1
56, 0, 95, -1, 50, 0, 40, 46, 6, 4
55, 0, 96, 0, 42, -8, 41, 55, 14, 4
55, 0, 77, 0, 36, 3, 22, 41, 20, 4
51, 0, 81, 0, 52, 27, 30, 29, 0, 1
106, 2, 108, 8, 70, -30, 2, 38, 36, 5
46, -1, 77, 0, 46, 11, 32, 31, 0, 1
43, -1, 81, 3, 42, -16, 37, 39, 2, 1
49, 0, 77, -5, 46, -30, 28, 31, 2, 1
43, 0, 87, 0, 44, 21, 44, 43, 0, 1
37, 0, 76, 0, 20, 26, 40, 55, 16, 1
51, 0, 86, 0, 52, 14, 35, 35, 0, 1
37, 0, 79, 0, 6, 5, 42, 74, 32, 1
50, 0, 79, 7, 50, 0, 28, 30, 2, 1
63, 0, 112, 5, 62, 0, 49, 50, 0, 1
47, 0, 77, -4, 46, 0, 29, 30, 0, 1
37, 0, 76, 5, 24, 0, 40, 53, 14, 1
54, 0, 82, 1, 54, 0, 28, 28, 0, 1
72, 21, 82, 0, -42, -1, 10, 126, 116, 2
50, 5, 77, 0, 50, 0, 27, 28, 0, 1
46, 0, 76, 0, 46, 0, 29, 29, 0, 1
37, 0, 80, 0, 10, 28, 43, 70, 26, 1
49, 1, 77, 0, 46, -2, 29, 31, 2, 1
41, 0, 79, 2, 38, -4, 39, 41, 2, 1
56, 0, 96, 0, 52, -8, 40, 44, 4, 4
39, 2, 86, 0, 38, 0, 47, 48, 0, 1
52, 0, 78, -2, 52, -2, 26, 26, 0, 1
60, 4, 87, 0, 60, 0, 27, 28, 0, 1
43, -5, 86, 0, 42, -12, 43, 45, 2, 1
46, 5, 79, 0, 46, 20, 33, 32, 0, 1
55, -2, 98, -6, 46, -9, 42, 51, 8, 4
39, 0, 79, 2, 38, 0, 41, 41, 0, 1
83, 0, 86, 0, -4, 19, 3, 92, 88, 5
37, 0, 75, -1, 26, 0, 38, 49, 10, 1
37, -1, 77, 2, 38, 8, 39, 38, 0, 1
37, 0, 75, 0, 28, -10, 38, 46, 8, 1
55, 0, 93, 0, 10, -14, 37, 82, 46, 4
37, 0, 77, 0, 8, -3, 40, 69, 30, 1
37, 2, 76, -2, 20, 0, 39, 55, 16, 1
56, 0, 97, 0, 50, 5, 41, 48, 6, 4
42, -3, 108, 0, 42, 0, 66, 66, 0, 1
50, -5, 77, 0, 50, 0, 27, 28, 2, 1
58, 0, 85, 1, 56, 0, 28, 28, 0, 1
106, 4, 108, 2, 70, 0, 1, 38, 36, 5
55, 0, 77, 0, 24, -5, 21, 54, 32, 4
42, 5, 86, 0, 42, 0, 43, 44, 2, 1
37, 0, 105, -4, 24, 0, 68, 82, 14, 1
53, 0, 86, -1, 52, -24, 33, 34, 2, 1
84, 0, 87, -6, 0, 2, 3, 87, 84, 5
46, -3, 79, 0, 46, 0, 34, 33, 0, 1
56, 0, 77, -3, 24, -4, 22, 54, 32, 4
37, 0, 76, 0, 36, 0, 39, 40, 0, 1
55, 0, 96, 0, 50, 25, 41, 47, 6, 4
55, -1, 71, -5, 0, 0, 16, 71, 56, 4
37, 0, 77, 0, 36, -25, 39, 41, 2, 1
43, 0, 81, 0, 44, 26, 37, 37, 0, 1
37, 0, 95, -3, 16, 15, 58, 80, 22, 1
77, 2, 81, 0, -42, 0, 4, 125, 122, 5
37, 0, 76, 0, 36, 2, 39, 39, 0, 1
42, 4, 76, 0, 42, 0, 33, 34, 2, 1
43, -1, 81, 3, 44, 28, 38, 37, 0, 1
45, 0, 79, 0, 46, 28, 34, 33, 0, 1
37, 0, 79, 0, 2, -1, 43, 77, 34, 1
55, 0, 96, 0, 42, 9, 41, 55, 14, 4
51, 0, 88, 3, 52, 4, 36, 36, 0, 1
37, 0, 81, 3, 38, 18, 44, 43, 0, 1
37, 0, 106, 1, 26, 24, 68, 80, 12, 1
55, 0, 77, 2, 0, 0, 22, 77, 56, 4
37, 0, 83, 0, 34, 2, 46, 50, 4, 1
56, 0, 97, 0, 52, 16, 41, 46, 4, 4
37, 0, 77, -5, 12, 0, 41, 65, 24, 1
43, 0, 85, 0, 42, -10, 42, 44, 2, 1
51, 0, 88, -3, 50, -13, 37, 39, 2, 1
37, 0, 77, 0, 16, -1, 41, 62, 22, 1
45, 1, 86, 0, 44, -6, 41, 42, 2, 1
44, 0, 86, 0, 44, 22, 42, 42, 0, 1
44, 0, 76, -5, 44, 0, 31, 32, 0, 1
39, 1, 81, 0, 38, 0, 43, 43, 0, 1
37, -1, 81, 0, 36, 0, 44, 45, 0, 1
55, 0, 92, -2, 24, -6, 37, 69, 32, 4
53, 0, 84, 0, 54, 2, 32, 30, 0, 1
102, 2, 102, 0, 70, -5, 1, 33, 32, 5
49, 2, 106, 0, 46, -10, 58, 60, 2, 1
53, -1, 79, 0, 52, -5, 26, 27, 2, 1
43, 4, 81, 0, 42, 0, 38, 39, 2, 1
41, 0, 76, 0, 38, -5, 35, 37, 2, 1
43, 0, 77, 7, 42, -7, 34, 35, 2, 1
49, 0, 95, 0, 46, -24, 47, 49, 2, 1
84, 1, 87, 0, -2, 0, 3, 90, 86, 5
64, 0, 111, 3, 64, 23, 46, 46, 0, 1
56, 0, 81, 0, 56, 15, 25, 24, 0, 1
37, 0, 78, 0, 16, 5, 41, 63, 22, 1
39, -4, 86, 0, 38, 0, 46, 47, 0, 1
55, 0, 93, 0, 0, -4, 38, 93, 56, 4
37, 0, 84, 0, 26, -1, 47, 58, 10, 1
47, 0, 87, -7, 46, 0, 40, 41, 0, 1
37, -1, 102, 0, 36, 6, 65, 66, 2, 1
41, -3, 79, 0, 42, 0, 38, 38, 0, 1
41, 0, 87, 3, 42, 27, 46, 46, 0, 1
44, 2, 81, 0, 44, 1, 37, 37, 0, 1
43, 1, 79, 0, 42, 0, 37, 38, 2, 1
45, 0, 81, -3, 44, 0, 36, 37, 2, 1
37, 0, 93, 0, 10, -9, 56, 83, 28, 1
45, 4, 108, 0, 44, 0, 63, 64, 2, 1
55, 0, 96, 0, 50, 5, 41, 47, 6, 4
45, -1, 86, 0, 44, -8, 41, 42, 2, 1
46, -4, 81, 0, 46, 0, 34, 34, 0, 1
45, 0, 80, 0, 44, -13, 35, 36, 2, 1
49, 0, 107, 0, 50, 19, 58, 58, 0, 1
51, 0, 84, 0, 52, 2, 33, 32, 0, 1
85, -1, 88, 0, 2, -8, 3, 86, 82, 5
58, -1, 79, 0, 56, 0, 21, 22, 0, 1
44, 3, 93, 0, 44, 10, 50, 50, 0, 1
44, 1, 81, 0, 44, 5, 38, 37, 0, 1
55, 0, 95, 0, 52, 9, 40, 44, 4, 4
37, 0, 77, -1, -18, -4, 40, 95, 54, 1
37, 0, 76, 0, 36, -13, 39, 40, 2, 1
52, 1, 87, -6, 52, 0, 35, 35, 0, 1
48, 4, 81, 1, 46, 0, 32, 34, 2, 1
56, -1, 92, 0, 56, 0, 36, 35, 0, 1
56, 0, 79, 0, 54, -7, 23, 24, 2, 1
37, 0, 86, 6, 36, 0, 50, 50, 0, 1
47, 0, 81, 2, 46, 0, 33, 34, 0, 1
41, 0, 79, 6, 42, 8, 38, 38, 0, 1
37, -1, 76, 0, 20, -1, 39, 55, 16, 1
47, 0, 87, -5, 46, 0, 40, 41, 0, 1
56, 0, 89, 0, 56, 3, 33, 32, 0, 1
55, 0, 81, 0, -6, 17, 25, 88, 64, 4
46, 0, 77, 6, 46, 2, 32, 31, 0, 1
85, 0, 88, 0, 6, -1, 3, 83, 80, 5
37, 0, 91, 0, 18, 7, 53, 73, 20, 1
45, 0, 86, 6, 44, -1, 41, 42, 2, 1
76, 0, 80, -7, -42, -11, 4, 124, 120, 5
47, 0, 86, 2, 46, 0, 38, 39, 0, 1
42, 0, 77, -1, 42, 0, 35, 36, 0, 1
56, 0, 97, 0, 46, 27, 41, 50, 10, 4
56, 0, 95, 0, 50, 27, 40, 46, 6, 4
38, 0, 79, 0, 38, 5, 42, 41, 0, 1
45, 0, 87, 6, 46, 15, 42, 41, 0, 1
38, 0, 106, 0, 38, 0, 68, 67, 0, 1
37, 0, 76, 0, 36, -5, 38, 39, 2, 1
56, 0, 96, 7, 52, 0, 40, 44, 4, 4
37, 0, 76, -1, 28, -4, 39, 47, 8, 1
38, -1, 91, -2, 6, -7, 53, 86, 32, 1
55, 0, 77, 0, 12, -13, 22, 65, 42, 4
55, 0, 83, 3, 54, 0, 28, 29, 0, 1
41, 1, 86, 0, 38, -7, 46, 48, 2, 1
55, 3, 96, 7, 50, 0, 41, 47, 6, 4
61, 0, 111, 0, 60, -8, 50, 52, 2, 1
44, 0, 87, 0, 44, 22, 43, 43, 0, 1
37, 0, 106, 14, 28, 0, 69, 78, 8, 1
45, 1, 76, 2, 44, 0, 31, 32, 2, 1
55, 0, 77, 0, -20, -14, 21, 97, 76, 4
55, 0, 78, 4, 10, 14, 23, 68, 46, 4
37, 0, 84, 0, 30, 10, 47, 53, 6, 1
48, 0, 88, 1, 46, 0, 39, 41, 2, 1
39, 1, 97, 0, 38, 0, 58, 58, 0, 1
43, -1, 76, 0, 44, 25, 32, 32, 0, 1
50, 4, 81, -4, 50, 0, 31, 32, 0, 1
37, -5, 97, 0, 34, 3, 61, 64, 2, 1
49, 0, 82, 0, 50, 27, 33, 33, 0, 1
56, 3, 95, 0, 42, -6, 39, 54, 14, 4
47, 5, 78, -2, 46, 0, 31, 32, 0, 1
37, 0, 77, -1, 34, -3, 40, 43, 4, 1
56, 5, 97, 0, 46, 0, 40, 50, 10, 4
37, 0, 81, -4, 36, 0, 44, 44, 0, 1
46, 0, 90, 0, 46, 1, 44, 44, 0, 1
56, 0, 77, 3, -18, 0, 21, 95, 74, 4
41, 0, 78, -1, 42, -1, 37, 37, 0, 1
49, 5, 90, 0, 50, 2, 41, 41, 0, 1
56, 0, 92, 2, -2, 0, 36, 94, 58, 4
43, 0, 85, -2, 44, 22, 42, 41, 0, 1
85, 0, 88, 0, 2, -26, 3, 86, 82, 5
37, 0, 80, 0, 12, 3, 43, 67, 24, 1
41, 0, 81, 3, 42, 4, 39, 39, 0, 1
41, 0, 89, 0, 38, -11, 48, 50, 2, 1
45, 1, 76, 0, 44, 0, 31, 32, 2, 1
45, 5, 88, 0, 44, 0, 43, 44, 0, 1
37, -5, 77, 0, 36, -22, 40, 41, 2, 1
56, 3, 95, 0, 46, 3, 39, 49, 10, 4
56, 1, 77, 0, -24, 4, 21, 103, 82, 4
44, -2, 85, 0, 44, 0, 41, 41, 0, 1
52, 0, 82, 4, 50, -30, 30, 33, 2, 1
53, 3, 103, 1, 52, -3, 50, 51, 2, 1
40, 0, 86, -4, 38, 0, 45, 47, 2, 1
41, 0, 82, 0, 38, -18, 41, 43, 2, 1
37, 0, 77, 2, 28, 0, 41, 49, 8, 1
41, 1, 86, 0, 42, 9, 45, 44, 0, 1
55, 1, 78, 0, 44, -1, 23, 34, 12, 4
37, 1, 81, 8, 24, 0, 43, 57, 14, 1
38, -5, 110, 0, 38, 0, 72, 71, 0, 1
56, 0, 79, 0, 56, 4, 22, 22, 0, 1
56, 0, 77, 0, 16, -3, 22, 62, 40, 4
37, 0, 75, 0, 30, 27, 38, 44, 6, 1
37, 0, 105, 0, 34, 11, 68, 71, 4, 1
37, 0, 98, 0, 28, -6, 61, 70, 8, 1
37, -4, 99, 0, 28, 0, 62, 71, 8, 1
53, 0, 83, 8, 54, 12, 30, 29, 0, 1
41, -1, 86, 0, 42, 18, 46, 45, 0, 1
37, 0, 94, 0, 8, -7, 57, 86, 30, 1
44, 0, 88, 0, 44, 12, 44, 44, 0, 1
45, 0, 81, 0, 46, 4, 36, 35, 0, 1
51, 0, 102, 0, 52, 12, 51, 50, 0, 1
46, -49, 77, 0, -2, 0, 31, 79, 48, 3
44, 1, 80, 0, 44, 17, 36, 36, 0, 1
37, 0, 83, -1, 10, 0, 46, 72, 26, 1
49, 0, 81, 0, 50, 14, 33, 32, 0, 1
37, 0, 104, 0, 20, -14, 67, 84, 16, 1
37, 0, 78, 0, 16, 24, 41, 63, 22, 1
81, 0, 84, 2, -14, 0, 4, 100, 96, 5
45, 2, 93, -3, 44, 0, 48, 49, 0, 1
42, -4, 108, 0, 42, 0, 66, 66, 0, 1
55, 0, 77, 0, 16, 23, 22, 62, 40, 4
56, -5, 98, 0, 44, -1, 42, 54, 12, 4
45, 0, 83, 0, 46, 10, 37, 36, 0, 1
46, 3, 84, -5, 46, 8, 39, 38, 0, 1
44, 0, 78, 0, 44, 4, 34, 34, 0, 1
81, 5, 84, 0, -20, 0, 4, 105, 102, 5
56, 0, 97, 0, 44, -22, 41, 53, 12, 4
37, 0, 77, -5, 16, 0, 40, 62, 22, 1
45, 3, 86, 1, 44, 0, 42, 42, 0, 1
44, 0, 83, 0, 42, -14, 40, 42, 2, 1
56, 0, 77, 1, 16, 0, 22, 62, 40, 4
41, 2, 76, 0, 42, 11, 34, 34, 0, 1
38, -2, 92, 0, 24, -11, 54, 69, 14, 1
55, 0, 96, 0, 42, -18, 41, 55, 14, 4
56, -3, 96, 0, 54, 29, 40, 42, 2, 1
45, 1, 81, -5, 44, 0, 36, 37, 0, 1
51, 1, 78, 0, 50, 0, 27, 29, 2, 1
49, 0, 86, 0, 50, 78, 37, 37, 0, 1
44, 2, 81, 0, 44, 8, 37, 37, 0, 1
53, 4, 84, 0, 52, -16, 32, 33, 2, 1
55, 0, 97, 0, 50, 0, 41, 48, 6, 4
37, -1, 77, 6, -2, 0, 39, 79, 40, 1
55, 0, 79, 0, 12, 11, 23, 66, 42, 4
37, 0, 102, 0, 28, 0, 65, 73, 8, 1
49, -1, 80, 0, 50, 0, 31, 31, 0, 1
44, -2, 83, 4, 44, 0, 38, 39, 0, 1
37, 0, 78, 0, 20, -12, 41, 57, 16, 1
85, 0, 88, -7, 0, 0, 3, 88, 84, 5
41, 0, 100, 0, 38, -7, 59, 61, 2, 1
42, 0, 79, 5, 42, 0, 37, 38, 2, 1
55, 0, 97, -6, 42, 0, 42, 56, 14, 4
51, 0, 88, 0, 50, -22, 36, 39, 2, 1
37, 1, 97, 0, 30, -8, 60, 66, 6, 1
37, 0, 96, 0, 34, 15, 59, 62, 4, 1
48, -2, 87, 0, 50, 29, 39, 38, 0, 1
56, 0, 81, 0, -6, -27, 25, 88, 64, 4
46, 4, 76, 8, 46, 14, 30, 30, 0, 1
84, 0, 88, 0, 0, 18, 3, 88, 84, 5
79, 0, 83, 0, -28, 21, 4, 112, 108, 5
53, -1, 86, 0, 54, 3, 33, 32, 0, 1
45, 0, 81, 0, 46, 17, 35, 34, 0, 1
46, 0, 86, 4, 46, 0, 41, 40, 0, 1
56, 0, 95, 0, 52, -1, 40, 44, 4, 4
51, 0, 89, 3, 52, 0, 38, 37, 0, 1
53, 0, 82, 0, 54, 31, 29, 28, 0, 1
43, 0, 80, 0, 44, 21, 37, 36, 0, 1
41, 0, 78, 0, 38, -3, 37, 39, 2, 1
51, 0, 86, -4, 50, -8, 36, 37, 2, 1
44, 1, 86, 4, 44, 0, 42, 42, 0, 1
37, 0, 78, 0, 20, -2, 41, 57, 16, 1
37, 0, 75, -2, 30, -5, 38, 44, 6, 1
37, 0, 90, 67, 6, 0, 53, 85, 32, 1
43, 0, 86, 5, 42, 0, 43, 45, 2, 1
56, -2, 78, -6, 42, -22, 22, 37, 14, 4
37, 0, 81, 5, 24, 0, 44, 58, 14, 1
38, 0, 96, 0, 36, -24, 58, 60, 2, 1
37, 0, 78, 3, 16, 0, 41, 63, 22, 1
47, -5, 108, 0, 46, 0, 62, 62, 0, 1
46, 4, 76, -4, 46, 0, 29, 29, 0, 1
51, 0, 86, 0, 52, 27, 36, 35, 0, 1
49, 1, 82, 0, 50, 8, 33, 33, 0, 1
37, 0, 84, 0, 20, 13, 47, 63, 16, 1
42, 0, 77, -2, 42, -4, 35, 36, 0, 1
41, 0, 88, -2, 42, 19, 48, 47, 0, 1
56, 0, 76, 0, -14, -3, 20, 92, 72, 4
74, 3, 79, 7, -42, 0, 4, 123, 118, 5
39, -4, 79, 0, 38, 0, 39, 40, 0, 1
42, 0, 77, -6, 42, 0, 35, 35, 0, 1
44, 0, 77, 0, 42, -22, 34, 36, 2, 1
49, -1, 111, 0, 46, -23, 62, 64, 2, 1
40, -3, 79, 0, 38, 0, 39, 40, 2, 1
40, 0, 83, 0, 38, 0, 43, 44, 2, 1
55, 0, 87, 0, 54, -2, 32, 33, 2, 1
56, -1, 97, 0, 54, -4, 41, 42, 2, 1
59, 1, 86, 0, 56, -9, 28, 30, 2, 1
55, 0, 81, -6, -12, -3, 26, 94, 68, 4
37, 0, 78, 0, -2, 24, 41, 81, 40, 1
43, 0, 86, -4, 42, 0, 44, 45, 2, 1
45, -3, 87, 0, 44, -4, 42, 43, 2, 1
49, 1, 86, 0, 46, -1, 38, 40, 2, 1
56, 0, 82, 6, -12, 23, 26, 95, 68, 4
55, 0, 77, 0, 2, -22, 22, 75, 52, 4
56, 0, 97, 0, 46, -20, 41, 50, 10, 4
45, 0, 86, -5, 44, 8, 40, 42, 2, 1
37, 0, 76, 6, 34, -20, 39, 43, 4, 1
45, 0, 82, -15, 44, 0, 37, 38, 0, 1
44, 5, 83, 0, 44, 0, 38, 39, 0, 1
46, 0, 107, -3, 46, 1, 61, 60, 0, 1
37, 0, 79, 0, 28, -9, 42, 50, 8, 1
104, 5, 105, 5, 70, 0, 1, 35, 34, 5
37, -2, 107, 0, 36, -19, 69, 71, 2, 1
47, 0, 79, 0, 46, 0, 32, 33, 0, 1
47, 0, 106, 0, 46, 0, 60, 60, 0, 1
83, 2, 86, 0, -2, 0, 3, 88, 86, 5
48, 5, 83, 8, 46, 0, 35, 37, 2, 1
54, 2, 83, 0, 54, 0, 28, 28, 0, 1
37, 0, 75, 0, 18, -4, 38, 57, 18, 1
37, 0, 78, 0, 18, -4, 42, 60, 18, 1
56, 0, 97, 0, 54, 1, 41, 43, 2, 1
55, 0, 95, -5, 42, 0, 40, 54, 14, 4
47, 0, 79, 7, 46, 0, 32, 32, 0, 1
46, 2, 83, 0, 44, -25, 37, 39, 2, 1
43, 0, 79, 0, 42, -16, 36, 38, 2, 1
37, 0, 79, -4, 34, 0, 42, 45, 2, 1
53, 0, 104, 1, 52, -29, 51, 52, 2, 1
37, 0, 80, 0, 12, 4, 43, 67, 24, 1
51, -2, 102, 0, 52, 19, 51, 50, 0, 1
55, 0, 81, 0, -10, -3, 25, 91, 66, 4
37, 0, 76, -4, 28, 0, 40, 48, 8, 1
37, 0, 77, -2, 28, -10, 40, 48, 8, 1
55, 0, 77, 0, -6, 0, 21, 85, 64, 4
39, -2, 79, 5, 38, 0, 40, 41, 0, 1
37, 0, 77, 0, 34, -4, 40, 44, 4, 1
56, 1, 81, 0, -22, -13, 25, 105, 80, 4
53, 0, 79, 0, 52, -21, 26, 27, 2, 1
43, 0, 76, 0, 42, -9, 32, 34, 2, 1
47, 0, 86, -6, 46, 0, 39, 39, 0, 1
51, 0, 87, 0, 50, -9, 36, 38, 2, 1
47, 1, 84, -7, 46, 0, 37, 38, 0, 1
55, 3, 83, 0, 54, 0, 27, 28, 2, 1
37, 0, 78, 0, -6, -26, 42, 86, 44, 1
48, -4, 88, 0, 46, 0, 40, 42, 2, 1
37, 0, 77, 0, 26, -4, 40, 51, 12, 1
56, 1, 97, 0, 42, 0, 41, 55, 14, 4
37, 0, 81, -5, 38, 14, 43, 42, 0, 1
44, 1, 87, 0, 44, 16, 43, 43, 0, 1
46, 0, 83, 2, 46, 0, 37, 36, 0, 1
56, -1, 97, 7, 52, 0, 41, 45, 4, 4
53, 1, 86, 0, 54, 12, 33, 32, 0, 1
38, 4, 77, 0, 38, 10, 39, 38, 0, 1
38, 1, 92, 0, 12, 16, 54, 79, 24, 1
56, -5, 87, 0, 56, 0, 31, 30, 0, 1
64, 3, 113, 0, 64, 22, 48, 48, 0, 1
