@relation unknow
@attribute a1 integer [27, 126]
@attribute a2 integer [-4821, 5075]
@attribute a3 integer [21, 149]
@attribute a4 integer [-3939, 3830]
@attribute a5 integer [-188, 436]
@attribute a6 integer [-13839, 13148]
@attribute a7 integer [-48, 105]
@attribute a8 integer [-353, 270]
@attribute a9 integer [-356, 266]
@attribute class {1, 2, 3, 4, 5, 6, 7}
@inputs a1, a2, a3, a4, a5, a6, a7, a8, a9
@outputs class
@data
52, 5, 79, 0, 52, 0, 26, 27, 0, 1
43, 0, 85, 5, 44, 14, 42, 41, 0, 1
44, 2, 83, 5, 44, 12, 40, 39, 0, 1
45, 0, 86, 1, 44, -3, 41, 42, 2, 1
37, -4, 77, 0, 36, 0, 40, 41, 0, 1
37, 0, 104, 6, 18, 0, 66, 86, 20, 1
43, 0, 87, 0, 42, -10, 44, 46, 2, 1
41, 3, 86, 0, 42, 6, 45, 44, 0, 1
46, 0, 83, 0, 44, -19, 37, 39, 2, 1
50, 3, 85, 0, 50, 0, 36, 36, 0, 1
44, 0, 97, 1, 42, -23, 53, 55, 2, 1
38, 0, 90, 0, 38, 3, 52, 51, 0, 1
45, 0, 81, -2, 44, -3, 36, 37, 0, 1
57, 2, 90, 0, 56, 0, 33, 33, 0, 1
37, 0, 75, 0, 24, 30, 38, 52, 14, 1
43, 0, 89, 0, 42, -2, 46, 48, 2, 1
48, 0, 81, 0, 50, 30, 33, 32, 0, 1
37, 0, 78, 6, 36, 23, 41, 42, 0, 1
37, 0, 76, 4, 28, 0, 39, 48, 8, 1
56, -1, 97, 0, 38, 1, 41, 58, 18, 4
44, 4, 77, 0, 44, 0, 33, 33, 0, 1
47, 0, 85, 2, 46, 0, 38, 39, 0, 1
43, -1, 79, 0, 44, 17, 35, 35, 0, 1
52, -2, 81, 0, 54, 31, 29, 27, 0, 1
45, 4, 82, 1, 44, 0, 37, 38, 0, 1
37, 0, 79, 0, 8, 15, 42, 71, 28, 1
46, 0, 84, -3, 46, 0, 38, 37, 0, 1
56, 4, 97, 0, 42, 3, 41, 56, 14, 4
46, 4, 93, 0, 46, 0, 47, 47, 0, 1
37, -4, 77, 0, 36, -24, 39, 41, 2, 1
44, 0, 76, -2, 44, 7, 32, 32, 0, 1
50, 3, 87, 0, 50, 0, 37, 38, 2, 1
45, 5, 81, 3, 44, 0, 37, 37, 0, 1
36, 0, 80, -1, 36, 0, 44, 44, 0, 1
80, 1, 84, 3, -42, -26, 5, 128, 124, 5
56, 0, 76, 0, -6, 0, 20, 84, 64, 4
56, -4, 99, 0, 46, -1, 43, 52, 10, 4
53, 0, 81, 0, 54, 1, 27, 26, 0, 1
45, -1, 83, 0, 46, 3, 37, 36, 0, 1
55, 4, 77, 0, 26, -15, 22, 52, 30, 4
37, -3, 77, 0, -2, 0, 40, 79, 40, 1
37, 0, 76, 0, 34, -10, 40, 43, 2, 1
56, 0, 97, 5, 52, -12, 41, 45, 4, 4
37, 0, 78, 0, 10, 7, 41, 68, 26, 1
76, 3, 80, 0, -40, 0, 4, 121, 118, 5
37, -2, 106, 0, 36, 0, 70, 70, 0, 1
41, 0, 79, -3, 42, 18, 38, 37, 0, 1
37, 5, 75, 0, 34, 5, 37, 41, 4, 1
56, 0, 79, 0, 6, -15, 24, 74, 50, 4
53, 0, 91, 0, 54, 15, 38, 37, 0, 1
37, 0, 104, 0, 24, 9, 67, 80, 14, 1
56, 0, 81, 0, 2, -6, 25, 78, 54, 4
45, -3, 86, 0, 44, 0, 42, 42, 0, 1
37, 0, 97, -1, 34, 4, 60, 64, 4, 1
43, 0, 81, -3, 42, -15, 37, 39, 2, 1
41, 4, 78, 0, 42, 12, 37, 37, 0, 1
56, 0, 77, 0, 46, -6, 22, 31, 10, 4
51, -5, 81, 0, 52, 0, 29, 29, 0, 1
56, 0, 98, 0, 44, 4, 42, 54, 12, 4
55, 0, 83, 6, 54, 0, 28, 29, 0, 1
53, 0, 86, 0, 52, -9, 33, 34, 2, 1
37, 0, 79, 0, 8, 11, 42, 71, 30, 1
37, 0, 100, 0, 36, -10, 63, 64, 2, 1
48, 0, 76, 0, 46, 0, 28, 30, 2, 1
54, -5, 81, 5, 54, 0, 27, 27, 0, 1
44, 0, 87, -6, 44, 0, 43, 43, 0, 1
37, 0, 105, 0, 34, 1, 68, 71, 4, 1
37, 0, 77, -6, 26, 12, 40, 51, 10, 1
78, 5, 81, 0, -42, 0, 4, 125, 122, 5
45, 0, 88, -3, 44, 0, 43, 44, 2, 1
41, 3, 86, 0, 38, -19, 45, 48, 2, 1
56, 0, 81, 0, -10, 4, 25, 92, 66, 4
43, 0, 86, -5, 42, -13, 42, 44, 2, 1
37, -4, 77, 0, -2, 0, 40, 79, 40, 1
58, -5, 82, 0, 56, 0, 24, 25, 0, 1
53, 0, 84, 0, 54, 26, 31, 30, 0, 1
37, 1, 97, 0, 30, -13, 60, 66, 6, 1
55, 1, 72, -8, 0, 1, 17, 72, 56, 4
39, -3, 77, -3, 38, 0, 38, 39, 0, 1
55, 0, 86, 0, 54, -16, 30, 32, 2, 1
43, 0, 75, 0, 42, 0, 32, 34, 2, 1
37, -2, 77, 0, 36, 0, 40, 41, 0, 1
83, 0, 86, 0, -4, -12, 3, 92, 88, 5
56, 0, 78, 0, 6, -15, 22, 73, 50, 4
54, 0, 81, -3, 54, -4, 27, 27, 0, 1
37, -1, 106, -2, 36, -4, 69, 69, 0, 1
56, -4, 96, 0, 56, 4, 40, 39, 0, 1
37, 0, 76, 0, 30, -24, 40, 45, 6, 1
47, 1, 81, 0, 46, 0, 34, 34, 0, 1
37, 0, 95, 0, 18, -5, 57, 77, 20, 1
37, 0, 106, 0, 24, 9, 69, 82, 14, 1
102, 5, 104, 4, 70, -2, 1, 34, 32, 5
80, -5, 84, -6, -40, 1, 4, 126, 122, 5
42, 0, 82, 5, 42, 0, 39, 41, 2, 1
42, -5, 77, 0, 42, 0, 35, 36, 0, 1
56, -1, 95, 0, 38, 0, 40, 57, 18, 4
45, 4, 90, 0, 44, -4, 44, 46, 2, 1
37, 0, 80, 0, 18, 6, 43, 62, 18, 1
42, -1, 75, 0, 42, 0, 33, 34, 0, 1
49, 0, 84, 0, 46, -23, 35, 37, 2, 1
37, 0, 81, 0, 28, -6, 45, 53, 8, 1
42, 0, 86, 5, 42, 0, 44, 44, 0, 1
44, 0, 76, 0, 42, -22, 32, 34, 2, 1
37, 0, 94, 0, 10, -5, 57, 84, 26, 1
48, 0, 81, 0, 46, -9, 32, 34, 2, 1
56, 3, 98, 0, 46, 13, 42, 51, 10, 4
49, 0, 88, 0, 50, 12, 40, 39, 0, 1
37, 0, 78, 0, 18, 10, 42, 60, 18, 1
107, 4, 108, -1, 70, -1, 1, 38, 36, 5
49, -4, 111, 0, 50, 2, 62, 62, 0, 1
82, 0, 86, 0, -10, 0, 4, 96, 92, 5
41, 0, 76, 0, 42, 11, 35, 34, 0, 1
55, -4, 76, 0, -18, 0, 21, 94, 74, 4
53, 0, 85, -3, 54, 0, 32, 31, 0, 1
55, 0, 77, 0, 28, 2, 21, 48, 28, 4
38, 3, 77, 0, 38, 5, 39, 38, 0, 1
56, -5, 98, 0, 44, 4, 42, 54, 12, 4
55, 0, 92, 0, -2, -13, 36, 94, 58, 4
45, -2, 77, 0, 44, -20, 32, 34, 2, 1
56, 0, 97, 2, 54, 0, 41, 43, 2, 1
82, 3, 86, 5, -40, 0, 5, 128, 124, 5
37, 3, 76, 6, 34, 0, 39, 43, 4, 1
84, 0, 88, 0, 2, 0, 3, 85, 82, 5
53, 0, 87, 3, 52, -5, 34, 35, 2, 1
41, 0, 79, -1, 38, -5, 39, 41, 2, 1
43, 0, 108, -5, 42, -16, 64, 66, 2, 1
55, 0, 93, 0, 20, 0, 38, 73, 34, 4
55, 0, 77, -1, 54, 0, 22, 23, 0, 1
52, 4, 86, 0, 52, 0, 34, 34, 0, 1
41, 0, 79, 0, 38, -17, 38, 40, 2, 1
39, 0, 77, 3, 38, 0, 38, 39, 0, 1
43, -1, 77, 0, 42, -15, 34, 35, 2, 1
43, -4, 77, 1, 42, -20, 34, 36, 2, 1
37, 0, 78, 0, 16, 26, 41, 63, 22, 1
55, 0, 92, 0, 34, -24, 37, 59, 22, 4
37, 3, 75, 0, 18, -6, 38, 57, 18, 1
44, -2, 108, 0, 44, 0, 63, 64, 0, 1
47, -908, 86, -1, 46, 0, 39, 39, 0, 1
42, 0, 86, 3, 42, 0, 44, 44, 0, 1
37, 5, 76, 0, 36, 2, 39, 40, 0, 1
43, -1, 83, -3, 42, -6, 40, 42, 2, 1
37, 0, 107, 0, 36, 0, 69, 71, 2, 1
55, -1, 93, 0, 54, 0, 38, 39, 0, 1
46, 2, 80, 0, 46, 2, 34, 34, 0, 1
53, -2, 80, -2, 54, -3, 27, 26, 0, 1
56, 0, 77, -5, 24, -2, 22, 54, 32, 4
44, 2, 108, -1, 44, 7, 64, 64, 0, 1
37, 0, 76, 1, 26, -12, 40, 50, 10, 1
56, 0, 76, 0, -12, 14, 20, 89, 68, 4
37, 0, 76, 0, 24, -2, 39, 53, 14, 1
45, 0, 76, 0, 44, -23, 31, 32, 2, 1
37, 0, 75, 0, 26, 16, 38, 49, 12, 1
37, 0, 79, 0, 2, 19, 42, 76, 34, 1
48, -1, 76, -1, 46, -1, 28, 30, 2, 1
37, -2, 77, 1, 0, 4, 40, 77, 36, 1
55, 0, 77, 0, 10, 1, 21, 66, 46, 4
55, 0, 93, 0, 16, 4, 38, 78, 40, 4
47, -2, 83, 0, 46, 0, 36, 37, 0, 1
44, 0, 84, 0, 42, -16, 40, 43, 2, 1
37, 0, 78, 0, 24, 29, 41, 55, 14, 1
53, 0, 87, 0, 52, -6, 34, 35, 2, 1
56, 1, 86, 3, 56, 4, 31, 30, 0, 1
37, -1, 77, -5, 8, -14, 41, 70, 28, 1
43, 0, 76, 0, 42, -14, 33, 35, 2, 1
37, 0, 77, 0, 8, 13, 40, 70, 30, 1
37, 0, 107, 0, 28, 12, 69, 78, 8, 1
54, -1, 81, -5, 54, -7, 27, 27, 0, 1
55, 0, 79, 0, 18, 3, 23, 61, 38, 4
37, 0, 97, 0, 30, -3, 60, 66, 6, 1
37, 2, 77, 0, -22, 1, 41, 101, 60, 1
44, 1, 79, -1, 44, 0, 35, 35, 0, 1
44, -2, 86, 3, 44, 0, 42, 42, 0, 1
56, 1, 80, 0, 56, 14, 24, 23, 0, 1
49, 5, 80, 0, 50, 5, 31, 31, 0, 1
55, 4, 77, 0, 28, 0, 21, 48, 28, 4
51, 1, 102, 0, 50, 0, 51, 53, 2, 1
47, 2, 90, 8, 46, 0, 43, 44, 0, 1
41, -2, 108, 0, 38, -13, 67, 69, 2, 1
38, 3, 77, 0, 38, 0, 39, 38, 0, 1
45, 0, 85, 0, 46, 21, 40, 39, 0, 1
56, 0, 79, -1, 6, -4, 23, 74, 50, 4
52, 0, 78, -1, 52, 0, 26, 26, 0, 1
37, 0, 103, 0, 30, -6, 66, 72, 6, 1
37, 0, 77, 3, 28, 0, 41, 49, 8, 1
55, 0, 77, 0, 6, -8, 22, 72, 50, 4
37, -4, 80, 0, 34, 1, 43, 46, 4, 1
37, 0, 77, 2, 12, 0, 40, 64, 24, 1
37, 0, 95, 0, 10, 23, 58, 84, 26, 1
37, 0, 104, 0, 20, -22, 67, 84, 16, 1
55, 0, 83, -1, 54, 0, 28, 28, 0, 1
45, 2, 87, 6, 44, 0, 42, 43, 2, 1
49, 0, 80, 0, 50, 28, 31, 31, 0, 1
37, 0, 76, 0, 26, 13, 40, 50, 10, 1
43, 0, 87, 8, 42, -9, 44, 46, 2, 1
63, 2, 111, 5, 62, 0, 48, 49, 2, 1
55, 0, 78, -2, 8, 1, 23, 70, 48, 4
46, 0, 83, -7, 46, 0, 37, 37, 0, 1
40, -5, 80, 6, 38, 0, 40, 41, 2, 1
46, -3, 108, 0, 46, 0, 62, 62, 0, 1
40, -2, 108, 0, 38, 0, 68, 69, 2, 1
55, 0, 77, 0, 18, 1325, 21, 59, 38, 4
37, -5, 79, 0, -6, 0, 42, 86, 44, 1
42, 0, 81, 0, 42, 102, 39, 40, 0, 1
41, 5, 85, 0, 38, 0, 44, 46, 2, 1
44, 0, 76, 0, 44, 0, 31, 32, 0, 1
37, -2, 78, 0, -2, 0, 41, 81, 40, 1
46, -1, 77, -3, 46, -5, 31, 30, 0, 1
37, 0, 77, 3, 36, 24, 41, 41, 0, 1
56, 0, 78, -1, 26, -3, 22, 52, 30, 4
38, 1, 79, 0, 38, 15, 42, 41, 0, 1
50, -5, 86, 0, 50, 0, 37, 37, 0, 1
55, 0, 77, 0, 20, -23, 22, 57, 34, 4
51, 0, 86, 0, 52, 13, 35, 34, 0, 1
41, 0, 84, 0, 42, 18, 44, 43, 0, 1
49, 0, 106, -5, 50, 19, 58, 57, 0, 1
46, 2, 106, 0, 46, 4, 60, 60, 0, 1
37, 0, 76, 0, 26, -15, 39, 50, 10, 1
51, 0, 82, 0, 50, -2, 31, 33, 2, 1
56, 0, 77, 3, 0, 31, 21, 77, 56, 4
59, 0, 86, -1, 60, 21, 28, 27, 0, 1
62, 0, 110, 2, 62, 0, 48, 48, 0, 1
57, 0, 92, 2, 56, 0, 34, 35, 0, 1
56, 0, 81, 0, 2, 31, 25, 78, 54, 4
56, 0, 81, 0, -6, -12, 25, 88, 64, 4
64, 0, 111, 4, 62, -12, 46, 49, 2, 1
57, 2, 92, 0, 56, 0, 35, 35, 0, 1
46, 1, 76, -1, 46, 0, 30, 30, 0, 1
46, 0, 79, 1, 46, 0, 33, 33, 0, 1
41, -1, 78, 0, 42, 4, 37, 37, 0, 1
56, 0, 91, 0, 0, -15, 35, 91, 56, 4
106, 4, 107, 2, 70, 0, 1, 37, 36, 5
42, 0, 78, 0, 42, 0, 36, 37, 0, 1
47, 1, 79, 0, 46, 0, 32, 33, 0, 1
104, 0, 105, 0, 72, 11, 1, 33, 32, 5
37, 0, 104, 0, 34, 5, 67, 71, 4, 1
37, 0, 78, 0, 12, -14, 41, 65, 24, 1
41, 0, 89, 0, 42, 20, 48, 48, 0, 1
40, 0, 86, 0, 42, 31, 46, 45, 0, 1
37, 0, 79, 0, 18, -26, 43, 61, 18, 1
49, 3, 87, 0, 46, -6, 38, 41, 2, 1
37, 0, 78, -7, -6, 0, 41, 86, 44, 1
56, 0, 86, 4, 54, -24, 31, 32, 2, 1
37, 0, 81, 0, 28, 13, 44, 52, 8, 1
123, 275, 105, 0, 36, -2, -18, 69, 86, 5
37, 4, 78, -1, 16, 0, 41, 63, 22, 1
55, 0, 93, 0, 38, -8, 37, 54, 16, 4
56, 0, 87, 0, 56, 17, 31, 30, 0, 1
37, 0, 77, 4, -10, 0, 41, 88, 46, 1
37, -1, 106, 0, 34, 1, 69, 72, 4, 1
84, 9, 89, 0, 6, -9, 5, 84, 78, 5
107, 0, 108, 7, 70, 0, 1, 38, 36, 5
37, 0, 76, -2, 26, 0, 39, 50, 12, 1
37, 0, 79, 4, 10, -10, 42, 69, 26, 1
56, -4, 97, 0, 42, -3, 41, 55, 14, 4
37, -7, 77, 0, 20, 0, 40, 56, 16, 1
56, 0, 81, 0, -2, -8, 25, 83, 58, 4
37, 0, 77, 0, 30, 22, 40, 46, 6, 1
37, 0, 78, 0, 18, 16, 41, 60, 18, 1
54, -4, 86, 0, 54, 0, 32, 32, 0, 1
46, 1, 81, 1, 46, 15, 35, 35, 0, 1
37, 0, 106, -1, 34, -2, 69, 72, 4, 1
37, 0, 95, 0, 20, -17, 58, 75, 16, 1
81, 1, 86, 0, -40, 5, 4, 127, 122, 5
46, 0, 78, 0, 46, 1, 32, 32, 0, 1
37, 0, 81, 4, 8, 0, 44, 73, 28, 1
45, 0, 77, 3, 44, 0, 32, 33, 2, 1
51, 0, 78, 0, 52, 5, 27, 26, 0, 1
51, 4, 83, 0, 50, -12, 31, 33, 2, 1
49, 0, 95, 6, 50, 15, 47, 46, 0, 1
54, 0, 84, 3, 54, 0, 31, 30, 0, 1
56, 0, 98, 0, 50, -3, 42, 49, 8, 4
52, -1, 86, 0, 52, 0, 34, 35, 0, 1
43, 0, 85, 1, 42, -1, 42, 44, 2, 1
47, 2, 90, 0, 46, 0, 43, 43, 0, 1
49, -5, 80, 0, 50, 3, 31, 31, 0, 1
62, -1, 108, 1, 60, 0, 46, 49, 2, 1
37, 0, 106, 3, 30, 0, 69, 75, 6, 1
56, 0, 94, 4, 50, 0, 38, 45, 6, 4
42, 0, 77, -12, 42, 0, 35, 36, 2, 1
37, 5, 104, 0, 18, 15, 66, 86, 20, 1
37, 0, 80, 0, 16, -3, 43, 65, 22, 1
37, 0, 81, -7, 30, 0, 45, 50, 6, 1
38, 1, 105, 0, 38, 22, 67, 66, 0, 1
47, 2, 90, 0, 46, 0, 44, 44, 0, 1
37, 3, 75, 0, 28, 0, 38, 46, 8, 1
37, 0, 97, 0, 34, -27, 59, 63, 4, 1
39, 0, 79, -2, 38, 0, 40, 41, 0, 1
49, -1, 88, 0, 50, 7, 39, 39, 0, 1
80, -1, 84, -6, -36, 0, 4, 120, 116, 5
49, 2, 82, 0, 50, 5, 33, 33, 0, 1
37, 0, 103, 0, 34, 22, 66, 69, 4, 1
56, 0, 81, -2, -12, -8, 25, 94, 68, 4
56, 0, 78, 0, 10, 6, 22, 68, 46, 4
37, 0, 79, 0, 30, 17, 42, 48, 6, 1
37, 0, 75, -1, 28, 0, 38, 46, 8, 1
47, 0, 86, 1, 46, 0, 39, 39, 0, 1
56, -1, 81, 2, 54, -11, 25, 26, 2, 1
37, 0, 82, 0, 36, 19, 45, 46, 2, 1
50, 2, 81, -1, 50, 0, 31, 32, 0, 1
37, -3, 77, 0, 36, -28, 39, 41, 2, 1
79, -1, 83, -2, -40, 3, 4, 124, 120, 5
48, 0, 82, 2, 46, 0, 34, 35, 2, 1
56, -5, 99, 0, 46, 0, 43, 52, 10, 4
55, 0, 95, -1, 54, 0, 40, 41, 2, 1
47, 4, 78, 2, 46, 0, 31, 32, 0, 1
37, 0, 102, -3, 36, 0, 64, 66, 2, 1
50, 2, 86, 0, 50, 0, 36, 37, 0, 1
53, -1, 82, 0, 54, 5, 29, 28, 0, 1
55, 4, 93, 0, 52, 0, 38, 42, 4, 4
56, 0, 95, -2, 56, 11, 40, 39, 0, 1
43, -1, 76, 0, 42, -19, 33, 35, 2, 1
37, 0, 77, -2, 38, 20, 39, 38, 0, 1
49, 5, 87, 0, 50, 30, 38, 38, 0, 1
56, 0, 77, 0, 18, 2, 22, 59, 38, 4
44, -2, 79, -5, 44, 8, 36, 35, 0, 1
37, -5, 109, 0, 36, -21, 72, 73, 2, 1
43, 0, 77, 5, 42, -1, 34, 35, 2, 1
56, 0, 77, 1, -2, -3, 21, 79, 58, 4
103, 5, 104, -1, 70, -2, 1, 35, 34, 5
56, 1, 81, 0, -20, 0, 25, 102, 76, 4
41, 0, 97, 0, 38, -7, 56, 58, 2, 1
37, 0, 76, 0, 34, 6, 39, 43, 4, 1
42, 0, 81, 0, 42, 82, 39, 40, 0, 1
49, -4, 78, 0, 50, 2, 29, 29, 0, 1
44, 5, 81, 0, 44, 14, 37, 37, 0, 1
37, 0, 95, 6, 10, 0, 58, 85, 28, 1
37, 0, 105, -3, 18, 0, 68, 87, 18, 1
55, 0, 98, 0, 52, 10, 42, 46, 4, 4
47, 5, 83, 2, 46, 0, 36, 37, 0, 1
53, -4, 77, 0, 54, 0, 25, 23, 0, 1
74, 8, 78, 10, -42, -2, 4, 122, 118, 5
44, 1, 77, 0, 42, -24, 33, 35, 2, 1
55, 0, 86, -7, 54, 0, 31, 32, 0, 1
46, 0, 81, 0, 44, -26, 35, 37, 2, 1
41, 2, 83, 1, 38, -3, 42, 44, 2, 1
56, 0, 79, 0, 12, -15, 23, 66, 42, 4
53, -3, 78, 0, 52, -24, 25, 26, 2, 1
37, 0, 79, 1, 12, -2, 43, 66, 24, 1
44, 0, 91, -5, 44, 0, 47, 47, 0, 1
56, 0, 81, 0, -14, 10, 25, 97, 72, 4
38, 0, 78, 0, 38, 6, 40, 39, 0, 1
38, 0, 76, -6, 38, 0, 37, 37, 0, 1
37, 3, 77, 0, 36, 15, 40, 41, 0, 1
55, 0, 78, 0, 26, 5, 23, 52, 30, 4
54, 0, 81, -1, 54, 0, 27, 27, 0, 1
49, 4, 78, 0, 50, 21, 29, 29, 0, 1
81, 0, 86, 0, -40, 2, 4, 127, 122, 5
56, 0, 76, 0, -4, 37, 20, 81, 62, 4
48, -3, 77, 0, 46, -1, 29, 31, 2, 1
55, 0, 77, 0, -24, -3, 21, 103, 82, 4
37, 0, 78, 0, 18, 3, 41, 60, 18, 1
104, 0, 105, 0, 70, 0, 1, 35, 34, 5
53, -1, 84, 0, 52, -27, 31, 32, 2, 1
37, 0, 76, 0, 36, 6, 38, 39, 2, 1
53, 0, 81, 0, 54, 8, 28, 27, 0, 1
41, 1, 88, 0, 38, -18, 47, 50, 2, 1
51, 0, 84, 0, 50, -4, 34, 35, 2, 1
41, 0, 78, 0, 38, -18, 37, 39, 2, 1
37, 0, 106, -2, 28, -1, 69, 77, 8, 1
41, -1, 86, 0, 38, -5, 45, 47, 2, 1
37, 0, 78, 0, 10, -2, 41, 68, 26, 1
43, 5, 76, 0, 42, 0, 32, 34, 2, 1
37, 0, 83, 0, 0, -29, 46, 83, 36, 1
56, 5, 97, 0, 50, 0, 40, 48, 8, 4
43, -2, 76, 0, 42, -12, 33, 35, 2, 1
41, 1, 76, 0, 42, 6, 34, 34, 0, 1
37, 0, 77, 2, 24, -24, 40, 54, 14, 1
42, 0, 81, 0, 42, 6, 39, 40, 0, 1
37, -5, 81, 7, 36, 0, 44, 44, 0, 1
56, 0, 92, 0, 54, 7, 36, 38, 2, 1
52, 0, 77, -2, 52, 0, 26, 26, 0, 1
42, 0, 76, -3, 42, -5, 34, 35, 2, 1
53, 0, 79, 0, 54, 11, 26, 24, 0, 1
55, 0, 77, 0, -28, -13, 21, 105, 84, 4
53, 0, 87, 0, 52, -16, 34, 35, 2, 1
37, 0, 97, 0, 28, -15, 60, 69, 8, 1
42, 0, 82, 0, 42, 0, 40, 41, 0, 1
37, 0, 106, 0, 26, 11, 68, 80, 12, 1
56, 0, 93, 1, 46, 0, 37, 46, 10, 4
46, 0, 83, 0, 46, 13, 37, 36, 0, 1
56, 0, 86, 0, 56, 6, 31, 30, 0, 1
55, 0, 82, 6, -12, 0, 26, 95, 68, 4
53, 4, 81, 0, 54, 6, 28, 27, 0, 1
46, 0, 86, -4, 46, 0, 40, 40, 0, 1
39, 0, 81, -5, 38, 0, 41, 42, 0, 1
51, -2, 82, 0, 52, 23, 31, 30, 0, 1
37, 5, 108, 0, 36, 0, 71, 72, 0, 1
41, 0, 84, 0, 42, 17, 44, 43, 0, 1
37, 0, 95, 1, 10, 5, 57, 84, 28, 1
