@relation unknow
@attribute at1 real [0.0, 100.0]
@attribute at2 real [0.0, 100.0]
@attribute at3 real [0.0, 100.0]
@attribute at4 real [0.0, 100.0]
@attribute at5 real [0.0, 100.0]
@attribute at6 real [0.0, 100.0]
@attribute at7 real [0.0, 100.0]
@attribute at8 real [0.0, 100.0]
@attribute at9 real [0.0, 100.0]
@attribute at10 real [0.0, 100.0]
@attribute at11 real [0.0, 100.0]
@attribute at12 real [0.0, 100.0]
@attribute at13 real [0.0, 100.0]
@attribute at14 real [0.0, 100.0]
@attribute at15 real [0.0, 100.0]
@attribute at16 real [0.0, 100.0]
@attribute class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs at1, at2, at3, at4, at5, at6, at7, at8, at9, at10, at11, at12, at13, at14, at15, at16
@outputs class
@data
29.0, 100.0, 0.0, 66.0, 11.0, 24.0, 52.0, 0.0, 98.0, 14.0, 100.0, 55.0, 61.0, 83.0, 11.0, 85.0, 0
16.0, 76.0, 48.0, 100.0, 72.0, 77.0, 42.0, 46.0, 0.0, 23.0, 2.0, 14.0, 53.0, 0.0, 100.0, 13.0, 2
11.0, 100.0, 0.0, 68.0, 22.0, 14.0, 66.0, 0.0, 100.0, 35.0, 78.0, 88.0, 34.0, 100.0, 13.0, 51.0, 0
0.0, 43.0, 35.0, 61.0, 70.0, 79.0, 100.0, 100.0, 86.0, 76.0, 70.0, 51.0, 55.0, 26.0, 49.0, 0.0, 1
0.0, 64.0, 42.0, 81.0, 81.0, 100.0, 100.0, 95.0, 81.0, 70.0, 57.0, 45.0, 30.0, 21.0, 33.0, 0.0, 1
27.0, 100.0, 21.0, 83.0, 0.0, 47.0, 36.0, 42.0, 100.0, 49.0, 96.0, 75.0, 86.0, 37.0, 84.0, 0.0, 4
4.0, 100.0, 2.0, 82.0, 0.0, 50.0, 46.0, 35.0, 100.0, 42.0, 100.0, 63.0, 93.0, 32.0, 93.0, 0.0, 4
1.0, 91.0, 50.0, 100.0, 58.0, 67.0, 32.0, 32.0, 16.0, 0.0, 0.0, 38.0, 40.0, 49.0, 100.0, 49.0, 7
46.0, 87.0, 62.0, 65.0, 97.0, 100.0, 32.0, 89.0, 62.0, 66.0, 100.0, 48.0, 71.0, 4.0, 0.0, 0.0, 9
100.0, 97.0, 76.0, 100.0, 29.0, 72.0, 0.0, 39.0, 15.0, 8.0, 95.0, 0.0, 78.0, 22.0, 0.0, 16.0, 6
86.0, 62.0, 64.0, 100.0, 0.0, 80.0, 40.0, 44.0, 92.0, 12.0, 29.0, 0.0, 41.0, 37.0, 100.0, 65.0, 8
30.0, 83.0, 8.0, 43.0, 19.0, 3.0, 71.0, 0.0, 100.0, 36.0, 87.0, 78.0, 39.0, 100.0, 0.0, 73.0, 0
19.0, 63.0, 58.0, 100.0, 52.0, 74.0, 47.0, 27.0, 91.0, 0.0, 100.0, 5.0, 25.0, 8.0, 0.0, 9.0, 1
84.0, 83.0, 22.0, 76.0, 8.0, 95.0, 72.0, 100.0, 100.0, 76.0, 77.0, 47.0, 41.0, 22.0, 0.0, 0.0, 9
90.0, 100.0, 55.0, 76.0, 28.0, 46.0, 12.0, 14.0, 51.0, 0.0, 100.0, 19.0, 49.0, 20.0, 0.0, 2.0, 6
0.0, 85.0, 43.0, 100.0, 92.0, 96.0, 100.0, 59.0, 84.0, 21.0, 58.0, 0.0, 38.0, 29.0, 87.0, 34.0, 7
49.0, 100.0, 54.0, 67.0, 95.0, 32.0, 47.0, 0.0, 4.0, 11.0, 0.0, 58.0, 31.0, 94.0, 100.0, 94.0, 5
97.0, 82.0, 62.0, 100.0, 13.0, 69.0, 63.0, 59.0, 100.0, 88.0, 96.0, 41.0, 64.0, 1.0, 0.0, 0.0, 9
46.0, 84.0, 65.0, 46.0, 65.0, 9.0, 0.0, 0.0, 30.0, 29.0, 84.0, 57.0, 100.0, 94.0, 44.0, 100.0, 8
0.0, 97.0, 54.0, 100.0, 84.0, 70.0, 76.0, 35.0, 59.0, 0.0, 35.0, 15.0, 33.0, 39.0, 100.0, 41.0, 7
31.0, 92.0, 0.0, 52.0, 18.0, 0.0, 69.0, 6.0, 100.0, 53.0, 72.0, 100.0, 21.0, 100.0, 4.0, 49.0, 0
2.0, 100.0, 12.0, 84.0, 0.0, 57.0, 29.0, 37.0, 82.0, 48.0, 100.0, 52.0, 76.0, 27.0, 62.0, 0.0, 4
38.0, 96.0, 78.0, 100.0, 91.0, 82.0, 51.0, 60.0, 88.0, 35.0, 100.0, 4.0, 48.0, 0.0, 0.0, 5.0, 3
0.0, 25.0, 18.0, 50.0, 59.0, 75.0, 100.0, 100.0, 92.0, 80.0, 69.0, 54.0, 52.0, 27.0, 46.0, 0.0, 1
88.0, 86.0, 28.0, 74.0, 34.0, 100.0, 82.0, 91.0, 95.0, 54.0, 100.0, 16.0, 60.0, 0.0, 0.0, 12.0, 9
0.0, 100.0, 47.0, 86.0, 100.0, 79.0, 68.0, 52.0, 42.0, 23.0, 30.0, 0.0, 66.0, 25.0, 82.0, 40.0, 7
88.0, 64.0, 93.0, 100.0, 41.0, 87.0, 48.0, 61.0, 100.0, 70.0, 90.0, 31.0, 55.0, 0.0, 0.0, 4.0, 9
16.0, 94.0, 0.0, 60.0, 53.0, 50.0, 47.0, 0.0, 17.0, 11.0, 13.0, 70.0, 46.0, 100.0, 100.0, 96.0, 5
15.0, 92.0, 0.0, 96.0, 38.0, 47.0, 79.0, 0.0, 4.0, 8.0, 46.0, 58.0, 100.0, 100.0, 12.0, 86.0, 8
68.0, 55.0, 98.0, 94.0, 35.0, 100.0, 0.0, 65.0, 75.0, 80.0, 100.0, 61.0, 76.0, 20.0, 6.0, 0.0, 9
8.0, 68.0, 34.0, 37.0, 40.0, 0.0, 8.0, 0.0, 0.0, 43.0, 24.0, 72.0, 61.0, 87.0, 100.0, 100.0, 5
0.0, 94.0, 48.0, 98.0, 96.0, 100.0, 98.0, 68.0, 84.0, 32.0, 68.0, 0.0, 52.0, 30.0, 100.0, 30.0, 7
0.0, 51.0, 51.0, 75.0, 90.0, 100.0, 56.0, 92.0, 46.0, 66.0, 51.0, 40.0, 77.0, 15.0, 100.0, 0.0, 1
0.0, 43.0, 30.0, 54.0, 60.0, 77.0, 91.0, 100.0, 100.0, 84.0, 86.0, 56.0, 74.0, 28.0, 70.0, 0.0, 1
10.0, 58.0, 26.0, 99.0, 67.0, 100.0, 59.0, 57.0, 29.0, 22.0, 0.0, 0.0, 50.0, 7.0, 100.0, 0.0, 2
45.0, 65.0, 76.0, 96.0, 2.0, 100.0, 0.0, 72.0, 82.0, 79.0, 100.0, 49.0, 79.0, 11.0, 3.0, 0.0, 9
0.0, 22.0, 21.0, 46.0, 61.0, 73.0, 100.0, 100.0, 91.0, 88.0, 61.0, 59.0, 39.0, 30.0, 24.0, 0.0, 1
62.0, 76.0, 0.0, 100.0, 22.0, 68.0, 90.0, 37.0, 100.0, 0.0, 13.0, 8.0, 13.0, 47.0, 68.0, 81.0, 8
0.0, 100.0, 46.0, 100.0, 86.0, 84.0, 68.0, 43.0, 56.0, 0.0, 40.0, 9.0, 50.0, 34.0, 100.0, 34.0, 7
0.0, 81.0, 24.0, 100.0, 92.0, 97.0, 98.0, 52.0, 80.0, 5.0, 34.0, 0.0, 32.0, 23.0, 100.0, 33.0, 7
100.0, 100.0, 57.0, 97.0, 19.0, 74.0, 0.0, 44.0, 9.0, 13.0, 56.0, 0.0, 63.0, 20.0, 10.0, 20.0, 6
0.0, 80.0, 17.0, 100.0, 41.0, 99.0, 60.0, 83.0, 53.0, 52.0, 56.0, 20.0, 77.0, 7.0, 100.0, 0.0, 2
95.0, 68.0, 76.0, 100.0, 34.0, 78.0, 50.0, 39.0, 52.0, 0.0, 0.0, 6.0, 40.0, 39.0, 100.0, 60.0, 8
100.0, 77.0, 56.0, 100.0, 0.0, 78.0, 45.0, 57.0, 85.0, 80.0, 95.0, 40.0, 93.0, 0.0, 24.0, 7.0, 9
49.0, 78.0, 69.0, 100.0, 100.0, 95.0, 76.0, 72.0, 61.0, 46.0, 59.0, 18.0, 33.0, 0.0, 0.0, 12.0, 3
0.0, 47.0, 5.0, 25.0, 52.0, 0.0, 93.0, 30.0, 100.0, 75.0, 62.0, 100.0, 30.0, 63.0, 42.0, 22.0, 0
0.0, 47.0, 20.0, 61.0, 50.0, 80.0, 80.0, 100.0, 100.0, 96.0, 87.0, 64.0, 73.0, 32.0, 62.0, 0.0, 1
31.0, 92.0, 5.0, 50.0, 59.0, 42.0, 43.0, 0.0, 1.0, 3.0, 0.0, 63.0, 45.0, 92.0, 100.0, 100.0, 5
0.0, 100.0, 55.0, 94.0, 72.0, 63.0, 54.0, 31.0, 32.0, 0.0, 13.0, 8.0, 39.0, 28.0, 100.0, 27.0, 7
47.0, 87.0, 75.0, 100.0, 80.0, 73.0, 85.0, 54.0, 100.0, 31.0, 74.0, 8.0, 38.0, 0.0, 0.0, 5.0, 3
19.0, 94.0, 78.0, 100.0, 100.0, 82.0, 67.0, 50.0, 34.0, 20.0, 0.0, 0.0, 13.0, 31.0, 74.0, 33.0, 7
70.0, 100.0, 45.0, 91.0, 11.0, 60.0, 0.0, 23.0, 42.0, 0.0, 100.0, 4.0, 86.0, 32.0, 31.0, 27.0, 6
0.0, 42.0, 29.0, 62.0, 66.0, 82.0, 100.0, 100.0, 77.0, 76.0, 55.0, 51.0, 38.0, 25.0, 23.0, 0.0, 1
19.0, 92.0, 86.0, 100.0, 75.0, 99.0, 2.0, 84.0, 37.0, 68.0, 100.0, 50.0, 72.0, 16.0, 0.0, 0.0, 5
11.0, 77.0, 33.0, 100.0, 50.0, 79.0, 27.0, 52.0, 0.0, 28.0, 11.0, 7.0, 55.0, 3.0, 100.0, 0.0, 2
22.0, 73.0, 0.0, 49.0, 15.0, 0.0, 74.0, 10.0, 100.0, 56.0, 68.0, 100.0, 14.0, 87.0, 1.0, 36.0, 0
72.0, 86.0, 42.0, 100.0, 4.0, 67.0, 0.0, 27.0, 45.0, 1.0, 100.0, 14.0, 57.0, 27.0, 12.0, 0.0, 6
86.0, 95.0, 39.0, 100.0, 51.0, 75.0, 69.0, 85.0, 84.0, 51.0, 100.0, 17.0, 59.0, 0.0, 0.0, 9.0, 9
100.0, 91.0, 71.0, 100.0, 38.0, 83.0, 78.0, 87.0, 88.0, 70.0, 64.0, 42.0, 35.0, 18.0, 0.0, 0.0, 9
72.0, 68.0, 42.0, 100.0, 0.0, 68.0, 61.0, 34.0, 79.0, 0.0, 1.0, 16.0, 50.0, 53.0, 100.0, 88.0, 8
0.0, 49.0, 40.0, 66.0, 74.0, 87.0, 100.0, 100.0, 90.0, 75.0, 78.0, 50.0, 65.0, 24.0, 65.0, 0.0, 1
0.0, 95.0, 46.0, 100.0, 87.0, 84.0, 78.0, 44.0, 63.0, 6.0, 42.0, 0.0, 41.0, 37.0, 100.0, 44.0, 7
0.0, 84.0, 48.0, 100.0, 83.0, 77.0, 80.0, 38.0, 75.0, 0.0, 37.0, 12.0, 46.0, 34.0, 100.0, 44.0, 7
100.0, 100.0, 64.0, 87.0, 36.0, 66.0, 14.0, 44.0, 0.0, 20.0, 23.0, 0.0, 57.0, 10.0, 24.0, 20.0, 6
0.0, 49.0, 16.0, 59.0, 52.0, 80.0, 90.0, 100.0, 100.0, 84.0, 82.0, 56.0, 64.0, 28.0, 50.0, 0.0, 1
30.0, 97.0, 81.0, 98.0, 43.0, 100.0, 14.0, 65.0, 58.0, 57.0, 100.0, 27.0, 48.0, 0.0, 0.0, 17.0, 5
31.0, 87.0, 0.0, 59.0, 9.0, 13.0, 51.0, 0.0, 91.0, 25.0, 100.0, 68.0, 64.0, 100.0, 21.0, 94.0, 0
33.0, 77.0, 0.0, 60.0, 75.0, 69.0, 78.0, 26.0, 12.0, 0.0, 15.0, 46.0, 23.0, 93.0, 100.0, 100.0, 5
30.0, 96.0, 0.0, 66.0, 11.0, 8.0, 66.0, 0.0, 100.0, 47.0, 79.0, 100.0, 28.0, 81.0, 31.0, 30.0, 0
49.0, 100.0, 26.0, 83.0, 0.0, 39.0, 63.0, 43.0, 100.0, 54.0, 74.0, 95.0, 62.0, 47.0, 57.0, 0.0, 4
26.0, 86.0, 20.0, 43.0, 37.0, 0.0, 87.0, 12.0, 100.0, 56.0, 74.0, 95.0, 22.0, 100.0, 0.0, 60.0, 0
59.0, 100.0, 20.0, 79.0, 0.0, 50.0, 2.0, 20.0, 43.0, 0.0, 100.0, 7.0, 69.0, 22.0, 12.0, 12.0, 6
61.0, 85.0, 74.0, 100.0, 92.0, 77.0, 65.0, 54.0, 91.0, 38.0, 100.0, 14.0, 54.0, 0.0, 0.0, 4.0, 3
49.0, 85.0, 49.0, 61.0, 71.0, 25.0, 27.0, 0.0, 8.0, 37.0, 0.0, 79.0, 42.0, 99.0, 100.0, 100.0, 5
0.0, 50.0, 42.0, 71.0, 81.0, 95.0, 100.0, 100.0, 74.0, 75.0, 52.0, 50.0, 39.0, 25.0, 39.0, 0.0, 1
9.0, 70.0, 41.0, 100.0, 100.0, 85.0, 68.0, 42.0, 27.0, 2.0, 75.0, 0.0, 45.0, 42.0, 0.0, 80.0, 8
0.0, 84.0, 43.0, 100.0, 55.0, 78.0, 26.0, 51.0, 70.0, 45.0, 100.0, 20.0, 66.0, 0.0, 14.0, 1.0, 3
100.0, 100.0, 57.0, 91.0, 22.0, 66.0, 0.0, 36.0, 10.0, 5.0, 56.0, 0.0, 65.0, 31.0, 27.0, 51.0, 6
60.0, 100.0, 15.0, 85.0, 0.0, 50.0, 10.0, 17.0, 57.0, 0.0, 100.0, 18.0, 69.0, 43.0, 20.0, 31.0, 6
0.0, 66.0, 24.0, 96.0, 56.0, 100.0, 45.0, 63.0, 24.0, 30.0, 15.0, 0.0, 57.0, 4.0, 100.0, 7.0, 2
40.0, 100.0, 7.0, 58.0, 51.0, 41.0, 13.0, 0.0, 0.0, 25.0, 5.0, 75.0, 35.0, 98.0, 100.0, 98.0, 5
95.0, 100.0, 56.0, 93.0, 18.0, 62.0, 0.0, 27.0, 37.0, 0.0, 100.0, 8.0, 74.0, 32.0, 15.0, 16.0, 6
9.0, 77.0, 0.0, 28.0, 33.0, 0.0, 74.0, 16.0, 100.0, 56.0, 77.0, 95.0, 33.0, 100.0, 1.0, 68.0, 0
55.0, 100.0, 21.0, 73.0, 7.0, 42.0, 17.0, 10.0, 66.0, 0.0, 100.0, 24.0, 55.0, 40.0, 0.0, 32.0, 6
62.0, 99.0, 0.0, 92.0, 32.0, 50.0, 100.0, 24.0, 67.0, 0.0, 1.0, 19.0, 38.0, 64.0, 48.0, 100.0, 8
44.0, 100.0, 29.0, 67.0, 0.0, 31.0, 32.0, 15.0, 100.0, 16.0, 99.0, 52.0, 89.0, 40.0, 82.0, 0.0, 4
8.0, 44.0, 30.0, 84.0, 100.0, 100.0, 97.0, 59.0, 66.0, 19.0, 67.0, 0.0, 61.0, 38.0, 0.0, 69.0, 8
51.0, 78.0, 81.0, 100.0, 86.0, 65.0, 53.0, 31.0, 10.0, 8.0, 0.0, 19.0, 50.0, 10.0, 100.0, 0.0, 2
0.0, 100.0, 13.0, 72.0, 87.0, 78.0, 58.0, 97.0, 49.0, 80.0, 100.0, 58.0, 70.0, 29.0, 47.0, 0.0, 9
100.0, 100.0, 55.0, 79.0, 19.0, 53.0, 0.0, 25.0, 26.0, 0.0, 89.0, 8.0, 75.0, 34.0, 7.0, 37.0, 6
54.0, 89.0, 100.0, 100.0, 71.0, 91.0, 42.0, 64.0, 63.0, 50.0, 83.0, 27.0, 49.0, 2.0, 0.0, 0.0, 5
25.0, 93.0, 0.0, 55.0, 22.0, 0.0, 76.0, 5.0, 100.0, 59.0, 61.0, 100.0, 15.0, 67.0, 11.0, 7.0, 0
100.0, 100.0, 53.0, 80.0, 22.0, 50.0, 5.0, 16.0, 46.0, 0.0, 92.0, 19.0, 51.0, 33.0, 0.0, 19.0, 6
5.0, 87.0, 50.0, 100.0, 100.0, 98.0, 73.0, 75.0, 36.0, 56.0, 65.0, 36.0, 44.0, 15.0, 0.0, 0.0, 3
54.0, 75.0, 36.0, 100.0, 78.0, 94.0, 62.0, 55.0, 25.0, 26.0, 0.0, 11.0, 49.0, 4.0, 100.0, 0.0, 2
100.0, 96.0, 65.0, 98.0, 61.0, 80.0, 99.0, 100.0, 81.0, 66.0, 60.0, 32.0, 34.0, 0.0, 0.0, 0.0, 9
69.0, 90.0, 33.0, 61.0, 75.0, 16.0, 12.0, 0.0, 0.0, 38.0, 77.0, 59.0, 100.0, 100.0, 20.0, 95.0, 8
0.0, 94.0, 46.0, 100.0, 68.0, 80.0, 59.0, 60.0, 93.0, 41.0, 100.0, 15.0, 62.0, 0.0, 14.0, 2.0, 3
0.0, 46.0, 45.0, 56.0, 85.0, 75.0, 100.0, 100.0, 98.0, 71.0, 93.0, 42.0, 80.0, 14.0, 80.0, 0.0, 1
0.0, 83.0, 43.0, 100.0, 77.0, 78.0, 45.0, 49.0, 61.0, 44.0, 100.0, 21.0, 58.0, 0.0, 4.0, 6.0, 3
69.0, 100.0, 42.0, 81.0, 22.0, 52.0, 20.0, 21.0, 60.0, 0.0, 100.0, 15.0, 51.0, 28.0, 0.0, 16.0, 6
55.0, 88.0, 83.0, 100.0, 71.0, 70.0, 89.0, 68.0, 100.0, 31.0, 74.0, 1.0, 33.0, 0.0, 0.0, 24.0, 3
0.0, 65.0, 51.0, 79.0, 84.0, 100.0, 100.0, 94.0, 92.0, 70.0, 83.0, 46.0, 73.0, 22.0, 78.0, 0.0, 1
36.0, 100.0, 22.0, 96.0, 0.0, 69.0, 6.0, 42.0, 68.0, 42.0, 100.0, 51.0, 64.0, 26.0, 50.0, 0.0, 4
45.0, 84.0, 73.0, 100.0, 100.0, 98.0, 82.0, 72.0, 69.0, 43.0, 61.0, 14.0, 31.0, 0.0, 0.0, 2.0, 3
74.0, 100.0, 36.0, 82.0, 0.0, 53.0, 25.0, 31.0, 85.0, 33.0, 100.0, 62.0, 61.0, 35.0, 48.0, 0.0, 4
14.0, 81.0, 0.0, 56.0, 48.0, 60.0, 100.0, 30.0, 50.0, 0.0, 18.0, 52.0, 18.0, 97.0, 97.0, 100.0, 5
0.0, 79.0, 47.0, 96.0, 100.0, 100.0, 80.0, 74.0, 39.0, 51.0, 5.0, 26.0, 25.0, 4.0, 82.0, 0.0, 2
81.0, 82.0, 59.0, 100.0, 0.0, 64.0, 71.0, 46.0, 100.0, 60.0, 74.0, 93.0, 64.0, 46.0, 55.0, 0.0, 4
0.0, 98.0, 22.0, 65.0, 100.0, 89.0, 17.0, 100.0, 18.0, 74.0, 85.0, 70.0, 58.0, 30.0, 1.0, 0.0, 9
53.0, 90.0, 95.0, 100.0, 100.0, 74.0, 74.0, 49.0, 40.0, 28.0, 0.0, 10.0, 26.0, 0.0, 78.0, 4.0, 2
86.0, 100.0, 32.0, 92.0, 1.0, 55.0, 0.0, 16.0, 60.0, 0.0, 100.0, 31.0, 31.0, 34.0, 7.0, 1.0, 6
15.0, 70.0, 20.0, 32.0, 54.0, 0.0, 96.0, 24.0, 100.0, 66.0, 68.0, 100.0, 16.0, 92.0, 0.0, 52.0, 0
100.0, 100.0, 49.0, 93.0, 21.0, 62.0, 0.0, 32.0, 12.0, 0.0, 88.0, 8.0, 93.0, 34.0, 16.0, 22.0, 6
60.0, 100.0, 0.0, 73.0, 11.0, 49.0, 100.0, 53.0, 88.0, 76.0, 64.0, 83.0, 59.0, 41.0, 58.0, 0.0, 4
16.0, 90.0, 0.0, 46.0, 67.0, 42.0, 88.0, 2.0, 29.0, 0.0, 7.0, 49.0, 18.0, 93.0, 100.0, 100.0, 5
87.0, 100.0, 54.0, 64.0, 0.0, 31.0, 9.0, 25.0, 96.0, 33.0, 100.0, 65.0, 70.0, 38.0, 41.0, 0.0, 4
100.0, 100.0, 44.0, 99.0, 6.0, 73.0, 15.0, 48.0, 65.0, 60.0, 85.0, 26.0, 49.0, 0.0, 0.0, 12.0, 5
51.0, 85.0, 83.0, 100.0, 100.0, 90.0, 81.0, 66.0, 73.0, 40.0, 73.0, 16.0, 39.0, 2.0, 0.0, 0.0, 3
80.0, 100.0, 52.0, 63.0, 7.0, 35.0, 0.0, 32.0, 67.0, 34.0, 100.0, 53.0, 77.0, 36.0, 53.0, 0.0, 4
55.0, 89.0, 85.0, 100.0, 100.0, 81.0, 78.0, 60.0, 69.0, 35.0, 64.0, 9.0, 33.0, 0.0, 0.0, 3.0, 3
0.0, 63.0, 37.0, 44.0, 42.0, 6.0, 1.0, 0.0, 25.0, 36.0, 65.0, 67.0, 100.0, 100.0, 46.0, 80.0, 8
18.0, 74.0, 49.0, 100.0, 53.0, 67.0, 31.0, 31.0, 0.0, 0.0, 13.0, 11.0, 59.0, 2.0, 100.0, 8.0, 2
73.0, 100.0, 24.0, 85.0, 0.0, 39.0, 22.0, 0.0, 70.0, 20.0, 100.0, 62.0, 78.0, 99.0, 31.0, 76.0, 0
0.0, 82.0, 46.0, 75.0, 97.0, 100.0, 27.0, 97.0, 45.0, 81.0, 100.0, 79.0, 88.0, 39.0, 78.0, 0.0, 9
96.0, 36.0, 83.0, 81.0, 42.0, 100.0, 9.0, 65.0, 0.0, 20.0, 42.0, 0.0, 88.0, 20.0, 100.0, 62.0, 0
4.0, 64.0, 27.0, 100.0, 31.0, 83.0, 26.0, 39.0, 0.0, 8.0, 5.0, 3.0, 52.0, 2.0, 100.0, 0.0, 1
18.0, 75.0, 51.0, 100.0, 65.0, 72.0, 41.0, 35.0, 8.0, 3.0, 0.0, 0.0, 50.0, 6.0, 100.0, 15.0, 2
38.0, 67.0, 50.0, 100.0, 73.0, 67.0, 41.0, 26.0, 0.0, 2.0, 9.0, 12.0, 54.0, 1.0, 100.0, 0.0, 2
2.0, 59.0, 0.0, 86.0, 41.0, 100.0, 100.0, 100.0, 88.0, 79.0, 59.0, 55.0, 38.0, 28.0, 35.0, 0.0, 7
6.0, 91.0, 55.0, 100.0, 58.0, 90.0, 49.0, 64.0, 88.0, 42.0, 100.0, 12.0, 51.0, 0.0, 0.0, 4.0, 3
0.0, 52.0, 34.0, 63.0, 66.0, 82.0, 100.0, 100.0, 94.0, 78.0, 78.0, 52.0, 62.0, 26.0, 55.0, 0.0, 1
13.0, 88.0, 0.0, 53.0, 17.0, 13.0, 67.0, 0.0, 100.0, 31.0, 91.0, 72.0, 51.0, 100.0, 5.0, 86.0, 0
31.0, 100.0, 15.0, 84.0, 2.0, 65.0, 0.0, 45.0, 20.0, 29.0, 48.0, 21.0, 79.0, 14.0, 100.0, 0.0, 4
