@relation unknow
@attribute at1 real [0.0, 100.0]
@attribute at2 real [0.0, 100.0]
@attribute at3 real [0.0, 100.0]
@attribute at4 real [0.0, 100.0]
@attribute at5 real [0.0, 100.0]
@attribute at6 real [0.0, 100.0]
@attribute at7 real [0.0, 100.0]
@attribute at8 real [0.0, 100.0]
@attribute at9 real [0.0, 100.0]
@attribute at10 real [0.0, 100.0]
@attribute at11 real [0.0, 100.0]
@attribute at12 real [0.0, 100.0]
@attribute at13 real [0.0, 100.0]
@attribute at14 real [0.0, 100.0]
@attribute at15 real [0.0, 100.0]
@attribute at16 real [0.0, 100.0]
@attribute class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs at1, at2, at3, at4, at5, at6, at7, at8, at9, at10, at11, at12, at13, at14, at15, at16
@outputs class
@data
0.0, 99.0, 50.0, 100.0, 77.0, 77.0, 59.0, 50.0, 29.0, 26.0, 0.0, 2.0, 48.0, 0.0, 100.0, 4.0, 2
55.0, 83.0, 100.0, 100.0, 93.0, 83.0, 82.0, 56.0, 84.0, 28.0, 71.0, 2.0, 0.0, 0.0, 73.0, 3.0, 1
0.0, 44.0, 15.0, 0.0, 62.0, 5.0, 95.0, 40.0, 100.0, 88.0, 60.0, 100.0, 27.0, 64.0, 11.0, 17.0, 0
26.0, 87.0, 64.0, 100.0, 66.0, 57.0, 39.0, 21.0, 0.0, 0.0, 15.0, 29.0, 57.0, 21.0, 100.0, 21.0, 2
0.0, 48.0, 35.0, 64.0, 66.0, 82.0, 100.0, 100.0, 94.0, 75.0, 85.0, 50.0, 84.0, 24.0, 93.0, 0.0, 1
40.0, 94.0, 22.0, 95.0, 0.0, 45.0, 23.0, 0.0, 83.0, 10.0, 100.0, 58.0, 61.0, 100.0, 19.0, 75.0, 0
32.0, 75.0, 6.0, 48.0, 0.0, 16.0, 34.0, 0.0, 79.0, 11.0, 100.0, 39.0, 99.0, 70.0, 82.0, 100.0, 0
100.0, 100.0, 49.0, 91.0, 13.0, 62.0, 0.0, 28.0, 33.0, 0.0, 90.0, 15.0, 75.0, 45.0, 8.0, 49.0, 6
100.0, 80.0, 54.0, 100.0, 42.0, 64.0, 92.0, 80.0, 96.0, 76.0, 94.0, 35.0, 62.0, 0.0, 0.0, 8.0, 9
0.0, 52.0, 40.0, 76.0, 80.0, 100.0, 100.0, 91.0, 100.0, 66.0, 91.0, 40.0, 80.0, 15.0, 54.0, 0.0, 1
28.0, 100.0, 0.0, 52.0, 37.0, 99.0, 45.0, 89.0, 51.0, 34.0, 24.0, 2.0, 30.0, 0.0, 100.0, 0.0, 1
29.0, 84.0, 1.0, 73.0, 64.0, 48.0, 65.0, 6.0, 0.0, 0.0, 1.0, 47.0, 26.0, 89.0, 100.0, 100.0, 5
61.0, 59.0, 100.0, 80.0, 66.0, 100.0, 15.0, 85.0, 0.0, 55.0, 55.0, 48.0, 87.0, 32.0, 71.0, 0.0, 9
0.0, 77.0, 36.0, 100.0, 94.0, 98.0, 100.0, 69.0, 58.0, 44.0, 14.0, 21.0, 29.0, 2.0, 90.0, 0.0, 2
21.0, 100.0, 25.0, 88.0, 0.0, 54.0, 20.0, 43.0, 85.0, 42.0, 100.0, 72.0, 91.0, 36.0, 82.0, 0.0, 4
100.0, 89.0, 62.0, 100.0, 47.0, 67.0, 91.0, 79.0, 94.0, 67.0, 91.0, 31.0, 63.0, 0.0, 0.0, 3.0, 9
23.0, 57.0, 70.0, 39.0, 100.0, 0.0, 40.0, 1.0, 51.0, 43.0, 89.0, 83.0, 60.0, 100.0, 0.0, 75.0, 8
0.0, 66.0, 23.0, 100.0, 53.0, 83.0, 41.0, 43.0, 14.0, 10.0, 13.0, 0.0, 56.0, 9.0, 100.0, 12.0, 2
0.0, 86.0, 33.0, 100.0, 60.0, 81.0, 58.0, 59.0, 96.0, 44.0, 100.0, 14.0, 62.0, 0.0, 20.0, 6.0, 3
100.0, 100.0, 73.0, 96.0, 45.0, 68.0, 28.0, 37.0, 27.0, 4.0, 76.0, 0.0, 58.0, 24.0, 0.0, 22.0, 6
20.0, 80.0, 54.0, 100.0, 100.0, 95.0, 74.0, 65.0, 83.0, 41.0, 93.0, 9.0, 47.0, 0.0, 0.0, 2.0, 3
17.0, 87.0, 12.0, 65.0, 64.0, 43.0, 52.0, 0.0, 0.0, 14.0, 4.0, 61.0, 35.0, 97.0, 100.0, 100.0, 5
17.0, 71.0, 38.0, 100.0, 90.0, 85.0, 68.0, 51.0, 66.0, 44.0, 100.0, 15.0, 53.0, 0.0, 0.0, 18.0, 3
42.0, 97.0, 13.0, 94.0, 51.0, 76.0, 57.0, 100.0, 90.0, 64.0, 100.0, 21.0, 55.0, 0.0, 0.0, 0.0, 9
100.0, 100.0, 56.0, 78.0, 24.0, 53.0, 0.0, 27.0, 11.0, 0.0, 74.0, 3.0, 56.0, 23.0, 6.0, 14.0, 6
0.0, 59.0, 31.0, 70.0, 65.0, 87.0, 100.0, 100.0, 87.0, 75.0, 75.0, 51.0, 68.0, 25.0, 60.0, 0.0, 1
0.0, 88.0, 37.0, 100.0, 82.0, 90.0, 70.0, 46.0, 68.0, 0.0, 100.0, 3.0, 93.0, 30.0, 46.0, 38.0, 7
22.0, 100.0, 52.0, 98.0, 58.0, 62.0, 32.0, 33.0, 0.0, 13.0, 27.0, 9.0, 63.0, 5.0, 100.0, 0.0, 2
0.0, 62.0, 50.0, 81.0, 100.0, 100.0, 96.0, 87.0, 71.0, 64.0, 46.0, 43.0, 25.0, 21.0, 32.0, 0.0, 1
100.0, 93.0, 78.0, 95.0, 29.0, 100.0, 0.0, 82.0, 33.0, 70.0, 73.0, 45.0, 61.0, 0.0, 18.0, 1.0, 5
67.0, 86.0, 59.0, 66.0, 95.0, 26.0, 44.0, 0.0, 0.0, 30.0, 59.0, 63.0, 100.0, 98.0, 19.0, 100.0, 8
54.0, 85.0, 94.0, 100.0, 96.0, 61.0, 79.0, 22.0, 84.0, 0.0, 100.0, 32.0, 53.0, 52.0, 0.0, 58.0, 8
52.0, 100.0, 18.0, 64.0, 48.0, 36.0, 11.0, 0.0, 0.0, 19.0, 8.0, 67.0, 41.0, 97.0, 100.0, 98.0, 5
19.0, 77.0, 20.0, 44.0, 36.0, 0.0, 15.0, 7.0, 0.0, 52.0, 8.0, 88.0, 54.0, 99.0, 100.0, 100.0, 5
7.0, 60.0, 100.0, 79.0, 76.0, 100.0, 24.0, 71.0, 80.0, 36.0, 84.0, 0.0, 0.0, 14.0, 47.0, 50.0, 8
30.0, 96.0, 31.0, 62.0, 60.0, 26.0, 24.0, 0.0, 8.0, 35.0, 0.0, 76.0, 35.0, 100.0, 100.0, 100.0, 5
0.0, 61.0, 32.0, 81.0, 74.0, 100.0, 100.0, 93.0, 97.0, 69.0, 97.0, 46.0, 95.0, 23.0, 91.0, 0.0, 1
15.0, 100.0, 0.0, 76.0, 8.0, 50.0, 62.0, 47.0, 100.0, 62.0, 82.0, 57.0, 82.0, 28.0, 85.0, 0.0, 4
0.0, 20.0, 38.0, 56.0, 46.0, 100.0, 6.0, 81.0, 58.0, 56.0, 100.0, 24.0, 50.0, 0.0, 7.0, 15.0, 8
48.0, 100.0, 24.0, 75.0, 5.0, 40.0, 2.0, 5.0, 59.0, 0.0, 100.0, 26.0, 43.0, 30.0, 0.0, 5.0, 6
50.0, 81.0, 74.0, 100.0, 100.0, 75.0, 75.0, 43.0, 36.0, 20.0, 0.0, 28.0, 47.0, 23.0, 84.0, 0.0, 2
17.0, 84.0, 64.0, 100.0, 97.0, 82.0, 66.0, 55.0, 60.0, 40.0, 100.0, 23.0, 60.0, 0.0, 0.0, 6.0, 3
30.0, 96.0, 0.0, 50.0, 7.0, 1.0, 66.0, 0.0, 100.0, 42.0, 86.0, 91.0, 28.0, 100.0, 3.0, 57.0, 0
62.0, 60.0, 100.0, 76.0, 99.0, 100.0, 32.0, 93.0, 0.0, 69.0, 59.0, 53.0, 78.0, 28.0, 56.0, 0.0, 9
75.0, 100.0, 30.0, 81.0, 0.0, 36.0, 19.0, 0.0, 72.0, 14.0, 100.0, 58.0, 70.0, 98.0, 24.0, 74.0, 0
46.0, 75.0, 44.0, 100.0, 79.0, 90.0, 56.0, 44.0, 19.0, 6.0, 0.0, 6.0, 50.0, 10.0, 100.0, 0.0, 2
0.0, 51.0, 47.0, 70.0, 79.0, 100.0, 75.0, 82.0, 67.0, 46.0, 56.0, 11.0, 42.0, 2.0, 100.0, 0.0, 1
29.0, 80.0, 53.0, 100.0, 7.0, 70.0, 0.0, 49.0, 83.0, 48.0, 100.0, 65.0, 61.0, 33.0, 29.0, 0.0, 4
59.0, 54.0, 100.0, 82.0, 84.0, 100.0, 68.0, 62.0, 57.0, 24.0, 0.0, 0.0, 2.0, 0.0, 84.0, 4.0, 1
38.0, 72.0, 59.0, 100.0, 74.0, 99.0, 61.0, 57.0, 48.0, 16.0, 0.0, 3.0, 44.0, 0.0, 100.0, 2.0, 1
54.0, 100.0, 35.0, 79.0, 0.0, 49.0, 19.0, 40.0, 89.0, 38.0, 100.0, 65.0, 81.0, 32.0, 65.0, 0.0, 4
2.0, 78.0, 33.0, 100.0, 88.0, 97.0, 86.0, 71.0, 79.0, 41.0, 100.0, 11.0, 54.0, 0.0, 0.0, 4.0, 3
100.0, 100.0, 59.0, 86.0, 28.0, 58.0, 9.0, 28.0, 34.0, 0.0, 91.0, 9.0, 53.0, 23.0, 0.0, 9.0, 6
0.0, 93.0, 52.0, 100.0, 94.0, 87.0, 80.0, 63.0, 53.0, 42.0, 23.0, 20.0, 42.0, 3.0, 100.0, 0.0, 2
0.0, 100.0, 3.0, 100.0, 52.0, 99.0, 100.0, 100.0, 73.0, 86.0, 50.0, 57.0, 32.0, 27.0, 34.0, 0.0, 7
88.0, 95.0, 100.0, 100.0, 49.0, 73.0, 12.0, 42.0, 19.0, 10.0, 97.0, 0.0, 85.0, 18.0, 0.0, 17.0, 6
48.0, 84.0, 38.0, 41.0, 20.0, 0.0, 0.0, 14.0, 37.0, 51.0, 89.0, 81.0, 100.0, 100.0, 36.0, 84.0, 8
38.0, 68.0, 56.0, 100.0, 54.0, 50.0, 32.0, 8.0, 0.0, 0.0, 28.0, 16.0, 63.0, 2.0, 100.0, 8.0, 2
83.0, 100.0, 0.0, 91.0, 11.0, 65.0, 89.0, 76.0, 100.0, 95.0, 83.0, 65.0, 62.0, 33.0, 46.0, 0.0, 9
0.0, 100.0, 75.0, 94.0, 72.0, 59.0, 56.0, 22.0, 45.0, 0.0, 8.0, 32.0, 20.0, 43.0, 100.0, 41.0, 7
61.0, 88.0, 100.0, 100.0, 96.0, 81.0, 75.0, 60.0, 80.0, 36.0, 81.0, 13.0, 44.0, 0.0, 0.0, 1.0, 3
88.0, 100.0, 9.0, 93.0, 8.0, 45.0, 55.0, 0.0, 0.0, 6.0, 37.0, 50.0, 100.0, 84.0, 44.0, 99.0, 8
0.0, 25.0, 52.0, 58.0, 76.0, 98.0, 15.0, 100.0, 54.0, 64.0, 100.0, 29.0, 49.0, 0.0, 9.0, 28.0, 8
34.0, 100.0, 24.0, 100.0, 0.0, 53.0, 8.0, 4.0, 59.0, 0.0, 100.0, 34.0, 69.0, 68.0, 14.0, 69.0, 0
81.0, 100.0, 39.0, 77.0, 17.0, 42.0, 22.0, 5.0, 78.0, 0.0, 100.0, 31.0, 45.0, 46.0, 0.0, 27.0, 6
79.0, 89.0, 57.0, 100.0, 65.0, 89.0, 100.0, 91.0, 83.0, 62.0, 59.0, 36.0, 32.0, 13.0, 0.0, 0.0, 9
0.0, 91.0, 0.0, 100.0, 57.0, 99.0, 100.0, 99.0, 64.0, 78.0, 45.0, 53.0, 37.0, 26.0, 44.0, 0.0, 7
68.0, 89.0, 20.0, 86.0, 0.0, 49.0, 22.0, 11.0, 70.0, 0.0, 100.0, 32.0, 94.0, 73.0, 57.0, 100.0, 0
77.0, 99.0, 43.0, 77.0, 34.0, 36.0, 0.0, 0.0, 23.0, 34.0, 66.0, 68.0, 100.0, 100.0, 39.0, 78.0, 8
0.0, 88.0, 41.0, 100.0, 91.0, 91.0, 73.0, 46.0, 50.0, 1.0, 32.0, 0.0, 45.0, 27.0, 100.0, 37.0, 7
24.0, 90.0, 76.0, 71.0, 65.0, 100.0, 30.0, 72.0, 93.0, 72.0, 100.0, 33.0, 61.0, 0.0, 0.0, 18.0, 9
34.0, 93.0, 92.0, 100.0, 53.0, 92.0, 0.0, 73.0, 49.0, 61.0, 100.0, 40.0, 86.0, 10.0, 26.0, 0.0, 5
87.0, 87.0, 44.0, 100.0, 24.0, 74.0, 70.0, 67.0, 100.0, 57.0, 89.0, 12.0, 46.0, 0.0, 0.0, 11.0, 9
7.0, 89.0, 44.0, 100.0, 100.0, 80.0, 69.0, 40.0, 47.0, 0.0, 91.0, 15.0, 85.0, 35.0, 0.0, 35.0, 7
9.0, 45.0, 30.0, 10.0, 65.0, 0.0, 95.0, 30.0, 100.0, 72.0, 72.0, 100.0, 32.0, 88.0, 0.0, 61.0, 0
0.0, 100.0, 27.0, 100.0, 64.0, 99.0, 100.0, 96.0, 78.0, 73.0, 50.0, 47.0, 33.0, 13.0, 36.0, 0.0, 7
4.0, 79.0, 65.0, 100.0, 67.0, 86.0, 67.0, 58.0, 67.0, 29.0, 23.0, 5.0, 0.0, 0.0, 100.0, 5.0, 1
72.0, 100.0, 25.0, 79.0, 0.0, 37.0, 26.0, 0.0, 79.0, 19.0, 100.0, 62.0, 67.0, 97.0, 22.0, 73.0, 0
36.0, 95.0, 10.0, 59.0, 19.0, 10.0, 66.0, 0.0, 100.0, 37.0, 97.0, 85.0, 48.0, 100.0, 0.0, 81.0, 0
37.0, 55.0, 100.0, 72.0, 94.0, 100.0, 52.0, 75.0, 57.0, 37.0, 57.0, 0.0, 0.0, 2.0, 9.0, 36.0, 8
73.0, 94.0, 26.0, 99.0, 0.0, 57.0, 16.0, 7.0, 64.0, 0.0, 100.0, 36.0, 94.0, 87.0, 48.0, 100.0, 0
77.0, 83.0, 74.0, 100.0, 97.0, 81.0, 70.0, 56.0, 100.0, 35.0, 86.0, 10.0, 43.0, 0.0, 0.0, 7.0, 3
35.0, 84.0, 0.0, 65.0, 4.0, 21.0, 49.0, 0.0, 95.0, 24.0, 100.0, 67.0, 64.0, 100.0, 5.0, 95.0, 0
85.0, 100.0, 19.0, 76.0, 100.0, 62.0, 47.0, 97.0, 26.0, 50.0, 0.0, 18.0, 81.0, 0.0, 48.0, 43.0, 8
45.0, 100.0, 18.0, 74.0, 0.0, 44.0, 59.0, 35.0, 100.0, 52.0, 95.0, 62.0, 75.0, 32.0, 70.0, 0.0, 4
19.0, 56.0, 16.0, 68.0, 61.0, 86.0, 100.0, 100.0, 71.0, 75.0, 42.0, 51.0, 16.0, 26.0, 0.0, 0.0, 1
0.0, 81.0, 38.0, 100.0, 71.0, 82.0, 54.0, 41.0, 33.0, 0.0, 26.0, 14.0, 43.0, 46.0, 100.0, 55.0, 7
67.0, 79.0, 33.0, 62.0, 100.0, 30.0, 71.0, 0.0, 43.0, 32.0, 87.0, 68.0, 93.0, 100.0, 0.0, 79.0, 8
7.0, 86.0, 22.0, 63.0, 95.0, 54.0, 100.0, 9.0, 30.0, 0.0, 1.0, 46.0, 0.0, 93.0, 75.0, 100.0, 5
85.0, 82.0, 16.0, 71.0, 21.0, 100.0, 78.0, 100.0, 88.0, 64.0, 100.0, 28.0, 70.0, 0.0, 0.0, 13.0, 9
31.0, 96.0, 0.0, 55.0, 57.0, 54.0, 64.0, 6.0, 20.0, 0.0, 22.0, 61.0, 39.0, 99.0, 100.0, 100.0, 5
7.0, 69.0, 17.0, 100.0, 30.0, 70.0, 20.0, 33.0, 0.0, 2.0, 25.0, 0.0, 62.0, 2.0, 100.0, 7.0, 2
13.0, 69.0, 78.0, 100.0, 100.0, 73.0, 59.0, 36.0, 11.0, 0.0, 87.0, 11.0, 87.0, 45.0, 0.0, 69.0, 8
40.0, 82.0, 0.0, 48.0, 8.0, 0.0, 65.0, 5.0, 100.0, 45.0, 99.0, 93.0, 45.0, 100.0, 5.0, 64.0, 0
19.0, 82.0, 2.0, 66.0, 0.0, 23.0, 33.0, 0.0, 78.0, 14.0, 100.0, 50.0, 77.0, 86.0, 33.0, 100.0, 0
0.0, 87.0, 64.0, 100.0, 100.0, 81.0, 74.0, 48.0, 41.0, 16.0, 3.0, 0.0, 9.0, 27.0, 78.0, 36.0, 7
22.0, 98.0, 2.0, 66.0, 0.0, 17.0, 43.0, 0.0, 85.0, 26.0, 100.0, 73.0, 61.0, 100.0, 12.0, 86.0, 0
38.0, 100.0, 0.0, 76.0, 0.0, 47.0, 77.0, 47.0, 100.0, 71.0, 79.0, 64.0, 64.0, 32.0, 56.0, 0.0, 4
27.0, 100.0, 16.0, 71.0, 0.0, 36.0, 27.0, 21.0, 100.0, 25.0, 91.0, 49.0, 54.0, 34.0, 56.0, 0.0, 4
26.0, 75.0, 59.0, 41.0, 65.0, 3.0, 0.0, 0.0, 14.0, 36.0, 63.0, 66.0, 100.0, 100.0, 36.0, 90.0, 8
34.0, 100.0, 9.0, 76.0, 0.0, 50.0, 51.0, 35.0, 100.0, 52.0, 89.0, 51.0, 86.0, 24.0, 85.0, 0.0, 4
52.0, 98.0, 100.0, 100.0, 100.0, 80.0, 63.0, 61.0, 93.0, 40.0, 96.0, 16.0, 51.0, 3.0, 0.0, 0.0, 3
89.0, 94.0, 56.0, 100.0, 15.0, 83.0, 34.0, 56.0, 89.0, 54.0, 100.0, 19.0, 55.0, 0.0, 0.0, 10.0, 5
0.0, 82.0, 24.0, 100.0, 53.0, 87.0, 57.0, 59.0, 47.0, 33.0, 32.0, 7.0, 62.0, 0.0, 100.0, 1.0, 2
47.0, 85.0, 41.0, 100.0, 77.0, 82.0, 61.0, 53.0, 100.0, 36.0, 93.0, 10.0, 43.0, 0.0, 0.0, 10.0, 3
18.0, 88.0, 47.0, 100.0, 47.0, 71.0, 21.0, 47.0, 0.0, 21.0, 22.0, 1.0, 61.0, 0.0, 100.0, 3.0, 2
92.0, 77.0, 88.0, 100.0, 46.0, 83.0, 79.0, 69.0, 100.0, 54.0, 97.0, 18.0, 53.0, 0.0, 0.0, 6.0, 9
100.0, 100.0, 49.0, 93.0, 17.0, 64.0, 0.0, 31.0, 18.0, 0.0, 71.0, 5.0, 63.0, 32.0, 8.0, 27.0, 6
0.0, 77.0, 18.0, 100.0, 62.0, 100.0, 71.0, 72.0, 72.0, 41.0, 100.0, 17.0, 75.0, 0.0, 32.0, 4.0, 3
100.0, 98.0, 54.0, 100.0, 13.0, 83.0, 11.0, 49.0, 53.0, 55.0, 73.0, 27.0, 46.0, 0.0, 0.0, 5.0, 5
0.0, 88.0, 61.0, 68.0, 100.0, 90.0, 14.0, 100.0, 24.0, 79.0, 80.0, 54.0, 46.0, 25.0, 3.0, 0.0, 9
97.0, 100.0, 51.0, 77.0, 19.0, 48.0, 0.0, 18.0, 44.0, 0.0, 100.0, 16.0, 65.0, 31.0, 12.0, 14.0, 6
87.0, 100.0, 36.0, 71.0, 85.0, 35.0, 52.0, 0.0, 0.0, 13.0, 51.0, 49.0, 100.0, 85.0, 44.0, 97.0, 8
6.0, 97.0, 58.0, 100.0, 100.0, 85.0, 76.0, 56.0, 44.0, 29.0, 25.0, 0.0, 0.0, 29.0, 53.0, 37.0, 7
52.0, 81.0, 86.0, 100.0, 89.0, 72.0, 63.0, 53.0, 100.0, 42.0, 85.0, 11.0, 43.0, 0.0, 0.0, 11.0, 3
46.0, 78.0, 59.0, 42.0, 51.0, 0.0, 0.0, 6.0, 47.0, 39.0, 100.0, 69.0, 90.0, 100.0, 21.0, 94.0, 8
54.0, 57.0, 70.0, 100.0, 0.0, 83.0, 37.0, 41.0, 90.0, 0.0, 19.0, 0.0, 36.0, 45.0, 100.0, 82.0, 8
50.0, 100.0, 63.0, 96.0, 30.0, 65.0, 0.0, 36.0, 13.0, 8.0, 85.0, 22.0, 100.0, 30.0, 80.0, 0.0, 4
43.0, 92.0, 70.0, 100.0, 68.0, 66.0, 39.0, 37.0, 0.0, 18.0, 17.0, 34.0, 56.0, 13.0, 100.0, 0.0, 2
0.0, 85.0, 41.0, 100.0, 62.0, 73.0, 57.0, 36.0, 49.0, 0.0, 27.0, 20.0, 53.0, 32.0, 100.0, 35.0, 7
33.0, 76.0, 68.0, 100.0, 71.0, 64.0, 42.0, 29.0, 4.0, 0.0, 0.0, 15.0, 49.0, 15.0, 100.0, 7.0, 2
89.0, 100.0, 43.0, 90.0, 64.0, 73.0, 67.0, 77.0, 82.0, 44.0, 100.0, 12.0, 54.0, 0.0, 0.0, 4.0, 9
100.0, 100.0, 57.0, 94.0, 29.0, 76.0, 48.0, 63.0, 83.0, 49.0, 71.0, 19.0, 36.0, 0.0, 0.0, 4.0, 5
31.0, 96.0, 18.0, 51.0, 27.0, 100.0, 26.0, 67.0, 40.0, 17.0, 0.0, 0.0, 44.0, 6.0, 100.0, 7.0, 1
17.0, 77.0, 38.0, 100.0, 54.0, 73.0, 32.0, 39.0, 0.0, 11.0, 6.0, 10.0, 53.0, 0.0, 100.0, 3.0, 2
81.0, 100.0, 47.0, 96.0, 14.0, 62.0, 6.0, 22.0, 53.0, 0.0, 100.0, 19.0, 46.0, 34.0, 0.0, 12.0, 6
23.0, 89.0, 68.0, 100.0, 100.0, 88.0, 68.0, 67.0, 63.0, 45.0, 90.0, 25.0, 50.0, 8.0, 0.0, 0.0, 3
0.0, 60.0, 9.0, 62.0, 54.0, 81.0, 99.0, 100.0, 100.0, 82.0, 76.0, 55.0, 52.0, 28.0, 33.0, 0.0, 1
80.0, 100.0, 24.0, 98.0, 28.0, 70.0, 92.0, 91.0, 94.0, 86.0, 100.0, 50.0, 70.0, 18.0, 0.0, 0.0, 9
0.0, 96.0, 31.0, 100.0, 81.0, 93.0, 76.0, 48.0, 56.0, 1.0, 44.0, 0.0, 49.0, 32.0, 100.0, 35.0, 7
83.0, 61.0, 96.0, 97.0, 50.0, 100.0, 54.0, 66.0, 100.0, 62.0, 92.0, 21.0, 49.0, 0.0, 0.0, 3.0, 9
0.0, 83.0, 21.0, 100.0, 62.0, 93.0, 57.0, 46.0, 51.0, 0.0, 29.0, 10.0, 56.0, 21.0, 100.0, 28.0, 7
0.0, 45.0, 29.0, 67.0, 62.0, 89.0, 100.0, 100.0, 84.0, 75.0, 65.0, 50.0, 53.0, 26.0, 49.0, 0.0, 1
27.0, 100.0, 8.0, 73.0, 0.0, 45.0, 11.0, 17.0, 51.0, 0.0, 100.0, 3.0, 82.0, 20.0, 37.0, 9.0, 6
28.0, 74.0, 68.0, 100.0, 97.0, 87.0, 61.0, 57.0, 100.0, 38.0, 96.0, 8.0, 44.0, 0.0, 0.0, 13.0, 3
58.0, 84.0, 91.0, 100.0, 100.0, 84.0, 77.0, 60.0, 87.0, 35.0, 80.0, 10.0, 41.0, 1.0, 0.0, 0.0, 3
12.0, 90.0, 67.0, 100.0, 71.0, 70.0, 26.0, 44.0, 71.0, 47.0, 100.0, 19.0, 50.0, 0.0, 0.0, 14.0, 3
0.0, 82.0, 9.0, 59.0, 56.0, 34.0, 41.0, 0.0, 10.0, 30.0, 3.0, 67.0, 42.0, 96.0, 100.0, 100.0, 5
0.0, 76.0, 30.0, 48.0, 53.0, 9.0, 11.0, 0.0, 47.0, 34.0, 97.0, 66.0, 100.0, 100.0, 38.0, 85.0, 8
100.0, 83.0, 25.0, 100.0, 16.0, 67.0, 58.0, 28.0, 12.0, 0.0, 0.0, 33.0, 65.0, 65.0, 89.0, 91.0, 8
0.0, 93.0, 41.0, 100.0, 57.0, 65.0, 47.0, 26.0, 21.0, 0.0, 2.0, 35.0, 51.0, 38.0, 100.0, 36.0, 7
0.0, 100.0, 52.0, 94.0, 74.0, 60.0, 71.0, 23.0, 55.0, 0.0, 9.0, 21.0, 43.0, 31.0, 100.0, 31.0, 7
49.0, 80.0, 46.0, 69.0, 65.0, 27.0, 30.0, 0.0, 0.0, 33.0, 49.0, 67.0, 100.0, 100.0, 27.0, 99.0, 8
11.0, 72.0, 45.0, 100.0, 100.0, 98.0, 90.0, 60.0, 49.0, 31.0, 0.0, 10.0, 15.0, 2.0, 74.0, 0.0, 2
100.0, 100.0, 50.0, 91.0, 19.0, 66.0, 0.0, 40.0, 0.0, 13.0, 48.0, 0.0, 94.0, 15.0, 44.0, 21.0, 6
48.0, 100.0, 20.0, 88.0, 0.0, 72.0, 4.0, 54.0, 21.0, 39.0, 52.0, 28.0, 79.0, 15.0, 100.0, 0.0, 4
