@relation unknow
@attribute at1 real [0.0, 100.0]
@attribute at2 real [0.0, 100.0]
@attribute at3 real [0.0, 100.0]
@attribute at4 real [0.0, 100.0]
@attribute at5 real [0.0, 100.0]
@attribute at6 real [0.0, 100.0]
@attribute at7 real [0.0, 100.0]
@attribute at8 real [0.0, 100.0]
@attribute at9 real [0.0, 100.0]
@attribute at10 real [0.0, 100.0]
@attribute at11 real [0.0, 100.0]
@attribute at12 real [0.0, 100.0]
@attribute at13 real [0.0, 100.0]
@attribute at14 real [0.0, 100.0]
@attribute at15 real [0.0, 100.0]
@attribute at16 real [0.0, 100.0]
@attribute class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs at1, at2, at3, at4, at5, at6, at7, at8, at9, at10, at11, at12, at13, at14, at15, at16
@outputs class
@data
17.0, 100.0, 3.0, 75.0, 0.0, 43.0, 60.0, 46.0, 100.0, 62.0, 94.0, 69.0, 92.0, 34.0, 92.0, 0.0, 4
0.0, 95.0, 37.0, 99.0, 77.0, 100.0, 100.0, 74.0, 98.0, 37.0, 95.0, 0.0, 70.0, 13.0, 77.0, 31.0, 7
39.0, 94.0, 100.0, 100.0, 99.0, 98.0, 36.0, 92.0, 50.0, 69.0, 93.0, 39.0, 61.0, 7.0, 0.0, 0.0, 5
30.0, 100.0, 90.0, 99.0, 81.0, 100.0, 32.0, 78.0, 52.0, 57.0, 100.0, 31.0, 58.0, 0.0, 0.0, 17.0, 5
0.0, 89.0, 61.0, 100.0, 90.0, 74.0, 69.0, 37.0, 42.0, 2.0, 27.0, 0.0, 35.0, 30.0, 100.0, 38.0, 7
0.0, 32.0, 34.0, 50.0, 63.0, 76.0, 94.0, 100.0, 100.0, 84.0, 86.0, 55.0, 73.0, 27.0, 70.0, 0.0, 1
55.0, 76.0, 70.0, 100.0, 95.0, 78.0, 72.0, 50.0, 40.0, 25.0, 0.0, 3.0, 40.0, 0.0, 100.0, 2.0, 2
66.0, 90.0, 6.0, 55.0, 100.0, 73.0, 45.0, 100.0, 33.0, 46.0, 0.0, 0.0, 89.0, 11.0, 13.0, 23.0, 8
59.0, 90.0, 16.0, 88.0, 0.0, 41.0, 25.0, 0.0, 77.0, 10.0, 100.0, 55.0, 82.0, 100.0, 35.0, 94.0, 0
0.0, 77.0, 13.0, 100.0, 57.0, 99.0, 60.0, 64.0, 38.0, 30.0, 11.0, 2.0, 57.0, 0.0, 100.0, 6.0, 2
32.0, 99.0, 35.0, 63.0, 56.0, 21.0, 17.0, 0.0, 0.0, 36.0, 12.0, 82.0, 54.0, 100.0, 100.0, 83.0, 5
76.0, 95.0, 23.0, 100.0, 36.0, 60.0, 68.0, 22.0, 23.0, 0.0, 0.0, 33.0, 46.0, 65.0, 100.0, 94.0, 8
13.0, 98.0, 0.0, 74.0, 51.0, 57.0, 32.0, 0.0, 2.0, 22.0, 4.0, 85.0, 41.0, 100.0, 100.0, 100.0, 5
0.0, 66.0, 1.0, 64.0, 26.0, 53.0, 63.0, 26.0, 12.0, 0.0, 12.0, 52.0, 33.0, 91.0, 100.0, 100.0, 5
7.0, 97.0, 15.0, 68.0, 65.0, 39.0, 31.0, 0.0, 0.0, 25.0, 4.0, 77.0, 33.0, 97.0, 100.0, 100.0, 5
0.0, 81.0, 54.0, 58.0, 100.0, 82.0, 33.0, 100.0, 37.0, 81.0, 82.0, 55.0, 72.0, 20.0, 12.0, 0.0, 9
87.0, 62.0, 61.0, 100.0, 0.0, 87.0, 18.0, 48.0, 78.0, 73.0, 100.0, 63.0, 71.0, 20.0, 10.0, 0.0, 9
0.0, 78.0, 23.0, 100.0, 77.0, 99.0, 100.0, 75.0, 70.0, 50.0, 30.0, 28.0, 29.0, 6.0, 84.0, 0.0, 2
0.0, 53.0, 26.0, 84.0, 32.0, 100.0, 33.0, 65.0, 36.0, 29.0, 3.0, 0.0, 6.0, 2.0, 100.0, 6.0, 1
35.0, 100.0, 26.0, 74.0, 0.0, 47.0, 54.0, 38.0, 100.0, 48.0, 91.0, 58.0, 84.0, 29.0, 74.0, 0.0, 4
0.0, 35.0, 39.0, 52.0, 71.0, 75.0, 100.0, 100.0, 82.0, 76.0, 59.0, 51.0, 36.0, 25.0, 9.0, 0.0, 1
87.0, 90.0, 38.0, 100.0, 0.0, 82.0, 46.0, 71.0, 100.0, 71.0, 73.0, 47.0, 38.0, 24.0, 27.0, 0.0, 9
0.0, 0.0, 39.0, 12.0, 76.0, 32.0, 96.0, 58.0, 97.0, 84.0, 59.0, 100.0, 53.0, 77.0, 100.0, 63.0, 9
19.0, 74.0, 47.0, 100.0, 81.0, 83.0, 57.0, 51.0, 18.0, 26.0, 0.0, 9.0, 54.0, 6.0, 100.0, 0.0, 2
0.0, 95.0, 48.0, 100.0, 89.0, 80.0, 78.0, 38.0, 51.0, 0.0, 27.0, 21.0, 51.0, 39.0, 100.0, 31.0, 7
100.0, 100.0, 69.0, 96.0, 38.0, 66.0, 14.0, 33.0, 19.0, 0.0, 68.0, 3.0, 52.0, 32.0, 0.0, 25.0, 6
45.0, 77.0, 74.0, 100.0, 100.0, 87.0, 74.0, 58.0, 81.0, 40.0, 74.0, 6.0, 37.0, 0.0, 0.0, 11.0, 3
0.0, 91.0, 28.0, 100.0, 73.0, 91.0, 55.0, 46.0, 40.0, 0.0, 28.0, 8.0, 44.0, 38.0, 100.0, 45.0, 7
0.0, 94.0, 44.0, 100.0, 80.0, 86.0, 57.0, 43.0, 33.0, 0.0, 28.0, 2.0, 41.0, 38.0, 100.0, 44.0, 7
25.0, 77.0, 3.0, 60.0, 11.0, 0.0, 71.0, 4.0, 100.0, 57.0, 56.0, 100.0, 2.0, 66.0, 0.0, 11.0, 0
29.0, 66.0, 53.0, 100.0, 92.0, 91.0, 81.0, 52.0, 50.0, 18.0, 0.0, 0.0, 42.0, 6.0, 100.0, 6.0, 2
0.0, 38.0, 36.0, 54.0, 68.0, 78.0, 100.0, 100.0, 78.0, 75.0, 59.0, 50.0, 44.0, 25.0, 34.0, 0.0, 1
100.0, 100.0, 64.0, 96.0, 55.0, 68.0, 88.0, 92.0, 86.0, 66.0, 76.0, 28.0, 42.0, 1.0, 0.0, 0.0, 9
81.0, 76.0, 15.0, 100.0, 0.0, 65.0, 100.0, 33.0, 65.0, 0.0, 10.0, 28.0, 90.0, 64.0, 73.0, 94.0, 8
21.0, 74.0, 30.0, 100.0, 72.0, 77.0, 66.0, 36.0, 31.0, 2.0, 0.0, 14.0, 52.0, 24.0, 100.0, 0.0, 2
100.0, 100.0, 68.0, 78.0, 39.0, 55.0, 14.0, 32.0, 0.0, 5.0, 34.0, 0.0, 57.0, 23.0, 15.0, 19.0, 6
23.0, 100.0, 14.0, 76.0, 11.0, 41.0, 94.0, 35.0, 100.0, 51.0, 52.0, 71.0, 24.0, 35.0, 0.0, 0.0, 4
27.0, 87.0, 18.0, 44.0, 33.0, 0.0, 79.0, 0.0, 100.0, 42.0, 82.0, 85.0, 32.0, 100.0, 0.0, 66.0, 0
100.0, 100.0, 57.0, 78.0, 29.0, 51.0, 22.0, 19.0, 61.0, 0.0, 97.0, 21.0, 57.0, 40.0, 0.0, 35.0, 6
51.0, 100.0, 29.0, 82.0, 10.0, 60.0, 0.0, 35.0, 27.0, 20.0, 69.0, 22.0, 100.0, 25.0, 100.0, 0.0, 4
100.0, 90.0, 95.0, 100.0, 59.0, 70.0, 27.0, 38.0, 6.0, 5.0, 54.0, 0.0, 65.0, 27.0, 0.0, 18.0, 6
15.0, 100.0, 0.0, 68.0, 39.0, 37.0, 19.0, 0.0, 1.0, 45.0, 6.0, 89.0, 53.0, 97.0, 100.0, 99.0, 5
30.0, 93.0, 34.0, 78.0, 75.0, 100.0, 18.0, 95.0, 79.0, 75.0, 100.0, 37.0, 72.0, 5.0, 0.0, 0.0, 9
35.0, 100.0, 17.0, 68.0, 0.0, 36.0, 50.0, 37.0, 100.0, 36.0, 81.0, 58.0, 62.0, 35.0, 56.0, 0.0, 4
49.0, 78.0, 34.0, 60.0, 30.0, 18.0, 0.0, 0.0, 19.0, 39.0, 57.0, 73.0, 100.0, 100.0, 44.0, 82.0, 8
100.0, 100.0, 58.0, 81.0, 24.0, 56.0, 0.0, 28.0, 11.0, 0.0, 64.0, 3.0, 62.0, 25.0, 7.0, 25.0, 6
93.0, 100.0, 46.0, 78.0, 13.0, 51.0, 0.0, 21.0, 38.0, 0.0, 100.0, 8.0, 78.0, 28.0, 15.0, 22.0, 6
100.0, 100.0, 60.0, 85.0, 72.0, 61.0, 96.0, 91.0, 95.0, 59.0, 79.0, 24.0, 43.0, 1.0, 0.0, 0.0, 9
57.0, 100.0, 0.0, 75.0, 62.0, 40.0, 62.0, 0.0, 2.0, 15.0, 56.0, 53.0, 100.0, 93.0, 23.0, 95.0, 8
36.0, 88.0, 100.0, 100.0, 83.0, 93.0, 25.0, 76.0, 39.0, 53.0, 97.0, 45.0, 60.0, 17.0, 0.0, 0.0, 5
53.0, 80.0, 72.0, 100.0, 100.0, 79.0, 76.0, 52.0, 67.0, 28.0, 89.0, 8.0, 45.0, 0.0, 0.0, 2.0, 3
0.0, 100.0, 17.0, 100.0, 10.0, 74.0, 4.0, 48.0, 42.0, 29.0, 100.0, 44.0, 81.0, 25.0, 98.0, 0.0, 4
0.0, 94.0, 45.0, 100.0, 54.0, 68.0, 47.0, 34.0, 40.0, 0.0, 13.0, 29.0, 47.0, 41.0, 100.0, 46.0, 7
30.0, 79.0, 4.0, 66.0, 68.0, 31.0, 41.0, 0.0, 0.0, 28.0, 57.0, 64.0, 100.0, 100.0, 0.0, 92.0, 8
95.0, 59.0, 74.0, 100.0, 6.0, 96.0, 0.0, 52.0, 64.0, 59.0, 100.0, 70.0, 73.0, 26.0, 15.0, 0.0, 9
0.0, 39.0, 28.0, 50.0, 55.0, 65.0, 81.0, 85.0, 100.0, 100.0, 82.0, 69.0, 67.0, 35.0, 56.0, 0.0, 1
0.0, 73.0, 49.0, 82.0, 94.0, 100.0, 100.0, 86.0, 82.0, 65.0, 65.0, 43.0, 43.0, 22.0, 29.0, 0.0, 1
78.0, 100.0, 29.0, 88.0, 0.0, 52.0, 2.0, 10.0, 55.0, 0.0, 100.0, 26.0, 98.0, 67.0, 51.0, 77.0, 0
0.0, 90.0, 61.0, 100.0, 85.0, 83.0, 44.0, 64.0, 51.0, 48.0, 100.0, 32.0, 63.0, 13.0, 5.0, 0.0, 3
73.0, 92.0, 0.0, 100.0, 23.0, 63.0, 77.0, 31.0, 50.0, 0.0, 7.0, 30.0, 52.0, 66.0, 100.0, 98.0, 8
100.0, 85.0, 48.0, 67.0, 0.0, 74.0, 32.0, 100.0, 77.0, 92.0, 80.0, 61.0, 77.0, 30.0, 75.0, 0.0, 9
0.0, 70.0, 19.0, 100.0, 43.0, 77.0, 36.0, 44.0, 13.0, 15.0, 11.0, 15.0, 57.0, 14.0, 100.0, 0.0, 2
0.0, 71.0, 34.0, 80.0, 88.0, 100.0, 100.0, 93.0, 78.0, 69.0, 66.0, 46.0, 53.0, 23.0, 41.0, 0.0, 1
19.0, 100.0, 0.0, 73.0, 18.0, 53.0, 100.0, 63.0, 100.0, 78.0, 62.0, 53.0, 25.0, 27.0, 0.0, 0.0, 4
45.0, 36.0, 76.0, 67.0, 100.0, 100.0, 96.0, 74.0, 92.0, 39.0, 86.0, 9.0, 0.0, 0.0, 92.0, 0.0, 1
0.0, 41.0, 25.0, 63.0, 60.0, 81.0, 95.0, 100.0, 100.0, 83.0, 88.0, 55.0, 76.0, 27.0, 67.0, 0.0, 1
9.0, 97.0, 0.0, 48.0, 22.0, 1.0, 75.0, 0.0, 100.0, 46.0, 87.0, 97.0, 39.0, 100.0, 5.0, 58.0, 0
50.0, 100.0, 31.0, 75.0, 0.0, 50.0, 40.0, 40.0, 94.0, 49.0, 100.0, 47.0, 62.0, 25.0, 33.0, 0.0, 4
0.0, 89.0, 34.0, 100.0, 61.0, 85.0, 52.0, 60.0, 66.0, 37.0, 100.0, 21.0, 86.0, 4.0, 44.0, 0.0, 3
0.0, 58.0, 44.0, 39.0, 75.0, 9.0, 55.0, 0.0, 25.0, 30.0, 15.0, 63.0, 49.0, 90.0, 100.0, 100.0, 5
32.0, 83.0, 12.0, 92.0, 5.0, 41.0, 38.0, 0.0, 100.0, 28.0, 98.0, 76.0, 36.0, 100.0, 0.0, 60.0, 0
56.0, 94.0, 21.0, 74.0, 100.0, 89.0, 29.0, 100.0, 0.0, 63.0, 2.0, 0.0, 74.0, 21.0, 20.0, 66.0, 8
100.0, 100.0, 52.0, 87.0, 17.0, 60.0, 0.0, 29.0, 17.0, 0.0, 71.0, 4.0, 58.0, 29.0, 0.0, 30.0, 6
22.0, 99.0, 0.0, 54.0, 50.0, 55.0, 56.0, 0.0, 14.0, 2.0, 22.0, 66.0, 48.0, 100.0, 100.0, 96.0, 5
37.0, 100.0, 28.0, 83.0, 10.0, 47.0, 16.0, 11.0, 66.0, 0.0, 100.0, 23.0, 51.0, 35.0, 0.0, 23.0, 6
72.0, 100.0, 22.0, 84.0, 0.0, 54.0, 5.0, 21.0, 50.0, 0.0, 100.0, 15.0, 75.0, 42.0, 21.0, 34.0, 6
25.0, 80.0, 75.0, 100.0, 92.0, 69.0, 72.0, 35.0, 52.0, 0.0, 100.0, 18.0, 61.0, 48.0, 0.0, 65.0, 8
0.0, 89.0, 39.0, 98.0, 87.0, 100.0, 85.0, 63.0, 77.0, 23.0, 72.0, 0.0, 53.0, 35.0, 100.0, 41.0, 7
22.0, 75.0, 58.0, 41.0, 38.0, 0.0, 0.0, 8.0, 55.0, 39.0, 100.0, 74.0, 60.0, 100.0, 7.0, 76.0, 8
83.0, 71.0, 75.0, 100.0, 31.0, 85.0, 72.0, 74.0, 100.0, 62.0, 86.0, 26.0, 51.0, 0.0, 0.0, 5.0, 9
31.0, 100.0, 32.0, 94.0, 1.0, 56.0, 0.0, 13.0, 53.0, 0.0, 100.0, 21.0, 56.0, 37.0, 5.0, 18.0, 6
0.0, 67.0, 45.0, 80.0, 100.0, 100.0, 50.0, 85.0, 32.0, 64.0, 23.0, 42.0, 18.0, 21.0, 14.0, 0.0, 1
43.0, 89.0, 79.0, 64.0, 79.0, 100.0, 32.0, 77.0, 88.0, 78.0, 100.0, 36.0, 69.0, 0.0, 0.0, 3.0, 9
0.0, 100.0, 16.0, 66.0, 45.0, 34.0, 66.0, 0.0, 39.0, 28.0, 18.0, 62.0, 40.0, 94.0, 100.0, 99.0, 5
0.0, 60.0, 37.0, 78.0, 79.0, 96.0, 100.0, 100.0, 79.0, 75.0, 59.0, 50.0, 40.0, 25.0, 22.0, 0.0, 1
45.0, 80.0, 69.0, 100.0, 85.0, 75.0, 57.0, 53.0, 100.0, 45.0, 81.0, 14.0, 33.0, 0.0, 0.0, 14.0, 3
34.0, 68.0, 63.0, 100.0, 65.0, 65.0, 36.0, 29.0, 0.0, 0.0, 6.0, 9.0, 52.0, 16.0, 100.0, 7.0, 2
15.0, 79.0, 50.0, 100.0, 74.0, 78.0, 39.0, 52.0, 82.0, 42.0, 100.0, 14.0, 54.0, 0.0, 0.0, 4.0, 3
8.0, 100.0, 0.0, 57.0, 22.0, 9.0, 72.0, 0.0, 100.0, 43.0, 78.0, 94.0, 32.0, 95.0, 7.0, 48.0, 0
4.0, 100.0, 18.0, 98.0, 0.0, 58.0, 43.0, 38.0, 100.0, 48.0, 97.0, 79.0, 80.0, 41.0, 77.0, 0.0, 4
69.0, 98.0, 22.0, 93.0, 46.0, 71.0, 57.0, 100.0, 85.0, 65.0, 100.0, 22.0, 56.0, 0.0, 0.0, 5.0, 9
13.0, 100.0, 0.0, 43.0, 25.0, 0.0, 67.0, 0.0, 100.0, 34.0, 95.0, 87.0, 55.0, 100.0, 15.0, 92.0, 0
93.0, 67.0, 83.0, 100.0, 35.0, 88.0, 71.0, 85.0, 100.0, 93.0, 72.0, 59.0, 39.0, 28.0, 0.0, 0.0, 9
52.0, 80.0, 82.0, 100.0, 89.0, 72.0, 52.0, 47.0, 98.0, 33.0, 100.0, 9.0, 50.0, 1.0, 0.0, 0.0, 3
100.0, 100.0, 60.0, 94.0, 33.0, 62.0, 22.0, 29.0, 47.0, 0.0, 98.0, 12.0, 58.0, 35.0, 0.0, 27.0, 6
39.0, 88.0, 47.0, 100.0, 82.0, 81.0, 59.0, 54.0, 24.0, 32.0, 0.0, 7.0, 48.0, 0.0, 100.0, 1.0, 2
40.0, 80.0, 61.0, 100.0, 77.0, 76.0, 65.0, 54.0, 100.0, 40.0, 86.0, 13.0, 46.0, 0.0, 0.0, 1.0, 3
0.0, 69.0, 26.0, 100.0, 54.0, 67.0, 45.0, 23.0, 5.0, 0.0, 6.0, 0.0, 53.0, 0.0, 100.0, 1.0, 2
53.0, 92.0, 16.0, 64.0, 76.0, 40.0, 39.0, 0.0, 0.0, 7.0, 7.0, 54.0, 23.0, 98.0, 100.0, 100.0, 5
56.0, 100.0, 19.0, 71.0, 0.0, 38.0, 45.0, 16.0, 84.0, 39.0, 100.0, 66.0, 69.0, 34.0, 52.0, 0.0, 4
20.0, 100.0, 8.0, 74.0, 0.0, 44.0, 19.0, 23.0, 68.0, 26.0, 100.0, 45.0, 74.0, 29.0, 64.0, 0.0, 4
24.0, 100.0, 0.0, 61.0, 4.0, 17.0, 57.0, 0.0, 100.0, 32.0, 96.0, 75.0, 43.0, 94.0, 11.0, 57.0, 0
53.0, 81.0, 66.0, 100.0, 86.0, 70.0, 77.0, 35.0, 43.0, 9.0, 0.0, 8.0, 51.0, 11.0, 100.0, 0.0, 2
28.0, 97.0, 20.0, 71.0, 0.0, 26.0, 28.0, 0.0, 74.0, 21.0, 100.0, 63.0, 73.0, 100.0, 24.0, 96.0, 0
38.0, 76.0, 0.0, 91.0, 39.0, 45.0, 75.0, 0.0, 24.0, 12.0, 58.0, 58.0, 100.0, 100.0, 37.0, 94.0, 8
28.0, 60.0, 15.0, 100.0, 100.0, 98.0, 74.0, 50.0, 21.0, 6.0, 76.0, 0.0, 23.0, 43.0, 0.0, 87.0, 8
12.0, 80.0, 48.0, 100.0, 83.0, 73.0, 22.0, 55.0, 71.0, 45.0, 100.0, 15.0, 40.0, 0.0, 0.0, 17.0, 3
12.0, 52.0, 65.0, 54.0, 100.0, 23.0, 47.0, 0.0, 39.0, 33.0, 74.0, 67.0, 68.0, 100.0, 0.0, 90.0, 8
100.0, 98.0, 61.0, 100.0, 20.0, 89.0, 0.0, 58.0, 36.0, 54.0, 65.0, 37.0, 44.0, 2.0, 6.0, 0.0, 5
83.0, 100.0, 9.0, 87.0, 57.0, 44.0, 60.0, 0.0, 0.0, 17.0, 56.0, 56.0, 100.0, 95.0, 10.0, 100.0, 8
0.0, 92.0, 33.0, 99.0, 84.0, 100.0, 100.0, 92.0, 67.0, 71.0, 45.0, 47.0, 30.0, 21.0, 27.0, 0.0, 7
32.0, 84.0, 79.0, 64.0, 85.0, 100.0, 35.0, 78.0, 74.0, 68.0, 100.0, 37.0, 82.0, 0.0, 0.0, 0.0, 9
96.0, 43.0, 63.0, 0.0, 1.0, 7.0, 0.0, 57.0, 38.0, 100.0, 100.0, 94.0, 81.0, 45.0, 36.0, 7.0, 0
55.0, 100.0, 39.0, 85.0, 12.0, 49.0, 17.0, 12.0, 78.0, 0.0, 100.0, 27.0, 41.0, 38.0, 0.0, 9.0, 6
33.0, 100.0, 16.0, 84.0, 0.0, 62.0, 24.0, 41.0, 100.0, 48.0, 98.0, 46.0, 91.0, 23.0, 96.0, 0.0, 4
88.0, 97.0, 28.0, 91.0, 26.0, 43.0, 100.0, 5.0, 0.0, 0.0, 37.0, 51.0, 94.0, 100.0, 31.0, 87.0, 8
10.0, 73.0, 0.0, 38.0, 26.0, 0.0, 75.0, 12.0, 100.0, 52.0, 89.0, 95.0, 39.0, 100.0, 3.0, 67.0, 0
68.0, 100.0, 41.0, 94.0, 13.0, 61.0, 0.0, 27.0, 32.0, 0.0, 100.0, 20.0, 60.0, 32.0, 9.0, 7.0, 6
5.0, 85.0, 44.0, 100.0, 72.0, 71.0, 52.0, 33.0, 21.0, 0.0, 0.0, 34.0, 50.0, 41.0, 100.0, 45.0, 7
3.0, 88.0, 0.0, 51.0, 16.0, 10.0, 64.0, 0.0, 98.0, 34.0, 100.0, 76.0, 56.0, 100.0, 5.0, 85.0, 0
20.0, 69.0, 35.0, 100.0, 100.0, 95.0, 61.0, 53.0, 19.0, 11.0, 67.0, 0.0, 35.0, 38.0, 0.0, 80.0, 8
0.0, 66.0, 57.0, 80.0, 100.0, 100.0, 97.0, 89.0, 87.0, 64.0, 89.0, 40.0, 84.0, 15.0, 34.0, 0.0, 1
0.0, 84.0, 42.0, 100.0, 59.0, 74.0, 42.0, 45.0, 10.0, 19.0, 1.0, 16.0, 55.0, 16.0, 100.0, 0.0, 2
12.0, 100.0, 0.0, 70.0, 64.0, 68.0, 100.0, 87.0, 82.0, 90.0, 67.0, 60.0, 54.0, 30.0, 50.0, 0.0, 4
0.0, 89.0, 36.0, 100.0, 58.0, 72.0, 54.0, 36.0, 56.0, 0.0, 28.0, 11.0, 48.0, 27.0, 100.0, 30.0, 7
58.0, 67.0, 24.0, 85.0, 86.0, 100.0, 92.0, 70.0, 48.0, 42.0, 0.0, 14.0, 29.0, 0.0, 100.0, 7.0, 2
0.0, 78.0, 33.0, 100.0, 70.0, 79.0, 53.0, 43.0, 10.0, 23.0, 10.0, 32.0, 57.0, 20.0, 100.0, 0.0, 2
0.0, 78.0, 35.0, 100.0, 74.0, 86.0, 42.0, 55.0, 57.0, 31.0, 100.0, 8.0, 58.0, 0.0, 8.0, 8.0, 3
40.0, 81.0, 69.0, 100.0, 97.0, 80.0, 66.0, 55.0, 100.0, 41.0, 100.0, 15.0, 53.0, 0.0, 0.0, 0.0, 3
0.0, 96.0, 47.0, 100.0, 71.0, 70.0, 67.0, 35.0, 58.0, 0.0, 100.0, 1.0, 74.0, 17.0, 19.0, 18.0, 7
9.0, 91.0, 71.0, 100.0, 91.0, 68.0, 68.0, 34.0, 41.0, 0.0, 0.0, 15.0, 15.0, 32.0, 100.0, 34.0, 7
18.0, 76.0, 50.0, 86.0, 100.0, 100.0, 93.0, 80.0, 70.0, 60.0, 48.0, 40.0, 23.0, 20.0, 0.0, 0.0, 1
0.0, 42.0, 22.0, 57.0, 69.0, 79.0, 100.0, 100.0, 69.0, 75.0, 38.0, 51.0, 14.0, 26.0, 3.0, 0.0, 1
6.0, 79.0, 49.0, 100.0, 100.0, 97.0, 79.0, 67.0, 40.0, 43.0, 0.0, 18.0, 32.0, 1.0, 91.0, 0.0, 2
0.0, 82.0, 44.0, 98.0, 100.0, 100.0, 93.0, 75.0, 53.0, 55.0, 78.0, 35.0, 58.0, 13.0, 7.0, 0.0, 3
72.0, 72.0, 51.0, 100.0, 4.0, 75.0, 44.0, 38.0, 52.0, 0.0, 0.0, 17.0, 41.0, 53.0, 100.0, 81.0, 8
0.0, 62.0, 33.0, 81.0, 70.0, 99.0, 100.0, 100.0, 85.0, 75.0, 67.0, 50.0, 51.0, 25.0, 37.0, 0.0, 1
78.0, 99.0, 21.0, 85.0, 0.0, 50.0, 5.0, 14.0, 59.0, 0.0, 100.0, 27.0, 100.0, 65.0, 79.0, 100.0, 0
13.0, 78.0, 49.0, 100.0, 65.0, 76.0, 38.0, 48.0, 4.0, 23.0, 0.0, 9.0, 54.0, 14.0, 100.0, 0.0, 2
100.0, 100.0, 64.0, 98.0, 36.0, 99.0, 34.0, 68.0, 59.0, 60.0, 62.0, 36.0, 32.0, 17.0, 0.0, 0.0, 5
0.0, 87.0, 42.0, 100.0, 100.0, 94.0, 87.0, 73.0, 67.0, 53.0, 64.0, 32.0, 69.0, 11.0, 22.0, 0.0, 3
12.0, 64.0, 57.0, 46.0, 46.0, 0.0, 0.0, 3.0, 44.0, 41.0, 100.0, 74.0, 90.0, 100.0, 25.0, 79.0, 8
0.0, 92.0, 28.0, 100.0, 67.0, 74.0, 70.0, 35.0, 48.0, 0.0, 5.0, 24.0, 45.0, 34.0, 100.0, 34.0, 7
0.0, 82.0, 33.0, 100.0, 77.0, 89.0, 87.0, 57.0, 72.0, 25.0, 53.0, 0.0, 51.0, 27.0, 100.0, 24.0, 7
