@relation unknow
@attribute at1 real [0.0, 100.0]
@attribute at2 real [0.0, 100.0]
@attribute at3 real [0.0, 100.0]
@attribute at4 real [0.0, 100.0]
@attribute at5 real [0.0, 100.0]
@attribute at6 real [0.0, 100.0]
@attribute at7 real [0.0, 100.0]
@attribute at8 real [0.0, 100.0]
@attribute at9 real [0.0, 100.0]
@attribute at10 real [0.0, 100.0]
@attribute at11 real [0.0, 100.0]
@attribute at12 real [0.0, 100.0]
@attribute at13 real [0.0, 100.0]
@attribute at14 real [0.0, 100.0]
@attribute at15 real [0.0, 100.0]
@attribute at16 real [0.0, 100.0]
@attribute class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs at1, at2, at3, at4, at5, at6, at7, at8, at9, at10, at11, at12, at13, at14, at15, at16
@outputs class
@data
17.0, 91.0, 63.0, 100.0, 66.0, 75.0, 56.0, 53.0, 100.0, 36.0, 94.0, 10.0, 40.0, 0.0, 0.0, 9.0, 3
0.0, 37.0, 14.0, 70.0, 27.0, 100.0, 26.0, 64.0, 24.0, 28.0, 3.0, 0.0, 18.0, 5.0, 100.0, 12.0, 1
26.0, 64.0, 39.0, 100.0, 44.0, 92.0, 43.0, 52.0, 39.0, 12.0, 0.0, 0.0, 47.0, 2.0, 100.0, 8.0, 1
7.0, 90.0, 55.0, 100.0, 93.0, 82.0, 79.0, 54.0, 41.0, 31.0, 0.0, 10.0, 40.0, 0.0, 100.0, 0.0, 3
43.0, 100.0, 13.0, 73.0, 54.0, 39.0, 39.0, 0.0, 0.0, 7.0, 13.0, 61.0, 46.0, 100.0, 100.0, 100.0, 5
36.0, 91.0, 62.0, 98.0, 100.0, 100.0, 44.0, 94.0, 1.0, 65.0, 46.0, 44.0, 51.0, 0.0, 0.0, 2.0, 5
100.0, 98.0, 75.0, 96.0, 22.0, 100.0, 0.0, 83.0, 38.0, 66.0, 80.0, 42.0, 56.0, 6.0, 5.0, 0.0, 5
42.0, 85.0, 85.0, 100.0, 100.0, 68.0, 76.0, 32.0, 45.0, 0.0, 50.0, 1.0, 38.0, 40.0, 0.0, 65.0, 8
0.0, 94.0, 32.0, 100.0, 77.0, 98.0, 100.0, 81.0, 83.0, 60.0, 60.0, 40.0, 38.0, 20.0, 22.0, 0.0, 7
100.0, 100.0, 62.0, 89.0, 23.0, 61.0, 0.0, 29.0, 20.0, 0.0, 91.0, 7.0, 84.0, 33.0, 11.0, 31.0, 6
0.0, 74.0, 27.0, 100.0, 54.0, 77.0, 37.0, 42.0, 5.0, 14.0, 2.0, 17.0, 51.0, 9.0, 100.0, 0.0, 2
68.0, 90.0, 100.0, 100.0, 100.0, 80.0, 79.0, 59.0, 71.0, 35.0, 73.0, 11.0, 39.0, 0.0, 0.0, 3.0, 3
51.0, 100.0, 16.0, 73.0, 0.0, 27.0, 28.0, 0.0, 70.0, 15.0, 100.0, 51.0, 83.0, 89.0, 40.0, 95.0, 0
100.0, 62.0, 47.0, 55.0, 0.0, 73.0, 21.0, 100.0, 73.0, 91.0, 79.0, 57.0, 55.0, 25.0, 16.0, 0.0, 9
0.0, 20.0, 57.0, 51.0, 94.0, 89.0, 38.0, 100.0, 44.0, 61.0, 100.0, 30.0, 76.0, 0.0, 12.0, 14.0, 8
0.0, 88.0, 37.0, 100.0, 78.0, 81.0, 76.0, 41.0, 78.0, 0.0, 31.0, 17.0, 47.0, 37.0, 100.0, 43.0, 7
23.0, 97.0, 20.0, 61.0, 66.0, 44.0, 41.0, 0.0, 8.0, 24.0, 0.0, 82.0, 44.0, 98.0, 100.0, 100.0, 5
0.0, 72.0, 50.0, 85.0, 100.0, 100.0, 91.0, 81.0, 77.0, 60.0, 55.0, 38.0, 38.0, 18.0, 34.0, 0.0, 1
30.0, 71.0, 4.0, 60.0, 0.0, 11.0, 54.0, 0.0, 100.0, 32.0, 97.0, 80.0, 45.0, 100.0, 6.0, 66.0, 0
100.0, 90.0, 75.0, 100.0, 42.0, 81.0, 63.0, 51.0, 97.0, 29.0, 85.0, 4.0, 42.0, 0.0, 0.0, 4.0, 5
14.0, 81.0, 0.0, 40.0, 19.0, 1.0, 65.0, 0.0, 99.0, 30.0, 100.0, 73.0, 65.0, 100.0, 24.0, 81.0, 0
82.0, 94.0, 100.0, 100.0, 96.0, 79.0, 90.0, 55.0, 99.0, 30.0, 74.0, 11.0, 37.0, 6.0, 0.0, 0.0, 3
36.0, 100.0, 23.0, 78.0, 57.0, 38.0, 31.0, 0.0, 0.0, 16.0, 11.0, 71.0, 51.0, 94.0, 100.0, 82.0, 5
63.0, 100.0, 31.0, 66.0, 0.0, 31.0, 28.0, 22.0, 94.0, 30.0, 100.0, 68.0, 82.0, 38.0, 81.0, 0.0, 4
100.0, 80.0, 55.0, 100.0, 18.0, 75.0, 77.0, 67.0, 93.0, 71.0, 87.0, 35.0, 66.0, 2.0, 0.0, 0.0, 9
6.0, 100.0, 4.0, 95.0, 0.0, 71.0, 2.0, 47.0, 45.0, 30.0, 100.0, 44.0, 78.0, 24.0, 82.0, 0.0, 4
14.0, 89.0, 57.0, 100.0, 90.0, 78.0, 49.0, 55.0, 70.0, 39.0, 100.0, 12.0, 52.0, 0.0, 0.0, 9.0, 3
95.0, 68.0, 75.0, 100.0, 43.0, 74.0, 84.0, 66.0, 100.0, 52.0, 87.0, 12.0, 39.0, 0.0, 0.0, 21.0, 9
77.0, 100.0, 48.0, 90.0, 24.0, 30.0, 56.0, 0.0, 100.0, 43.0, 90.0, 94.0, 34.0, 72.0, 0.0, 21.0, 0
24.0, 100.0, 0.0, 69.0, 8.0, 35.0, 55.0, 34.0, 100.0, 40.0, 95.0, 79.0, 90.0, 39.0, 80.0, 0.0, 4
45.0, 100.0, 2.0, 72.0, 0.0, 49.0, 81.0, 55.0, 100.0, 79.0, 88.0, 66.0, 59.0, 33.0, 33.0, 0.0, 4
42.0, 100.0, 22.0, 65.0, 0.0, 40.0, 91.0, 40.0, 100.0, 64.0, 88.0, 72.0, 91.0, 36.0, 93.0, 0.0, 4
84.0, 100.0, 35.0, 84.0, 5.0, 55.0, 0.0, 21.0, 44.0, 0.0, 100.0, 7.0, 63.0, 18.0, 9.0, 7.0, 6
1.0, 85.0, 40.0, 100.0, 91.0, 78.0, 41.0, 52.0, 47.0, 45.0, 100.0, 20.0, 56.0, 0.0, 0.0, 15.0, 3
23.0, 74.0, 42.0, 38.0, 51.0, 0.0, 0.0, 7.0, 26.0, 42.0, 81.0, 69.0, 100.0, 97.0, 25.0, 100.0, 8
7.0, 32.0, 37.0, 53.0, 73.0, 75.0, 100.0, 100.0, 73.0, 78.0, 48.0, 52.0, 23.0, 26.0, 0.0, 0.0, 1
39.0, 100.0, 0.0, 79.0, 1.0, 48.0, 55.0, 38.0, 100.0, 58.0, 81.0, 55.0, 49.0, 29.0, 25.0, 0.0, 4
46.0, 92.0, 0.0, 75.0, 48.0, 39.0, 44.0, 0.0, 7.0, 19.0, 52.0, 57.0, 100.0, 92.0, 37.0, 100.0, 8
0.0, 69.0, 52.0, 60.0, 100.0, 77.0, 74.0, 100.0, 23.0, 89.0, 47.0, 69.0, 55.0, 36.0, 51.0, 0.0, 9
14.0, 81.0, 0.0, 41.0, 34.0, 0.0, 87.0, 3.0, 100.0, 56.0, 70.0, 100.0, 20.0, 99.0, 7.0, 49.0, 0
18.0, 61.0, 37.0, 100.0, 17.0, 65.0, 0.0, 33.0, 61.0, 39.0, 100.0, 55.0, 66.0, 37.0, 37.0, 0.0, 4
81.0, 75.0, 62.0, 100.0, 0.0, 86.0, 16.0, 59.0, 78.0, 74.0, 100.0, 66.0, 92.0, 32.0, 69.0, 0.0, 9
100.0, 100.0, 33.0, 95.0, 0.0, 60.0, 47.0, 28.0, 48.0, 0.0, 5.0, 21.0, 40.0, 59.0, 87.0, 92.0, 8
31.0, 90.0, 0.0, 50.0, 17.0, 0.0, 64.0, 0.0, 96.0, 43.0, 100.0, 99.0, 58.0, 100.0, 21.0, 63.0, 0
81.0, 100.0, 35.0, 78.0, 0.0, 47.0, 69.0, 52.0, 100.0, 66.0, 72.0, 91.0, 62.0, 44.0, 60.0, 0.0, 4
40.0, 69.0, 61.0, 100.0, 86.0, 68.0, 60.0, 26.0, 18.0, 0.0, 0.0, 18.0, 49.0, 23.0, 100.0, 16.0, 2
40.0, 82.0, 58.0, 100.0, 79.0, 77.0, 57.0, 62.0, 100.0, 44.0, 83.0, 16.0, 37.0, 0.0, 0.0, 11.0, 3
9.0, 88.0, 46.0, 100.0, 60.0, 78.0, 31.0, 55.0, 0.0, 34.0, 10.0, 13.0, 56.0, 7.0, 100.0, 0.0, 2
78.0, 100.0, 47.0, 78.0, 19.0, 49.0, 8.0, 18.0, 48.0, 0.0, 100.0, 15.0, 62.0, 35.0, 0.0, 34.0, 6
45.0, 86.0, 32.0, 66.0, 93.0, 87.0, 12.0, 100.0, 80.0, 79.0, 100.0, 46.0, 88.0, 13.0, 0.0, 0.0, 9
34.0, 100.0, 0.0, 70.0, 1.0, 17.0, 40.0, 0.0, 80.0, 15.0, 100.0, 61.0, 66.0, 90.0, 26.0, 81.0, 0
100.0, 100.0, 51.0, 100.0, 11.0, 81.0, 9.0, 51.0, 57.0, 55.0, 73.0, 22.0, 37.0, 0.0, 0.0, 14.0, 5
69.0, 100.0, 23.0, 78.0, 46.0, 49.0, 92.0, 71.0, 100.0, 74.0, 94.0, 32.0, 56.0, 2.0, 0.0, 0.0, 9
0.0, 91.0, 44.0, 100.0, 79.0, 74.0, 64.0, 37.0, 53.0, 0.0, 27.0, 23.0, 40.0, 38.0, 100.0, 39.0, 7
100.0, 100.0, 59.0, 90.0, 29.0, 62.0, 4.0, 31.0, 15.0, 0.0, 64.0, 10.0, 52.0, 37.0, 0.0, 29.0, 6
26.0, 82.0, 68.0, 100.0, 100.0, 82.0, 72.0, 52.0, 70.0, 46.0, 90.0, 20.0, 48.0, 0.0, 0.0, 9.0, 3
24.0, 88.0, 71.0, 100.0, 85.0, 77.0, 53.0, 53.0, 83.0, 37.0, 100.0, 14.0, 52.0, 0.0, 0.0, 5.0, 3
0.0, 38.0, 30.0, 62.0, 48.0, 87.0, 76.0, 100.0, 79.0, 74.0, 76.0, 49.0, 76.0, 24.0, 100.0, 0.0, 1
1.0, 52.0, 23.0, 75.0, 74.0, 100.0, 52.0, 69.0, 51.0, 36.0, 45.0, 4.0, 0.0, 0.0, 100.0, 7.0, 1
53.0, 69.0, 49.0, 91.0, 100.0, 100.0, 86.0, 66.0, 52.0, 36.0, 0.0, 18.0, 15.0, 9.0, 74.0, 0.0, 2
0.0, 91.0, 35.0, 100.0, 67.0, 72.0, 61.0, 35.0, 45.0, 0.0, 21.0, 13.0, 40.0, 27.0, 100.0, 29.0, 7
0.0, 68.0, 8.0, 100.0, 33.0, 90.0, 37.0, 50.0, 25.0, 11.0, 45.0, 0.0, 72.0, 6.0, 100.0, 13.0, 2
100.0, 100.0, 75.0, 90.0, 44.0, 67.0, 19.0, 41.0, 0.0, 13.0, 26.0, 0.0, 49.0, 18.0, 2.0, 18.0, 6
69.0, 100.0, 52.0, 50.0, 100.0, 65.0, 64.0, 93.0, 82.0, 70.0, 96.0, 49.0, 61.0, 0.0, 0.0, 4.0, 9
0.0, 80.0, 57.0, 100.0, 100.0, 83.0, 78.0, 45.0, 47.0, 9.0, 16.0, 0.0, 19.0, 32.0, 86.0, 39.0, 7
38.0, 82.0, 80.0, 100.0, 88.0, 72.0, 39.0, 50.0, 84.0, 47.0, 100.0, 14.0, 47.0, 0.0, 0.0, 13.0, 3
0.0, 100.0, 61.0, 97.0, 81.0, 75.0, 60.0, 38.0, 40.0, 0.0, 15.0, 18.0, 37.0, 37.0, 100.0, 38.0, 7
4.0, 58.0, 0.0, 22.0, 46.0, 0.0, 99.0, 17.0, 100.0, 54.0, 72.0, 88.0, 20.0, 100.0, 7.0, 66.0, 0
6.0, 85.0, 55.0, 100.0, 70.0, 81.0, 32.0, 55.0, 68.0, 43.0, 100.0, 20.0, 56.0, 0.0, 0.0, 1.0, 3
0.0, 81.0, 30.0, 100.0, 100.0, 94.0, 85.0, 68.0, 49.0, 33.0, 30.0, 0.0, 20.0, 40.0, 80.0, 49.0, 7
66.0, 94.0, 0.0, 92.0, 38.0, 48.0, 90.0, 5.0, 11.0, 0.0, 36.0, 45.0, 100.0, 84.0, 18.0, 100.0, 8
50.0, 93.0, 4.0, 100.0, 38.0, 58.0, 100.0, 17.0, 25.0, 0.0, 0.0, 43.0, 54.0, 87.0, 6.0, 89.0, 8
44.0, 81.0, 72.0, 100.0, 100.0, 84.0, 74.0, 59.0, 37.0, 38.0, 0.0, 17.0, 7.0, 0.0, 65.0, 3.0, 2
0.0, 48.0, 26.0, 69.0, 64.0, 89.0, 100.0, 100.0, 80.0, 76.0, 61.0, 51.0, 48.0, 25.0, 56.0, 0.0, 1
58.0, 100.0, 18.0, 84.0, 0.0, 41.0, 11.0, 0.0, 58.0, 0.0, 100.0, 20.0, 96.0, 61.0, 64.0, 96.0, 0
0.0, 84.0, 51.0, 100.0, 70.0, 69.0, 56.0, 34.0, 37.0, 0.0, 24.0, 7.0, 31.0, 32.0, 100.0, 34.0, 7
16.0, 68.0, 0.0, 37.0, 28.0, 0.0, 80.0, 23.0, 100.0, 67.0, 69.0, 100.0, 16.0, 78.0, 3.0, 35.0, 0
0.0, 79.0, 26.0, 100.0, 55.0, 76.0, 37.0, 31.0, 16.0, 0.0, 11.0, 40.0, 55.0, 52.0, 100.0, 62.0, 7
0.0, 71.0, 51.0, 83.0, 92.0, 100.0, 100.0, 90.0, 88.0, 67.0, 81.0, 45.0, 77.0, 22.0, 83.0, 0.0, 1
100.0, 100.0, 72.0, 92.0, 35.0, 64.0, 5.0, 33.0, 0.0, 0.0, 53.0, 3.0, 79.0, 28.0, 24.0, 36.0, 6
0.0, 95.0, 25.0, 97.0, 79.0, 100.0, 100.0, 92.0, 67.0, 72.0, 46.0, 49.0, 35.0, 25.0, 37.0, 0.0, 7
0.0, 88.0, 42.0, 100.0, 74.0, 90.0, 56.0, 44.0, 34.0, 0.0, 26.0, 31.0, 51.0, 55.0, 100.0, 57.0, 7
15.0, 94.0, 58.0, 100.0, 100.0, 70.0, 71.0, 34.0, 31.0, 0.0, 14.0, 30.0, 0.0, 57.0, 91.0, 57.0, 7
0.0, 38.0, 29.0, 60.0, 60.0, 80.0, 96.0, 100.0, 100.0, 78.0, 96.0, 52.0, 93.0, 26.0, 93.0, 0.0, 1
86.0, 78.0, 53.0, 100.0, 32.0, 69.0, 56.0, 32.0, 36.0, 0.0, 0.0, 18.0, 49.0, 48.0, 100.0, 77.0, 8
83.0, 96.0, 20.0, 81.0, 67.0, 41.0, 54.0, 0.0, 0.0, 27.0, 65.0, 62.0, 100.0, 100.0, 15.0, 93.0, 8
13.0, 100.0, 17.0, 79.0, 0.0, 52.0, 56.0, 55.0, 100.0, 65.0, 93.0, 53.0, 77.0, 27.0, 73.0, 0.0, 4
15.0, 52.0, 29.0, 87.0, 31.0, 100.0, 31.0, 64.0, 29.0, 27.0, 0.0, 1.0, 40.0, 0.0, 100.0, 1.0, 1
12.0, 78.0, 43.0, 100.0, 100.0, 97.0, 78.0, 66.0, 38.0, 40.0, 0.0, 13.0, 38.0, 0.0, 100.0, 3.0, 2
0.0, 45.0, 35.0, 66.0, 74.0, 90.0, 100.0, 100.0, 78.0, 75.0, 52.0, 50.0, 30.0, 25.0, 24.0, 0.0, 1
92.0, 88.0, 69.0, 100.0, 60.0, 61.0, 100.0, 82.0, 97.0, 73.0, 70.0, 34.0, 38.0, 0.0, 0.0, 0.0, 9
8.0, 100.0, 0.0, 78.0, 8.0, 42.0, 58.0, 43.0, 97.0, 69.0, 100.0, 73.0, 92.0, 37.0, 87.0, 0.0, 4
74.0, 100.0, 51.0, 87.0, 25.0, 54.0, 18.0, 19.0, 62.0, 0.0, 100.0, 21.0, 49.0, 37.0, 0.0, 26.0, 6
36.0, 63.0, 52.0, 100.0, 52.0, 48.0, 29.0, 6.0, 0.0, 0.0, 30.0, 15.0, 65.0, 3.0, 100.0, 1.0, 2
47.0, 74.0, 68.0, 100.0, 65.0, 53.0, 37.0, 17.0, 0.0, 0.0, 21.0, 18.0, 60.0, 14.0, 100.0, 11.0, 2
50.0, 84.0, 85.0, 100.0, 100.0, 64.0, 73.0, 27.0, 32.0, 0.0, 0.0, 18.0, 45.0, 31.0, 81.0, 0.0, 2
0.0, 93.0, 43.0, 100.0, 68.0, 75.0, 60.0, 38.0, 62.0, 0.0, 100.0, 24.0, 83.0, 41.0, 34.0, 45.0, 7
47.0, 88.0, 45.0, 100.0, 71.0, 76.0, 52.0, 40.0, 19.0, 10.0, 0.0, 13.0, 51.0, 12.0, 100.0, 0.0, 2
0.0, 55.0, 35.0, 67.0, 71.0, 82.0, 100.0, 100.0, 91.0, 76.0, 81.0, 50.0, 68.0, 24.0, 56.0, 0.0, 1
26.0, 82.0, 39.0, 100.0, 73.0, 76.0, 63.0, 45.0, 29.0, 20.0, 0.0, 13.0, 53.0, 17.0, 100.0, 0.0, 2
11.0, 75.0, 33.0, 84.0, 89.0, 100.0, 100.0, 90.0, 76.0, 68.0, 49.0, 45.0, 24.0, 22.0, 0.0, 0.0, 1
100.0, 97.0, 58.0, 100.0, 18.0, 76.0, 0.0, 47.0, 12.0, 16.0, 62.0, 0.0, 85.0, 18.0, 28.0, 24.0, 6
38.0, 54.0, 100.0, 82.0, 64.0, 100.0, 34.0, 65.0, 60.0, 27.0, 17.0, 0.0, 0.0, 32.0, 59.0, 62.0, 8
62.0, 100.0, 0.0, 96.0, 40.0, 62.0, 100.0, 30.0, 43.0, 0.0, 6.0, 27.0, 38.0, 73.0, 13.0, 99.0, 8
19.0, 86.0, 63.0, 100.0, 89.0, 80.0, 51.0, 57.0, 72.0, 37.0, 100.0, 14.0, 49.0, 0.0, 0.0, 2.0, 3
20.0, 100.0, 24.0, 85.0, 0.0, 52.0, 20.0, 39.0, 79.0, 34.0, 94.0, 53.0, 91.0, 18.0, 100.0, 0.0, 4
8.0, 81.0, 42.0, 98.0, 92.0, 100.0, 100.0, 79.0, 63.0, 60.0, 65.0, 36.0, 44.0, 14.0, 0.0, 0.0, 3
0.0, 90.0, 62.0, 100.0, 100.0, 82.0, 78.0, 48.0, 63.0, 13.0, 52.0, 0.0, 24.0, 31.0, 85.0, 44.0, 7
86.0, 100.0, 38.0, 93.0, 7.0, 62.0, 1.0, 28.0, 41.0, 0.0, 100.0, 12.0, 54.0, 28.0, 0.0, 7.0, 6
12.0, 93.0, 48.0, 62.0, 95.0, 96.0, 21.0, 100.0, 46.0, 70.0, 100.0, 64.0, 77.0, 7.0, 0.0, 0.0, 9
15.0, 71.0, 38.0, 100.0, 73.0, 89.0, 59.0, 56.0, 30.0, 28.0, 0.0, 0.0, 49.0, 5.0, 100.0, 17.0, 2
0.0, 45.0, 26.0, 66.0, 62.0, 84.0, 100.0, 100.0, 80.0, 75.0, 57.0, 50.0, 36.0, 25.0, 18.0, 0.0, 1
24.0, 100.0, 7.0, 72.0, 0.0, 42.0, 6.0, 13.0, 60.0, 9.0, 100.0, 29.0, 43.0, 23.0, 9.0, 0.0, 6
10.0, 77.0, 54.0, 100.0, 100.0, 78.0, 75.0, 37.0, 36.0, 2.0, 0.0, 0.0, 21.0, 26.0, 89.0, 30.0, 7
9.0, 100.0, 1.0, 82.0, 0.0, 48.0, 66.0, 46.0, 100.0, 77.0, 81.0, 58.0, 59.0, 23.0, 48.0, 0.0, 4
66.0, 98.0, 24.0, 78.0, 0.0, 35.0, 24.0, 0.0, 74.0, 20.0, 100.0, 61.0, 79.0, 100.0, 29.0, 92.0, 0
53.0, 79.0, 0.0, 92.0, 19.0, 58.0, 80.0, 27.0, 57.0, 0.0, 26.0, 34.0, 80.0, 68.0, 100.0, 100.0, 8
82.0, 85.0, 100.0, 100.0, 49.0, 68.0, 0.0, 36.0, 20.0, 0.0, 94.0, 3.0, 53.0, 27.0, 35.0, 8.0, 6
100.0, 100.0, 55.0, 91.0, 21.0, 65.0, 0.0, 34.0, 17.0, 3.0, 66.0, 0.0, 69.0, 25.0, 19.0, 25.0, 6
6.0, 78.0, 0.0, 37.0, 19.0, 0.0, 76.0, 3.0, 100.0, 40.0, 99.0, 80.0, 51.0, 100.0, 7.0, 73.0, 0
15.0, 62.0, 56.0, 100.0, 100.0, 88.0, 74.0, 43.0, 41.0, 0.0, 88.0, 8.0, 65.0, 50.0, 0.0, 60.0, 8
52.0, 87.0, 100.0, 100.0, 92.0, 95.0, 44.0, 77.0, 71.0, 51.0, 94.0, 22.0, 47.0, 0.0, 0.0, 5.0, 5
98.0, 100.0, 40.0, 87.0, 9.0, 55.0, 0.0, 21.0, 47.0, 0.0, 100.0, 22.0, 39.0, 31.0, 7.0, 4.0, 6
90.0, 79.0, 30.0, 61.0, 4.0, 89.0, 55.0, 100.0, 80.0, 63.0, 100.0, 26.0, 74.0, 0.0, 0.0, 8.0, 9
3.0, 71.0, 0.0, 95.0, 45.0, 100.0, 100.0, 99.0, 79.0, 78.0, 48.0, 53.0, 31.0, 24.0, 54.0, 0.0, 7
79.0, 87.0, 98.0, 81.0, 71.0, 100.0, 72.0, 73.0, 100.0, 66.0, 91.0, 21.0, 48.0, 0.0, 0.0, 13.0, 9
62.0, 100.0, 25.0, 91.0, 0.0, 49.0, 7.0, 2.0, 55.0, 0.0, 92.0, 30.0, 100.0, 78.0, 63.0, 100.0, 0
7.0, 59.0, 29.0, 100.0, 31.0, 91.0, 32.0, 46.0, 31.0, 1.0, 0.0, 0.0, 54.0, 1.0, 100.0, 0.0, 1
