@relation unknow
@attribute at1 real [0.0, 100.0]
@attribute at2 real [0.0, 100.0]
@attribute at3 real [0.0, 100.0]
@attribute at4 real [0.0, 100.0]
@attribute at5 real [0.0, 100.0]
@attribute at6 real [0.0, 100.0]
@attribute at7 real [0.0, 100.0]
@attribute at8 real [0.0, 100.0]
@attribute at9 real [0.0, 100.0]
@attribute at10 real [0.0, 100.0]
@attribute at11 real [0.0, 100.0]
@attribute at12 real [0.0, 100.0]
@attribute at13 real [0.0, 100.0]
@attribute at14 real [0.0, 100.0]
@attribute at15 real [0.0, 100.0]
@attribute at16 real [0.0, 100.0]
@attribute class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs at1, at2, at3, at4, at5, at6, at7, at8, at9, at10, at11, at12, at13, at14, at15, at16
@outputs class
@data
16.0, 81.0, 32.0, 63.0, 56.0, 30.0, 17.0, 0.0, 0.0, 36.0, 5.0, 79.0, 36.0, 99.0, 100.0, 100.0, 5
0.0, 89.0, 14.0, 72.0, 35.0, 59.0, 53.0, 12.0, 14.0, 0.0, 11.0, 64.0, 42.0, 97.0, 100.0, 100.0, 5
9.0, 78.0, 48.0, 100.0, 100.0, 94.0, 78.0, 63.0, 85.0, 36.0, 73.0, 6.0, 19.0, 0.0, 0.0, 29.0, 3
100.0, 92.0, 50.0, 75.0, 0.0, 77.0, 38.0, 100.0, 90.0, 95.0, 88.0, 60.0, 54.0, 31.0, 34.0, 0.0, 9
0.0, 96.0, 37.0, 100.0, 100.0, 89.0, 86.0, 43.0, 55.0, 0.0, 30.0, 0.0, 10.0, 38.0, 75.0, 41.0, 7
23.0, 97.0, 0.0, 53.0, 20.0, 6.0, 66.0, 0.0, 100.0, 35.0, 98.0, 84.0, 53.0, 100.0, 9.0, 81.0, 0
59.0, 72.0, 36.0, 100.0, 0.0, 72.0, 23.0, 36.0, 52.0, 0.0, 0.0, 1.0, 44.0, 27.0, 100.0, 55.0, 8
27.0, 85.0, 4.0, 57.0, 60.0, 58.0, 65.0, 18.0, 1.0, 0.0, 0.0, 50.0, 24.0, 95.0, 100.0, 100.0, 5
100.0, 71.0, 41.0, 62.0, 0.0, 83.0, 52.0, 100.0, 98.0, 80.0, 92.0, 49.0, 67.0, 19.0, 19.0, 0.0, 9
0.0, 90.0, 42.0, 100.0, 69.0, 78.0, 62.0, 39.0, 56.0, 0.0, 31.0, 3.0, 42.0, 29.0, 100.0, 34.0, 7
80.0, 80.0, 31.0, 75.0, 43.0, 100.0, 75.0, 75.0, 89.0, 39.0, 100.0, 4.0, 53.0, 0.0, 0.0, 3.0, 9
32.0, 92.0, 21.0, 49.0, 32.0, 4.0, 79.0, 0.0, 100.0, 41.0, 81.0, 82.0, 33.0, 100.0, 0.0, 66.0, 0
23.0, 83.0, 74.0, 49.0, 100.0, 13.0, 19.0, 0.0, 24.0, 35.0, 82.0, 66.0, 73.0, 100.0, 0.0, 84.0, 8
68.0, 93.0, 24.0, 82.0, 28.0, 39.0, 45.0, 3.0, 0.0, 0.0, 8.0, 66.0, 48.0, 99.0, 100.0, 100.0, 5
7.0, 100.0, 40.0, 89.0, 37.0, 48.0, 21.0, 9.0, 0.0, 0.0, 3.0, 40.0, 48.0, 58.0, 100.0, 65.0, 7
58.0, 81.0, 49.0, 74.0, 85.0, 95.0, 38.0, 100.0, 88.0, 73.0, 100.0, 35.0, 67.0, 0.0, 0.0, 0.0, 9
0.0, 92.0, 44.0, 100.0, 88.0, 91.0, 82.0, 66.0, 55.0, 44.0, 26.0, 23.0, 51.0, 6.0, 100.0, 0.0, 2
0.0, 63.0, 19.0, 73.0, 58.0, 97.0, 65.0, 100.0, 58.0, 73.0, 50.0, 48.0, 54.0, 22.0, 100.0, 0.0, 1
98.0, 76.0, 67.0, 100.0, 0.0, 92.0, 23.0, 66.0, 90.0, 74.0, 100.0, 53.0, 72.0, 22.0, 19.0, 0.0, 9
4.0, 97.0, 58.0, 78.0, 100.0, 97.0, 0.0, 100.0, 20.0, 84.0, 99.0, 63.0, 55.0, 29.0, 10.0, 0.0, 9
0.0, 95.0, 30.0, 100.0, 55.0, 80.0, 34.0, 52.0, 6.0, 27.0, 21.0, 5.0, 67.0, 0.0, 100.0, 3.0, 2
100.0, 90.0, 68.0, 100.0, 38.0, 74.0, 28.0, 38.0, 68.0, 43.0, 76.0, 15.0, 39.0, 0.0, 0.0, 8.0, 5
36.0, 100.0, 7.0, 89.0, 0.0, 53.0, 67.0, 41.0, 100.0, 57.0, 82.0, 74.0, 51.0, 38.0, 31.0, 0.0, 4
0.0, 82.0, 35.0, 100.0, 73.0, 84.0, 65.0, 46.0, 32.0, 19.0, 14.0, 23.0, 59.0, 16.0, 100.0, 0.0, 2
2.0, 78.0, 35.0, 98.0, 100.0, 100.0, 84.0, 65.0, 54.0, 32.0, 20.0, 0.0, 0.0, 29.0, 60.0, 33.0, 7
37.0, 89.0, 73.0, 100.0, 58.0, 72.0, 81.0, 59.0, 100.0, 29.0, 75.0, 2.0, 30.0, 0.0, 0.0, 23.0, 3
13.0, 76.0, 0.0, 33.0, 40.0, 0.0, 92.0, 20.0, 100.0, 67.0, 63.0, 100.0, 18.0, 68.0, 29.0, 24.0, 0
0.0, 100.0, 67.0, 100.0, 100.0, 80.0, 70.0, 43.0, 42.0, 4.0, 12.0, 0.0, 23.0, 30.0, 92.0, 35.0, 7
51.0, 97.0, 10.0, 75.0, 0.0, 32.0, 34.0, 0.0, 84.0, 15.0, 100.0, 56.0, 71.0, 92.0, 18.0, 100.0, 0
22.0, 70.0, 64.0, 98.0, 59.0, 100.0, 52.0, 62.0, 39.0, 25.0, 0.0, 0.0, 23.0, 4.0, 100.0, 5.0, 1
0.0, 81.0, 41.0, 100.0, 60.0, 72.0, 43.0, 35.0, 20.0, 0.0, 5.0, 35.0, 48.0, 49.0, 100.0, 48.0, 7
82.0, 100.0, 49.0, 85.0, 19.0, 61.0, 0.0, 34.0, 51.0, 36.0, 100.0, 51.0, 81.0, 27.0, 69.0, 0.0, 4
12.0, 89.0, 0.0, 48.0, 64.0, 45.0, 71.0, 0.0, 26.0, 8.0, 6.0, 59.0, 30.0, 100.0, 100.0, 98.0, 5
0.0, 59.0, 59.0, 78.0, 100.0, 100.0, 96.0, 94.0, 63.0, 71.0, 37.0, 47.0, 11.0, 23.0, 0.0, 0.0, 1
51.0, 67.0, 81.0, 100.0, 0.0, 89.0, 33.0, 50.0, 83.0, 13.0, 13.0, 0.0, 41.0, 34.0, 100.0, 62.0, 8
17.0, 56.0, 0.0, 27.0, 35.0, 0.0, 74.0, 5.0, 100.0, 47.0, 76.0, 95.0, 37.0, 100.0, 2.0, 76.0, 0
8.0, 91.0, 63.0, 100.0, 100.0, 82.0, 79.0, 55.0, 42.0, 31.0, 0.0, 11.0, 37.0, 1.0, 100.0, 0.0, 2
63.0, 100.0, 36.0, 65.0, 0.0, 30.0, 84.0, 36.0, 100.0, 63.0, 81.0, 79.0, 79.0, 39.0, 75.0, 0.0, 4
100.0, 100.0, 53.0, 99.0, 15.0, 61.0, 10.0, 16.0, 66.0, 0.0, 99.0, 32.0, 42.0, 45.0, 0.0, 20.0, 6
51.0, 91.0, 46.0, 56.0, 29.0, 15.0, 0.0, 0.0, 36.0, 33.0, 72.0, 64.0, 100.0, 100.0, 48.0, 92.0, 8
0.0, 69.0, 57.0, 88.0, 100.0, 100.0, 79.0, 80.0, 64.0, 60.0, 57.0, 40.0, 57.0, 20.0, 93.0, 0.0, 1
27.0, 100.0, 8.0, 70.0, 0.0, 40.0, 14.0, 9.0, 65.0, 0.0, 100.0, 22.0, 62.0, 42.0, 14.0, 33.0, 6
0.0, 100.0, 55.0, 100.0, 100.0, 89.0, 72.0, 57.0, 46.0, 25.0, 33.0, 0.0, 10.0, 32.0, 69.0, 32.0, 7
0.0, 76.0, 22.0, 100.0, 64.0, 91.0, 54.0, 58.0, 24.0, 32.0, 2.0, 6.0, 51.0, 2.0, 100.0, 0.0, 2
0.0, 82.0, 38.0, 100.0, 67.0, 79.0, 59.0, 39.0, 41.0, 0.0, 34.0, 16.0, 58.0, 40.0, 100.0, 51.0, 7
69.0, 80.0, 93.0, 100.0, 93.0, 77.0, 63.0, 55.0, 100.0, 42.0, 79.0, 20.0, 41.0, 7.0, 0.0, 0.0, 3
0.0, 76.0, 28.0, 100.0, 48.0, 75.0, 34.0, 43.0, 11.0, 13.0, 16.0, 0.0, 57.0, 3.0, 100.0, 3.0, 2
72.0, 64.0, 54.0, 100.0, 24.0, 73.0, 54.0, 36.0, 45.0, 0.0, 0.0, 19.0, 41.0, 53.0, 100.0, 80.0, 8
0.0, 62.0, 47.0, 79.0, 92.0, 100.0, 100.0, 92.0, 98.0, 68.0, 96.0, 45.0, 92.0, 21.0, 92.0, 0.0, 1
23.0, 98.0, 53.0, 100.0, 57.0, 63.0, 29.0, 35.0, 0.0, 9.0, 25.0, 0.0, 62.0, 3.0, 100.0, 3.0, 2
30.0, 68.0, 63.0, 39.0, 77.0, 0.0, 0.0, 6.0, 44.0, 41.0, 100.0, 75.0, 63.0, 100.0, 9.0, 69.0, 8
100.0, 94.0, 73.0, 100.0, 40.0, 74.0, 13.0, 46.0, 0.0, 12.0, 38.0, 0.0, 67.0, 22.0, 20.0, 28.0, 6
0.0, 75.0, 28.0, 100.0, 66.0, 71.0, 55.0, 34.0, 5.0, 12.0, 22.0, 11.0, 80.0, 0.0, 100.0, 32.0, 2
5.0, 72.0, 32.0, 100.0, 83.0, 92.0, 73.0, 60.0, 44.0, 30.0, 0.0, 6.0, 39.0, 12.0, 100.0, 0.0, 2
91.0, 73.0, 55.0, 100.0, 0.0, 73.0, 49.0, 37.0, 83.0, 0.0, 17.0, 7.0, 56.0, 44.0, 100.0, 77.0, 8
0.0, 81.0, 28.0, 100.0, 44.0, 64.0, 43.0, 24.0, 37.0, 0.0, 5.0, 29.0, 51.0, 40.0, 100.0, 47.0, 7
22.0, 91.0, 10.0, 52.0, 63.0, 40.0, 53.0, 0.0, 0.0, 15.0, 11.0, 62.0, 42.0, 98.0, 100.0, 100.0, 5
100.0, 100.0, 62.0, 98.0, 28.0, 83.0, 48.0, 57.0, 78.0, 35.0, 67.0, 11.0, 29.0, 4.0, 0.0, 0.0, 5
96.0, 65.0, 63.0, 100.0, 0.0, 80.0, 35.0, 48.0, 87.0, 74.0, 100.0, 39.0, 75.0, 0.0, 0.0, 2.0, 9
0.0, 100.0, 3.0, 44.0, 33.0, 0.0, 75.0, 2.0, 100.0, 48.0, 74.0, 95.0, 32.0, 98.0, 12.0, 48.0, 0
47.0, 88.0, 98.0, 100.0, 81.0, 93.0, 31.0, 76.0, 61.0, 54.0, 100.0, 31.0, 56.0, 7.0, 0.0, 0.0, 5
0.0, 71.0, 71.0, 94.0, 89.0, 100.0, 76.0, 74.0, 73.0, 49.0, 78.0, 23.0, 84.0, 3.0, 100.0, 0.0, 1
34.0, 84.0, 42.0, 100.0, 19.0, 65.0, 0.0, 31.0, 56.0, 40.0, 100.0, 55.0, 87.0, 38.0, 85.0, 0.0, 4
13.0, 96.0, 55.0, 100.0, 100.0, 74.0, 65.0, 37.0, 27.0, 0.0, 0.0, 23.0, 4.0, 51.0, 96.0, 55.0, 7
61.0, 95.0, 20.0, 91.0, 0.0, 42.0, 25.0, 0.0, 79.0, 12.0, 100.0, 58.0, 67.0, 100.0, 20.0, 99.0, 0
0.0, 94.0, 30.0, 100.0, 66.0, 78.0, 33.0, 52.0, 88.0, 46.0, 100.0, 17.0, 52.0, 0.0, 8.0, 11.0, 3
73.0, 100.0, 23.0, 83.0, 3.0, 53.0, 0.0, 22.0, 42.0, 0.0, 100.0, 14.0, 53.0, 32.0, 9.0, 13.0, 6
0.0, 27.0, 32.0, 51.0, 66.0, 75.0, 99.0, 100.0, 100.0, 87.0, 79.0, 58.0, 57.0, 29.0, 40.0, 0.0, 1
0.0, 87.0, 46.0, 100.0, 100.0, 98.0, 76.0, 77.0, 45.0, 58.0, 67.0, 37.0, 55.0, 15.0, 12.0, 0.0, 3
26.0, 100.0, 85.0, 99.0, 89.0, 65.0, 59.0, 31.0, 37.0, 0.0, 0.0, 31.0, 23.0, 48.0, 100.0, 49.0, 7
55.0, 100.0, 22.0, 90.0, 0.0, 54.0, 12.0, 16.0, 58.0, 4.0, 100.0, 20.0, 56.0, 25.0, 18.0, 0.0, 6
100.0, 100.0, 46.0, 95.0, 51.0, 59.0, 75.0, 25.0, 30.0, 0.0, 0.0, 17.0, 43.0, 46.0, 83.0, 78.0, 8
31.0, 100.0, 0.0, 69.0, 31.0, 48.0, 100.0, 52.0, 100.0, 91.0, 84.0, 79.0, 72.0, 39.0, 59.0, 0.0, 4
31.0, 74.0, 71.0, 100.0, 74.0, 79.0, 62.0, 35.0, 44.0, 0.0, 0.0, 4.0, 50.0, 4.0, 100.0, 7.0, 1
30.0, 97.0, 93.0, 100.0, 100.0, 99.0, 34.0, 93.0, 1.0, 59.0, 62.0, 43.0, 53.0, 0.0, 0.0, 13.0, 5
14.0, 100.0, 75.0, 97.0, 74.0, 99.0, 21.0, 80.0, 42.0, 52.0, 100.0, 24.0, 51.0, 0.0, 0.0, 23.0, 5
55.0, 95.0, 0.0, 100.0, 26.0, 67.0, 64.0, 33.0, 50.0, 0.0, 16.0, 29.0, 47.0, 63.0, 100.0, 90.0, 8
48.0, 98.0, 16.0, 69.0, 0.0, 32.0, 29.0, 0.0, 84.0, 22.0, 100.0, 60.0, 86.0, 98.0, 24.0, 100.0, 0
13.0, 95.0, 62.0, 100.0, 72.0, 61.0, 58.0, 19.0, 37.0, 0.0, 0.0, 31.0, 47.0, 37.0, 100.0, 35.0, 7
23.0, 100.0, 3.0, 93.0, 0.0, 61.0, 59.0, 43.0, 100.0, 57.0, 76.0, 61.0, 41.0, 32.0, 20.0, 0.0, 4
0.0, 92.0, 46.0, 100.0, 100.0, 92.0, 78.0, 51.0, 59.0, 9.0, 38.0, 0.0, 30.0, 28.0, 95.0, 30.0, 7
53.0, 87.0, 14.0, 80.0, 7.0, 29.0, 50.0, 0.0, 100.0, 26.0, 99.0, 76.0, 49.0, 100.0, 0.0, 77.0, 0
61.0, 88.0, 98.0, 100.0, 100.0, 95.0, 62.0, 89.0, 32.0, 64.0, 56.0, 33.0, 38.0, 3.0, 0.0, 0.0, 5
0.0, 53.0, 30.0, 82.0, 62.0, 100.0, 52.0, 61.0, 50.0, 21.0, 20.0, 3.0, 45.0, 0.0, 100.0, 3.0, 1
2.0, 73.0, 26.0, 98.0, 100.0, 100.0, 98.0, 76.0, 43.0, 55.0, 64.0, 39.0, 64.0, 15.0, 0.0, 0.0, 3
99.0, 100.0, 51.0, 99.0, 56.0, 77.0, 100.0, 90.0, 96.0, 67.0, 78.0, 38.0, 45.0, 14.0, 0.0, 0.0, 9
51.0, 58.0, 83.0, 100.0, 0.0, 92.0, 3.0, 49.0, 68.0, 10.0, 13.0, 0.0, 15.0, 43.0, 100.0, 77.0, 8
0.0, 71.0, 1.0, 21.0, 47.0, 0.0, 93.0, 10.0, 100.0, 59.0, 66.0, 95.0, 19.0, 100.0, 10.0, 59.0, 0
0.0, 95.0, 3.0, 97.0, 69.0, 100.0, 100.0, 100.0, 52.0, 80.0, 23.0, 55.0, 16.0, 26.0, 34.0, 0.0, 7
29.0, 79.0, 80.0, 70.0, 75.0, 100.0, 16.0, 79.0, 91.0, 78.0, 100.0, 46.0, 81.0, 10.0, 0.0, 0.0, 9
8.0, 65.0, 3.0, 100.0, 46.0, 99.0, 35.0, 55.0, 0.0, 24.0, 4.0, 8.0, 52.0, 0.0, 100.0, 2.0, 2
100.0, 100.0, 54.0, 83.0, 23.0, 56.0, 5.0, 24.0, 32.0, 0.0, 77.0, 11.0, 46.0, 34.0, 0.0, 28.0, 6
25.0, 75.0, 85.0, 100.0, 49.0, 72.0, 18.0, 40.0, 0.0, 7.0, 51.0, 0.0, 100.0, 28.0, 49.0, 29.0, 6
42.0, 100.0, 0.0, 79.0, 24.0, 56.0, 91.0, 58.0, 100.0, 83.0, 75.0, 61.0, 60.0, 31.0, 49.0, 0.0, 4
54.0, 100.0, 96.0, 93.0, 81.0, 72.0, 77.0, 54.0, 100.0, 30.0, 83.0, 7.0, 41.0, 0.0, 0.0, 8.0, 3
0.0, 92.0, 35.0, 100.0, 82.0, 80.0, 75.0, 40.0, 67.0, 0.0, 41.0, 8.0, 42.0, 33.0, 100.0, 34.0, 7
21.0, 79.0, 14.0, 100.0, 61.0, 75.0, 51.0, 35.0, 0.0, 12.0, 16.0, 10.0, 79.0, 0.0, 100.0, 30.0, 2
0.0, 79.0, 42.0, 100.0, 57.0, 68.0, 50.0, 31.0, 53.0, 0.0, 24.0, 32.0, 44.0, 50.0, 100.0, 53.0, 7
35.0, 96.0, 12.0, 50.0, 51.0, 38.0, 52.0, 0.0, 0.0, 2.0, 10.0, 53.0, 37.0, 95.0, 100.0, 100.0, 5
32.0, 66.0, 87.0, 42.0, 73.0, 0.0, 0.0, 7.0, 37.0, 43.0, 100.0, 72.0, 92.0, 100.0, 30.0, 76.0, 8
23.0, 93.0, 30.0, 64.0, 90.0, 36.0, 59.0, 0.0, 12.0, 12.0, 0.0, 54.0, 13.0, 91.0, 100.0, 100.0, 5
100.0, 85.0, 58.0, 100.0, 10.0, 97.0, 28.0, 76.0, 77.0, 73.0, 54.0, 53.0, 21.0, 28.0, 0.0, 0.0, 9
64.0, 77.0, 86.0, 100.0, 100.0, 79.0, 83.0, 54.0, 79.0, 28.0, 90.0, 5.0, 36.0, 0.0, 0.0, 1.0, 3
25.0, 90.0, 42.0, 100.0, 15.0, 63.0, 0.0, 26.0, 42.0, 0.0, 100.0, 3.0, 80.0, 28.0, 59.0, 6.0, 6
35.0, 77.0, 6.0, 50.0, 3.0, 8.0, 58.0, 0.0, 100.0, 29.0, 94.0, 70.0, 52.0, 100.0, 0.0, 84.0, 0
41.0, 80.0, 60.0, 100.0, 100.0, 97.0, 98.0, 73.0, 94.0, 48.0, 75.0, 26.0, 42.0, 9.0, 0.0, 0.0, 3
43.0, 95.0, 20.0, 65.0, 45.0, 25.0, 9.0, 0.0, 0.0, 27.0, 20.0, 71.0, 55.0, 91.0, 100.0, 100.0, 5
85.0, 76.0, 67.0, 68.0, 16.0, 78.0, 59.0, 100.0, 100.0, 85.0, 79.0, 53.0, 41.0, 26.0, 0.0, 0.0, 9
39.0, 96.0, 57.0, 59.0, 100.0, 94.0, 34.0, 100.0, 61.0, 66.0, 78.0, 66.0, 71.0, 15.0, 0.0, 0.0, 9
26.0, 100.0, 6.0, 80.0, 0.0, 48.0, 63.0, 43.0, 100.0, 69.0, 98.0, 60.0, 86.0, 27.0, 83.0, 0.0, 4
0.0, 82.0, 34.0, 100.0, 78.0, 90.0, 49.0, 62.0, 80.0, 49.0, 100.0, 18.0, 62.0, 0.0, 18.0, 13.0, 3
83.0, 95.0, 6.0, 100.0, 20.0, 65.0, 100.0, 38.0, 83.0, 0.0, 0.0, 12.0, 12.0, 55.0, 36.0, 95.0, 8
